0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
2014.0,1.0,1.0,29.12,36.5,44.06,0.0,18.0,37.04,40.82,50.0,0.0,5.0,39.02,49.82,55.94,0.0,5.0,21.2,35.06,39.02,0.0,0.0,13.1,19.94,21.2,0.0,0.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,-0.759999999999998,18.68,21.2,-11.740000000000002,4.280000000000001,20.12,19.22,23.72,31.1,-2.740000000000002,20.84,29.12
2014.0,1.0,2.0,37.04,40.82,50.0,0.0,5.0,39.02,49.82,55.94,0.0,5.0,21.2,35.06,39.02,0.0,0.0,13.1,19.94,21.2,0.0,0.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,-11.740000000000002,4.280000000000001,20.12,19.22,23.72,31.1,-2.740000000000002,20.84,29.12,-15.880000000000004,-7.780000000000001,-1.8400000000000032
2014.0,1.0,3.0,39.02,49.82,55.94,0.0,5.0,21.2,35.06,39.02,0.0,0.0,13.1,19.94,21.2,0.0,0.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,19.22,23.72,31.1,-2.740000000000002,20.84,29.12,-15.880000000000004,-7.780000000000001,-1.8400000000000032,-11.740000000000002,-7.240000000000002,3.1999999999999993
2014.0,1.0,4.0,21.2,35.06,39.02,0.0,0.0,13.1,19.94,21.2,0.0,0.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,-2.740000000000002,20.84,29.12,-15.880000000000004,-7.780000000000001,-1.8400000000000032,-11.740000000000002,-7.240000000000002,3.1999999999999993,-5.799999999999997,2.6599999999999966,17.240000000000002
2014.0,1.0,5.0,13.1,19.94,21.2,0.0,0.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,-15.880000000000004,-7.780000000000001,-1.8400000000000032,-11.740000000000002,-7.240000000000002,3.1999999999999993,-5.799999999999997,2.6599999999999966,17.240000000000002,-3.82,7.879999999999999,27.14
2014.0,1.0,6.0,8.240000000000002,14.0,21.2,0.0,0.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,221.0,150.0,-15.880000000000004,-7.780000000000001,-1.8400000000000032,-11.740000000000002,-7.240000000000002,3.1999999999999993,-5.799999999999997,2.6599999999999966,17.240000000000002,-3.82,7.879999999999999,27.14,27.14,30.02,39.92
2014.0,1.0,7.0,15.259999999999998,19.04,26.24,79.0,61.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,221.0,150.0,-15.880000000000004,-7.780000000000001,-1.8400000000000032,0.0,0.0,-11.740000000000002,-7.240000000000002,3.1999999999999993,-5.799999999999997,2.6599999999999966,17.240000000000002,-3.82,7.879999999999999,27.14,27.14,30.02,39.92,31.1,37.04,39.92
2014.0,1.0,8.0,0.1400000000000041,21.56,25.16,0.0,0.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,221.0,150.0,-15.880000000000004,-7.780000000000001,-1.8400000000000032,0.0,0.0,-11.740000000000002,-7.240000000000002,3.1999999999999993,0.0,0.0,-5.799999999999997,2.6599999999999966,17.240000000000002,-3.82,7.879999999999999,27.14,27.14,30.02,39.92,31.1,37.04,39.92,28.22,32.9,44.06
2014.0,1.0,9.0,-5.799999999999997,8.779999999999998,21.2,5.0,0.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,221.0,150.0,-15.880000000000004,-7.780000000000001,-1.8400000000000032,0.0,0.0,-11.740000000000002,-7.240000000000002,3.1999999999999993,0.0,0.0,-5.799999999999997,2.6599999999999966,17.240000000000002,0.0,0.0,-3.82,7.879999999999999,27.14,27.14,30.02,39.92,31.1,37.04,39.92,28.22,32.9,44.06,27.14,41.36,44.96
2014.0,1.0,10.0,1.2199999999999989,15.979999999999997,21.2,18.0,13.0,-2.740000000000002,6.259999999999998,19.22,0.0,0.0,13.1,21.38,32.0,5.0,3.0,22.1,30.2,31.1,102.0,58.0,10.220000000000002,18.86,22.1,5.0,0.0,7.16,12.920000000000002,21.2,18.0,13.0,16.16,22.46,33.08,5.0,3.0,15.259999999999998,24.62,35.06,0.0,0.0,33.08,35.24,39.02,0.0,15.0,33.08,34.88,35.96,0.0,79.0,30.2,32.36,35.06,0.0,61.0,24.26,32.54,33.98,0.0,51.0,-0.759999999999998,19.58,26.24,3.0,0.0,-1.8400000000000032,3.559999999999995,18.14,3.0,3.0,18.14,20.48,27.14,30.0,18.0,14.18,23.18,33.98,0.0,0.0,21.2,32.72,41.0,0.0,0.0,33.08,40.28,50.0,0.0,0.0,11.12,35.42,39.92,0.0,3.0,1.2199999999999989,9.68,13.1,13.0,10.0,2.1199999999999974,7.879999999999999,12.2,76.0,76.0,10.220000000000002,15.8,22.1,53.0,64.0,-0.759999999999998,18.68,21.2,147.0,56.0,-11.740000000000002,4.280000000000001,20.12,0.0,0.0,19.22,23.72,31.1,76.0,66.0,-2.740000000000002,20.84,29.12,221.0,150.0,-15.880000000000004,-7.780000000000001,-1.8400000000000032,0.0,0.0,-11.740000000000002,-7.240000000000002,3.1999999999999993,0.0,0.0,-5.799999999999997,2.6599999999999966,17.240000000000002,0.0,0.0,-3.82,7.879999999999999,27.14,8.0,3.0,27.14,30.02,39.92,31.1,37.04,39.92,28.22,32.9,44.06,27.14,41.36,44.96,22.1,29.84,35.06
