YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WV03
1974,6,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,
1974,6,9,70.0,90.0,,,,,,,24.0,0.0,41.0,,,,0.0,0.0,,89.06,80.06,348.0,130.0,,,135.0,,112.0,,,159.0,-9999.0,,1.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,6,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,
1974,6,11,80.0,80.0,,,,,,,406.0,,33.0,,,,0.0,0.0,,91.03999999999999,78.98,276.0,160.0,,,,,80.0,,,134.0,999.0,,999.0,,,,,999.0,,,,,,,1.0,,,,
1974,6,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-999.0,,-999.0,,,,,-999.0,,,,,,,,,,,
1974,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,
1974,6,14,90.0,80.0,,,,,,,1730.0,43.0,38.0,,,,0.0,0.0,,91.94,71.96,318.0,120.0,,,,,89.0,,,144.0,9999.0,,1.0,,,,,9999.0,,,,,,,1.0,,,,
1974,6,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-99.0,,0.0,,,,,-99.0,,,,,,,,,,,
1974,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,
1974,6,17,30.0,30.0,,,,,,,830.0,0.0,91.0,,,,0.0,0.0,,91.03999999999999,69.08,768.0,120.0,,,135.0,,58.0,,,77.0,-9999.0,,-9999.0,,,,,1.0,,,,,,,-9999.0,,,,
1974,6,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,
1974,6,19,60.0,70.0,,,,,,,354.0,0.0,65.0,,,,0.0,0.0,,91.94,69.98,546.0,360.0,,,,,76.0,,,129.0,1.0,,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,6,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,
1974,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,
1974,6,22,50.0,60.0,,,,,,,1912.0,38.0,80.0,,,,0.0,0.0,,91.94,69.98,678.0,120.0,,,,,80.0,,,144.0,9999.0,,1.0,,,,,9999.0,,,,,,,1.0,,,,
1974,6,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,
1974,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,99.0,,,,
1974,6,25,30.0,40.0,,,,,,,830.0,0.0,95.0,,,,0.0,0.0,,93.02,69.98,804.0,310.0,,,360.0,,58.0,,,77.0,-9999.0,,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,6,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,,,-9.0,,,,
1974,6,27,10.0,10.0,,,,,,,642.0,0.0,98.0,,,,0.0,0.0,,93.91999999999999,68.0,828.0,170.0,,,,,58.0,,,82.0,999.0,,999.0,,,,,999.0,,,,,,,999.0,,,,
1974,6,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-999.0,,-999.0,,,,,-999.0,,,,,,,-999.0,,,,
1974,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,
1974,6,30,30.0,40.0,,,,,,,1530.0,0.0,82.0,,,,0.0,0.0,,95.0,69.98,690.0,130.0,,,,,67.0,,,103.0,1.0,,9999.0,,,,,1.0,,,,,,,9999.0,,,,
1974,6,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,1,50.0,80.0,,,,,,,1148.0,84.0,46.0,,,,0.0,0.0,,89.96000000000001,69.98,384.0,220.0,,,225.0,,107.0,,,164.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,7,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
1974,7,3,50.0,70.0,,,,,,,206.0,157.0,36.0,,,,0.0,0.0,,91.94,71.06,306.0,120.0,,,,,179.0,,,236.0,999.0,,1.0,,,,,999.0,,,,,,,1.0,,,,
1974,7,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,6,50.0,60.0,,,,,,,1812.0,0.0,79.0,,,,0.0,0.0,,95.0,71.96,660.0,160.0,,,,,58.0,,,77.0,1.0,,9999.0,,,,,1.0,,,,,,,9999.0,,,,
1974,7,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,
1974,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,,,,99.0,,,,
1974,7,9,50.0,30.0,,,,,,,1800.0,3.0,80.0,,,,0.0,0.0,,96.08000000000001,71.96,672.0,140.0,,,180.0,,89.0,,,139.0,-9999.0,,1.0,,,,,-9999.0,,,,,,,1.0,,,,
1974,7,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,,0.0,,,,,,,,,,,,,,,,
1974,7,11,60.0,70.0,,,,,,,754.0,,61.0,,,,0.0,0.0,,93.91999999999999,71.06,516.0,130.0,,,,,94.0,,,139.0,999.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,7,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,
1974,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
1974,7,14,10.0,10.0,,,,,,,1348.0,0.0,97.0,,,,0.0,0.0,,95.0,69.98,816.0,180.0,,,,,63.0,,,108.0,1.0,,9999.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,7,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,
1974,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,
1974,7,17,50.0,80.0,,,,,,,1036.0,13.0,42.0,,,,0.0,0.0,,91.03999999999999,71.06,348.0,230.0,,,180.0,,63.0,,,134.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,7,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,19,50.0,80.0,,,,,,,242.0,0.0,78.0,,,,0.0,0.0,,95.0,68.0,654.0,250.0,,,,,58.0,,,103.0,1.0,,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,7,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,
1974,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,
1974,7,22,70.0,70.0,,,,,,,1424.0,41.0,50.0,,,,0.0,0.0,,96.98,69.08,414.0,10.0,,,,,134.0,,,185.0,9999.0,,1.0,,,,,9999.0,,,,,,,1.0,,,,
1974,7,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,
1974,7,25,70.0,80.0,,,,,,,1230.0,5.0,40.0,,,,0.0,0.0,,89.06,71.06,336.0,30.0,,,360.0,,63.0,,,170.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,7,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
1974,7,27,70.0,90.0,,,,,,,54.0,89.0,22.0,,,,0.0,0.0,,84.02,66.92,186.0,150.0,,,,,72.0,,,118.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,7,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,30,10.0,20.0,,,,,,,912.0,0.0,99.0,,,,0.0,0.0,,95.0,68.0,822.0,250.0,,,,,40.0,,,62.0,1.0,,9999.0,,,,,1.0,,,,,,,9999.0,,,,
1974,7,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,
1974,8,1,60.0,60.0,,,,,,,1530.0,396.0,45.0,,,,0.0,0.0,,96.08000000000001,69.98,366.0,80.0,,,90.0,,130.0,,,185.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
1974,8,3,60.0,80.0,,,,,,,642.0,419.0,30.0,,,,0.0,0.0,,87.08000000000001,69.98,246.0,10.0,,,,,72.0,,,144.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,
1974,8,6,50.0,90.0,,,,,,,1354.0,10.0,28.0,,,,0.0,0.0,,87.08000000000001,69.98,228.0,120.0,,,,,76.0,,,98.0,1.0,,9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,
1974,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,
1974,8,9,100.0,100.0,,,,,,,1236.0,74.0,3.0,,,,0.0,0.0,,84.02,69.98,24.0,120.0,,,135.0,,63.0,,,87.0,1.0,,-9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1974,8,11,100.0,100.0,,,,,,,624.0,3.0,10.0,,,,0.0,0.0,,84.02,71.96,84.0,130.0,,,,,63.0,,,77.0,999.0,,999.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,8,14,80.0,90.0,,,,,,,1242.0,,45.0,,,,0.0,0.0,,89.96000000000001,78.08,360.0,160.0,,,,,76.0,,,113.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,8,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,
1974,8,17,40.0,70.0,,,,,,,1642.0,0.0,86.0,,,,0.0,0.0,,93.91999999999999,73.94,684.0,170.0,,,135.0,,54.0,,,77.0,-9999.0,,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,8,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,
1974,8,19,40.0,70.0,,,,,,,530.0,76.0,70.0,,,,0.0,0.0,,93.91999999999999,73.04,558.0,240.0,,,,,80.0,,,113.0,999.0,,1.0,,,,,999.0,,,,,,,1.0,,,,
1974,8,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
1974,8,22,40.0,50.0,,,,,,,1900.0,0.0,76.0,,,,0.0,0.0,,93.02,71.96,606.0,70.0,,,,,98.0,,,129.0,9999.0,,1.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,8,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
1974,8,25,20.0,40.0,,,,,,,1524.0,0.0,86.0,,,,0.0,0.0,,93.02,71.96,678.0,120.0,,,135.0,,67.0,,,103.0,1.0,,-9999.0,,,,,1.0,,,,,,,-9999.0,,,,
1974,8,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,
1974,8,27,20.0,30.0,,,,,,,600.0,0.0,86.0,,,,0.0,0.0,,93.91999999999999,71.96,678.0,110.0,,,,,72.0,,,113.0,1.0,,1.0,,,,,1.0,,,,,,,999.0,,,,
1974,8,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,
1974,8,30,20.0,30.0,,,,,,,818.0,0.0,80.0,,,,0.0,0.0,,95.0,71.96,630.0,90.0,,,,,54.0,,,87.0,9999.0,,9999.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,8,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,-99.0,,,,
1974,9,1,30.0,40.0,,,,,,,-9999.0,0.0,72.0,,,,0.0,0.0,,93.91999999999999,73.04,552.0,170.0,,,-9999.0,,54.0,,,-9999.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,,,
1974,9,2,,,,,,,,,-9.0,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,-9.0,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,
1974,9,3,50.0,50.0,,,,,,,999.0,8.0,83.0,,,,0.0,0.0,,95.0,71.96,636.0,70.0,,,999.0,,103.0,,,999.0,1.0,999.0,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,9,4,,,,,,,,,-999.0,0.0,,,,,0.0,0.0,,,,,,,,-999.0,,,,,-999.0,,-999.0,,,,,,,,,,,,,,,,,
1974,9,6,30.0,10.0,,,,,,,9999.0,0.0,91.0,,,,0.0,0.0,,75.92,59.0,696.0,50.0,,,9999.0,,72.0,,,9999.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,9,7,,,,,,,,,-99.0,0.0,,,,,0.0,0.0,,,,,,,,-99.0,,,,,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,,,
1974,9,8,,,,,,,,,99.0,,,,,,,,,,,,,,,99.0,,,,,99.0,99.0,99.0,99.0,,,,,99.0,,,,,,,99.0,,,,
1974,9,9,0.0,0.0,,,,,,,-9999.0,0.0,100.0,,,,0.0,0.0,,82.04,55.94,756.0,10.0,,,-9999.0,,63.0,,,-9999.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,9,10,,,,,,,,,-9.0,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,-9.0,,,,,-9.0,,-9.0,-9.0,,,,,,,,,,,,-9.0,,,,
1974,9,11,70.0,100.0,,,,,,,999.0,0.0,16.0,,,,0.0,0.0,,80.06,66.02,120.0,360.0,,,999.0,,103.0,,,999.0,1.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,9,12,,,,,,,,,-999.0,,,,,,0.0,0.0,,,,,,,,-999.0,,,,,-999.0,,-999.0,-999.0,,,,,,,,,,,,,,,,
1974,9,14,80.0,100.0,,,,,,,9999.0,23.0,0.0,,,,0.0,0.0,,75.02,69.08,0.0,180.0,,,9999.0,,76.0,,,9999.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,9,15,,,,,,,,,-99.0,0.0,,,,,0.0,0.0,,,,,,,,-99.0,,,,,-99.0,,-99.0,-99.0,,,,,,,,,,,,,,,,
1974,9,16,,,,,,,,,99.0,,,,,,,,,,,,,,,99.0,,,,,99.0,,99.0,99.0,,,,,,,,,,,,,,,,
1974,9,17,70.0,90.0,,,,,,,-9999.0,64.0,23.0,,,,0.0,0.0,,84.02,71.96,174.0,140.0,,,-9999.0,,76.0,,,-9999.0,-9999.0,-9999.0,1.0,,,,,-9999.0,,,,,,,1.0,,,,
1974,9,18,,,,,,,,,-9.0,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,-9.0,,,,,-9.0,,-9.0,0.0,,,,,-9.0,,,,,,,,,,,
1974,9,19,100.0,100.0,,,,,,,999.0,213.0,6.0,,,,0.0,0.0,,80.96,71.96,48.0,120.0,,,999.0,,54.0,,,999.0,1.0,999.0,1.0,,,,,999.0,,,,,,,1.0,,,,
1974,9,20,,,,,,,,,-999.0,,,,,,0.0,0.0,,,,,,,,-999.0,,,,,-999.0,,-999.0,0.0,,,,,,,,,,,,,,,,
1974,9,22,90.0,90.0,,,,,,,9999.0,541.0,23.0,,,,0.0,0.0,,87.98,73.04,174.0,110.0,,,9999.0,,103.0,,,9999.0,1.0,9999.0,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,9,23,,,,,,,,,-99.0,0.0,,,,,0.0,0.0,,,,,,,,-99.0,,,,,-99.0,,,,,,,,,,,,,,,,,,,
1974,9,24,,,,,,,,,99.0,,,,,,,,,,,,,,,99.0,,,,,99.0,,,99.0,,,,,,,,,,,,99.0,,,,
1974,9,25,70.0,90.0,,,,,,,-9999.0,0.0,23.0,,,,0.0,0.0,,89.06,71.06,168.0,130.0,,,-9999.0,,40.0,,,-9999.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,9,26,,,,,,,,,1.0,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,9,27,70.0,80.0,,,,,,,254.0,0.0,24.0,,,,0.0,0.0,,89.06,73.04,180.0,10.0,,,,,40.0,,,57.0,1.0,1.0,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,9,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,
1974,9,30,10.0,10.0,,,,,,,1606.0,0.0,85.0,,,,0.0,0.0,,89.06,73.04,624.0,90.0,,,,,45.0,,,67.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,9999.0,,,,
1974,9,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,
1974,10,1,0.0,0.0,,,,,,,1006.0,0.0,100.0,,,,0.0,0.0,,84.02,51.98,714.0,110.0,,,90.0,,54.0,,,67.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,10,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,
1974,10,3,0.0,0.0,,,,,,,999.0,0.0,100.0,,,,0.0,0.0,,84.02,55.94,714.0,100.0,,,999.0,,40.0,,,999.0,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,
1974,10,4,,,,,,,,,-999.0,0.0,,,,,0.0,0.0,,,,,,,,-999.0,,,,,-999.0,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,
1974,10,5,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,,9.0,,,,,,,,,,,,,,,,,,,
1974,10,6,50.0,60.0,,,,,,,1336.0,0.0,81.0,,,,0.0,0.0,,82.04,57.02,576.0,150.0,,,,,80.0,,,113.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,10,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,-99.0,,,,
1974,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,99.0,,,,
1974,10,9,20.0,30.0,,,,,,,1618.0,0.0,85.0,,,,0.0,0.0,,89.06,62.059999999999995,594.0,40.0,,,45.0,,58.0,,,77.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,10,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,
1974,10,11,0.0,0.0,,,,,,,254.0,0.0,100.0,,,,0.0,0.0,,84.02,57.02,702.0,360.0,,,,,58.0,,,82.0,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,
1974,10,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,,,
1974,10,14,20.0,40.0,,,,,,,1418.0,0.0,66.0,,,,0.0,0.0,,84.91999999999999,60.980000000000004,462.0,200.0,,,,,36.0,,,57.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,9999.0,,,,
1974,10,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,-99.0,,,,
1974,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,99.0,,,,
1974,10,17,20.0,40.0,,,,,,,1424.0,0.0,96.0,,,,0.0,0.0,,86.0,60.08,666.0,120.0,,,90.0,,76.0,,,87.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,,-9999.0,,,,
1974,10,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,-9.0,,,,
1974,10,19,20.0,20.0,,,,,,,324.0,0.0,83.0,,,,0.0,0.0,,86.0,57.92,576.0,110.0,,,,,54.0,,,77.0,1.0,999.0,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,10,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,,,
1974,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
1974,10,22,90.0,90.0,,,,,,,2354.0,335.0,10.0,,,,0.0,0.0,,87.98,64.04,66.0,340.0,,,,,76.0,,,103.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,10,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,
1974,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,
1974,10,25,0.0,0.0,,,,,,,1248.0,0.0,100.0,,,,0.0,0.0,,71.96,42.08,684.0,360.0,,,315.0,,54.0,,,98.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
1974,10,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,
1974,10,27,0.0,0.0,,,,,,,36.0,0.0,100.0,,,,0.0,0.0,,80.06,44.06,684.0,180.0,,,,,36.0,,,51.0,999.0,999.0,999.0,,,,,999.0,,,,,,,999.0,,,,
1974,10,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,
1974,10,30,70.0,90.0,,,,,,,2042.0,0.0,49.0,,,,0.0,0.0,,84.91999999999999,51.98,336.0,10.0,,,,,54.0,,,62.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,9999.0,,,,
1974,10,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,-99.0,,,,
1974,11,1,90.0,100.0,,,,,,,1606.0,721.0,7.0,,,,0.0,0.0,,82.04,69.98,48.0,160.0,,,225.0,,72.0,,,98.0,1.0,-9999.0,1.0,,,,,1.0,,,,,,,1.0,,,,
1974,11,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,11,3,70.0,90.0,,,,,,,430.0,0.0,29.0,,,,0.0,0.0,,82.04,68.0,192.0,140.0,,,,,80.0,,,118.0,1.0,1.0,999.0,,,,,1.0,,,,,,,999.0,,,,
1974,11,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,
1974,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,
1974,11,6,80.0,90.0,,,,,,,936.0,84.0,20.0,,,,0.0,0.0,,80.06,53.96,132.0,330.0,,,,,103.0,,,149.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,11,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,
1974,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,99.0,,,,
1974,11,9,100.0,100.0,,,,,,,1106.0,0.0,17.0,,,,0.0,0.0,,69.08,51.98,114.0,80.0,,,90.0,,80.0,,,113.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,1.0,,,,
1974,11,10,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,,,,,
1974,11,11,100.0,100.0,,,,,,,18.0,178.0,0.0,,,,0.0,0.0,,60.08,48.92,0.0,40.0,,,,,80.0,,,118.0,1.0,999.0,999.0,,,,,1.0,,,,,,,1.0,,,,
1974,11,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,,,,
1974,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,
1974,11,14,100.0,100.0,,,,,,,2206.0,8.0,0.0,,,,0.0,0.0,,66.02,53.96,0.0,100.0,,,,,72.0,,,82.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,,1.0,,,,
1974,11,15,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,
1974,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,,,,
1974,11,17,10.0,0.0,,,,,,,1218.0,0.0,100.0,,,,0.0,0.0,,69.98,50.0,648.0,360.0,,,360.0,,76.0,,,123.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,
