YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
1961,2,22,,,,,,,,,,0.0,,,,,0.0,0.0,,48.92,28.04,,,,,,,9999.0,,,,,,9999.0,,,,,,,9999.0,9999.0,,,,9999.0,,9999.0,,9999.0,,,,,
1961,2,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,-99.0,-99.0,,,,-99.0,,,,-99.0,,,,,
1961,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,99.0,,,,99.0,,,,99.0,,,,,
1961,2,25,,,,,,,,,,0.0,,,,,0.0,0.0,,44.96,28.04,,,,,,,-9999.0,,,,,,-9999.0,,,,,,,1.0,-9999.0,,,,-9999.0,,-9999.0,,-9999.0,,,,,
1961,2,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,,,,,,,0.0,-9.0,,,,-9.0,,-9.0,,-9.0,,,,,
1961,2,27,,,,,,,,,,0.0,,,,,0.0,0.0,,50.0,37.04,,,,,,,999.0,,,,,,1.0,,,,,,,1.0,999.0,,,,999.0,,999.0,,999.0,,,,,
1961,2,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,,,,,,,,0.0,-999.0,,,,,,,,,,,,,
1961,2,30,,,,,,,,,,,,,,,,,,32.0,19.939999999999998,,,,,,,9999.0,,,,,,9999.0,,,,,,,9999.0,9999.0,,,,9999.0,,9999.0,,1.0,,,,,
1961,2,31,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,,,-99.0,,-99.0,,,,,,,
1961,3,1,,,,,,,,,,0.0,,,,,0.0,0.0,,48.92,28.04,,,,,,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,,-9999.0,,1.0,-9999.0,,-9999.0,,-9999.0,,1.0,,-9999.0,,,,,
1961,3,2,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,-9.0,-9.0,,-9.0,,0.0,-9.0,,-9.0,,-9.0,,,,-9.0,,,,,
1961,3,3,,,,,,,,,,0.0,,,,,0.0,0.0,,62.959999999999994,30.02,,,,,,,999.0,,,,,,999.0,,999.0,999.0,,999.0,,1.0,999.0,,999.0,,999.0,,999.0,,999.0,,,,,
1961,3,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,-999.0,,-999.0,,0.0,-999.0,,-999.0,,-999.0,,,,-999.0,,,,,
1961,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,,9.0,,,,,,,,,
1961,3,6,,,,,,,,,,272.0,,,,,0.0,0.0,,53.96,37.04,,,,,,,9999.0,,,,,,1.0,,1.0,9999.0,,9999.0,,1.0,9999.0,,9999.0,,1.0,,1.0,,9999.0,,,,,
1961,3,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-99.0,,,,,,,,,-99.0,,-99.0,,,-99.0,,-99.0,,,,,,-99.0,,,,,
1961,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,99.0,,99.0,,99.0,99.0,,99.0,,99.0,,,,99.0,,,,,
1961,3,9,,,,,,,,,,79.0,,,,,0.0,0.0,,51.08,33.08,,,,,,,-9999.0,,,,,,1.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,1.0,,-9999.0,,,,,
1961,3,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,-9.0,,-9.0,,,-9.0,,-9.0,,-9.0,,,,-9.0,,,,,
1961,3,11,,,,,,,,,,0.0,,,,,0.0,0.0,,37.94,23.0,,,,,,,999.0,,,,,,999.0,,999.0,999.0,,999.0,,1.0,999.0,,999.0,,999.0,,999.0,,999.0,,,,,
1961,3,12,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-999.0,,,,,,,,-999.0,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,
1961,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
1961,3,14,,,,,,,,,,,,,,,,51.0,,37.04,26.060000000000002,,,,,,,58.0,,,,,,9999.0,,9999.0,9999.0,,9999.0,,9999.0,1.0,,9999.0,,9999.0,,9999.0,,1.0,,,,,
1961,3,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,,-99.0,-99.0,,-99.0,,,,,-99.0,,-99.0,,-99.0,,,,,,,
1961,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,99.0,99.0,,99.0,,,99.0,,99.0,,99.0,,99.0,,99.0,,,,,
1961,3,17,,,,,,,,,,0.0,,,,,0.0,0.0,,41.0,30.02,,,,,,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,,,,
1961,3,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,-9.0,,-9.0,,,-9.0,,-9.0,,-9.0,,,,-9.0,,,,,
1961,3,19,,,,,,,,,,41.0,,,,,0.0,0.0,,41.0,23.0,,,,,,,999.0,,,,,,1.0,,999.0,999.0,,999.0,,1.0,999.0,,999.0,,999.0,,1.0,,999.0,,,,,
1961,3,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,,,,-999.0,,-999.0,,,-999.0,,-999.0,,-999.0,,,,-999.0,,,,,
1961,3,22,,,,,,,,,,0.0,,,,,0.0,0.0,,48.92,33.08,,,,,,,9999.0,,,,,,1.0,,9999.0,9999.0,,9999.0,,9999.0,9999.0,,9999.0,,9999.0,,9999.0,,9999.0,,,,,
1961,3,23,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-99.0,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,-99.0,,-99.0,,-99.0,,-99.0,,-99.0,,,,,
1961,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,99.0,99.0,,99.0,,99.0,99.0,,99.0,,99.0,,99.0,,99.0,,,,,
1961,3,25,,,,,,,,,,0.0,,,,,0.0,0.0,,35.06,21.92,,,,,,,-9999.0,,,,,,-9999.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,,,,
1961,3,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,-9.0,-9.0,,-9.0,,-9.0,-9.0,,-9.0,,-9.0,,-9.0,,-9.0,,,,,
1961,3,27,,,,,,,,,,0.0,,,,,0.0,0.0,,33.98,26.060000000000002,,,,,,,999.0,,,,,,999.0,,999.0,999.0,,999.0,,999.0,999.0,,999.0,,999.0,,999.0,,999.0,,,,,
1961,3,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,,,-999.0,-999.0,,,,,-999.0,,-999.0,,,,,,-999.0,,,,,
1961,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1961,3,30,,,,,,,,,,,,,,,,0.0,,41.0,26.96,,,,,,,9999.0,,,,,,1.0,,9999.0,9999.0,,9999.0,,9999.0,9999.0,,9999.0,,9999.0,,1.0,,1.0,,,,,
1961,3,31,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,-99.0,,,,,,,,-99.0,-99.0,,-99.0,,,-99.0,,-99.0,,-99.0,,,,,,,,,
1961,4,1,,,,,,,,,,13.0,,,,,0.0,0.0,,37.04,21.92,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,-9999.0,,,,,-9999.0,,-9999.0,,1.0,,,,,
1961,4,2,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,,,,,-9.0,,,,,-9.0,,-9.0,,,,,,,
1961,4,3,,,,,,,,,,0.0,,,,,0.0,0.0,,44.06,19.939999999999998,,,,,,,999.0,,,,,,999.0,,999.0,,,,,999.0,,,,,999.0,,999.0,,999.0,,,,,
1961,4,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,,,,,-999.0,,,,,-999.0,,-999.0,,-999.0,,,,,
1961,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1961,4,6,,,,,,,,,,0.0,,,,,0.0,0.0,,51.98,23.0,,,,,,,9999.0,,,,,,9999.0,,9999.0,,,,,1.0,,,,,9999.0,,9999.0,,9999.0,,,,,
1961,4,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-99.0,,,,,,,,-99.0,,,,,0.0,,,,,,,,,-99.0,,,,,
1961,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,,,,
1961,4,9,,,,,,,,,,15.0,,,,,0.0,0.0,,42.980000000000004,35.96,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,-9999.0,,,,,-9999.0,,1.0,,1.0,,,,,
1961,4,10,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,0.0,,-9.0,,,,,,,,,,,,,,,,,,,
1961,4,11,,,,,,,,,,3.0,,,,,0.0,0.0,,48.02,24.98,,,,,,,999.0,,,,,,1.0,,999.0,,,,,1.0,,,,,1.0,,1.0,,999.0,,,,,
1961,4,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,,,-999.0,,,,,0.0,,,,,,,,,-999.0,,,,,
1961,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1961,4,14,,,,,,,,,,107.0,,,,,25.0,0.0,,37.04,33.08,,,,,,,9999.0,,,,,,1.0,,9999.0,,,,,9999.0,,,,,9999.0,,9999.0,,1.0,,,,,
1961,4,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-99.0,,,,,,,,-99.0,,,,,-99.0,,,,,-99.0,,-99.0,,,,,,,
1961,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,99.0,,,,,99.0,,,,,99.0,,99.0,,,,,,,
1961,4,17,,,,,,,,,,38.0,,,,,0.0,0.0,,51.08,32.0,,,,,,,-9999.0,,,,,,-9999.0,,-9999.0,,,,,1.0,,,,,-9999.0,,1.0,,-9999.0,,,,,
1961,4,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,,,,,,,,,,-9.0,,,,-9.0,,,,,
1961,4,19,,,,,,,,,,30.0,,,,,0.0,0.0,,44.06,37.04,,,,,,,999.0,,,,,,1.0,,999.0,,,,,999.0,,,,,999.0,,1.0,,999.0,,,,,
1961,4,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,-999.0,,,,,,0.0,,-999.0,,,,,-999.0,,,,,-999.0,,,,-999.0,,,,,
1961,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,
1961,4,22,,,,,,,,,,,,,,,0.0,0.0,,60.980000000000004,35.06,,,,,,,9999.0,,,,,,9999.0,,9999.0,,,,,1.0,,,,,9999.0,,1.0,,9999.0,,,,,
1961,4,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,-99.0,,,,,,,,-99.0,,,,,0.0,,,,,-99.0,,,,,,,,,
1961,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,,,,,,,,,,99.0,,,,,,,,,
1961,4,25,,,,,,,,,,124.0,,,,,119.0,0.0,,33.08,28.04,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,1.0,,,,,-9999.0,,-9999.0,,1.0,,,,,
1961,4,26,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,-9.0,,,,,,,,,
1961,4,27,,,,,,,,,,,,,,,,127.0,,39.92,33.08,,,,,,,114.0,,,,,,1.0,,999.0,,,,,999.0,,,,,999.0,,1.0,,1.0,,,,,
1961,4,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,-999.0,,,,,,,,,
1961,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1961,4,30,,,,,,,,,,0.0,,,,,0.0,,,60.08,30.02,,,,,,,9999.0,,,,,,1.0,,9999.0,,,,,1.0,,,,,9999.0,,9999.0,,9999.0,,,,,
1961,4,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,-99.0,,,,,,,,-99.0,,,,,0.0,,,,,-99.0,,,,-99.0,,,,,
1961,5,1,,,,,,,,,,0.0,,,,,0.0,0.0,,55.04,33.08,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,5,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,-9.0,,-9.0,,,,,,,
1961,5,3,,,,,,,,,,0.0,,,,,0.0,0.0,,59.0,30.92,,,,,,,,,,,,,999.0,,999.0,,,,,999.0,,,,,999.0,,999.0,,,,,,,
1961,5,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-999.0,,-999.0,,,,,-999.0,,,,,-999.0,,-999.0,,,,,,,
1961,5,6,,,,,,,,,,0.0,,,,,0.0,0.0,,60.08,33.98,,,,,,,,,,,,,9999.0,,9999.0,,,,,9999.0,,,,,9999.0,,9999.0,,,,,,,
1961,5,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,,,
1961,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,,,
1961,5,9,,,,,,,,,,13.0,,,,,0.0,0.0,,75.02,50.0,,,,,,,,,,,,,1.0,,-9999.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,
1961,5,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1961,5,11,,,,,,,,,,33.0,,,,,0.0,0.0,,73.94,44.96,,,,,,,,,,,,,999.0,,1.0,,,,,1.0,,,,,999.0,,1.0,,,,,,,
1961,5,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-999.0,,,,,,,,,
1961,5,14,,,,,,,,,,0.0,,,,,0.0,0.0,,60.08,37.04,,,,,,,,,,,,,1.0,,9999.0,,,,,1.0,,,,,9999.0,,9999.0,,,,,,,
1961,5,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,0.0,,,,,-99.0,,-99.0,,,,,,,
1961,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,99.0,,99.0,,,,,,,
1961,5,17,,,,,,,,,,0.0,,,,,0.0,0.0,,77.0,44.06,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,1.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,5,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,0.0,,,,,-9.0,,-9.0,,,,,,,
1961,5,19,,,,,,,,,,0.0,,,,,0.0,0.0,,82.94,50.0,,,,,,,,,,,,,999.0,,999.0,,,,,1.0,,,,,999.0,,999.0,,,,,,,
1961,5,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,,,
1961,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,,,,
1961,5,22,,,,,,,,,,178.0,,,,,0.0,0.0,,82.94,60.08,,,,,,,,,,,,,9999.0,,1.0,,,,,9999.0,,,,,9999.0,,1.0,,,,,,,
1961,5,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,,,
1961,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,,,
1961,5,25,,,,,,,,,,0.0,,,,,0.0,0.0,,60.08,39.02,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,5,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,,,
1961,5,27,,,,,,,,,,,,,,,0.0,0.0,,59.0,48.92,,,,,,,,,,,,,999.0,,999.0,,,,,1.0,,,,,999.0,,1.0,,,,,,,
1961,5,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,0.0,,,,,-999.0,,,,,,,,,
1961,5,30,,,,,,,,,,0.0,,,,,0.0,0.0,,62.959999999999994,39.02,,,,,,,,,,,,,9999.0,,9999.0,,,,,9999.0,,,,,9999.0,,9999.0,,,,,,,
1961,5,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,,,
1961,6,1,,,,,,,,,,0.0,,,,,0.0,0.0,,80.96,68.0,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
1961,6,2,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,-9.0,,,,,,,,,
1961,6,3,,,,,,,,,,,,,,,0.0,0.0,,82.04,50.0,,,,,,,,,,,,,999.0,,999.0,,,,,999.0,,,,,999.0,,1.0,,,,,,,
1961,6,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,,,
1961,6,6,,,,,,,,,,0.0,,,,,0.0,0.0,,82.04,48.02,,,,,,,,,,,,,9999.0,,9999.0,,,,,9999.0,,,,,9999.0,,9999.0,,,,,,,
1961,6,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,,,
1961,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,,,
1961,6,9,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,55.04,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,1.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,6,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,0.0,,,,,-9.0,,,,,,,,,
1961,6,11,,,,,,,,,,244.0,,,,,0.0,0.0,,84.91999999999999,60.08,,,,,,,,,,,,,999.0,,1.0,,,,,1.0,,,,,999.0,,1.0,,,,,,,
1961,6,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1961,6,14,,,,,,,,,,,,,,,0.0,0.0,,78.08,55.04,,,,,,,,,,,,,1.0,,9999.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,
1961,6,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1961,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,
1961,6,17,,,,,,,,,,0.0,,,,,0.0,0.0,,89.96000000000001,55.94,,,,,,,,,,,,,1.0,,-9999.0,,,,,1.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,6,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,0.0,,,,,-9.0,,-9.0,,,,,,,
1961,6,19,,,,,,,,,,0.0,,,,,0.0,0.0,,89.06,68.0,,,,,,,,,,,,,999.0,,999.0,,,,,1.0,,,,,999.0,,999.0,,,,,,,
1961,6,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-999.0,,,,,,,,,
1961,6,22,,,,,,,,,,,,,,,0.0,0.0,,64.94,51.98,,,,,,,,,,,,,1.0,,9999.0,,,,,9999.0,,,,,9999.0,,1.0,,,,,,,
1961,6,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,-99.0,,,,,,,,,
1961,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,,99.0,,99.0,,,,,,,
1961,6,25,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,41.0,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,1.0,,,,,-9999.0,,-9999.0,,,,,,,
1961,6,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,,,
1961,6,27,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,48.92,,,,,,,,,,,,,999.0,,999.0,,,,,999.0,,,,,999.0,,999.0,,,,,,,
1961,6,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,-999.0,,,,,-999.0,,-999.0,,,,,,,
1961,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,9.0,,,,,,,
1961,6,30,,,,,,,,,,91.0,,,,,0.0,0.0,,84.02,51.98,,,,,,,,,,,,,1.0,,9999.0,,,,,1.0,,,,,9999.0,,1.0,,,,,,,
1961,6,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,,,,,,-99.0,,,,,,,,,
1961,7,1,,,,,,,,,,0.0,,,,,0.0,0.0,,84.02,66.92,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,,1.0,,,,,,,
1961,7,2,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,-9.0,,,,,,,,,,,,,,
1961,7,3,,,,,,,,,,,,,,,0.0,0.0,,86.0,60.980000000000004,,,,,,,,,,,,,999.0,,999.0,,999.0,,,999.0,,,,,,,1.0,,,,,,,
1961,7,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,-999.0,,,,,,,,,,,,,,
1961,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1961,7,6,,,,,,,,,,119.0,,,,,0.0,0.0,,64.94,60.08,,,,,,,,,,,,,1.0,,9999.0,,9999.0,,,9999.0,,,,,,,1.0,,,,,,,
1961,7,7,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,-99.0,,,-99.0,,,,,,,,,,,,,,
1961,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,99.0,,,,,,,,,,,,,,
1961,7,9,,,,,,,,,,0.0,,,,,0.0,0.0,,78.08,48.02,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,,-9999.0,,,,,,,
1961,7,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,-9.0,,,,,,,-9.0,,,,,,,
1961,7,11,,,,,,,,,,0.0,,,,,0.0,0.0,,69.98,53.06,,,,,,,,,,,,,999.0,,999.0,,999.0,,,999.0,,,,,,,999.0,,,,,,,
1961,7,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,-999.0,,,,,,,-999.0,,,,,,,
1961,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1961,7,14,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,48.92,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,1.0,,,,,,,9999.0,,,,,,,
1961,7,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,
1961,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,99.0,,,,,,,99.0,,,,,,,
1961,7,17,,,,,,,,,,0.0,,,,,0.0,0.0,,86.0,55.04,,,,,,,,,,,,,1.0,,-9999.0,,-9999.0,,,1.0,,,,,,,-9999.0,,,,,,,
1961,7,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,0.0,,,,,,,,,,,,,,
1961,7,19,,,,,,,,,,,,,,,0.0,0.0,,80.96,64.94,,,,,,,,,,,,,999.0,,999.0,,999.0,,,1.0,,,,,,,1.0,,,,,,,
1961,7,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,0.0,,,,,,,,,,,,,,
1961,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1961,7,22,,,,,,,,,,,,,,,0.0,0.0,,82.04,64.04,,,,,,,,,,,,,1.0,,9999.0,,9999.0,,,1.0,,,,,,,1.0,,,,,,,
1961,7,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,
1961,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,99.0,,,,,,,99.0,,,,,,,
1961,7,25,,,,,,,,,,0.0,,,,,0.0,0.0,,82.04,64.04,,,,,,,,,,,,,1.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,,-9999.0,,,,,,,
1961,7,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,-9.0,,,,,,,-9.0,,,,,,,
