YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
2000,5,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,-99.0,,,,,,,,-99.0,
2000,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,,,,99.0,
2000,5,17,,,,,,,55.0,1347.0,2347.0,86.0,,,,,0.0,0.0,66.92,75.92,57.92,,,180.0,210.0,,,0.0,,98.0,116.0,,,1.0,-9999.0,1.0,,,,,-9999.0,,,,1.0,1.0,,1.0,,,,,,-9999.0,
2000,5,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,0.0,,,,,,,,,,,,0.0,,,,,,-9.0,
2000,5,19,,,,,,,53.0,449.0,348.0,66.0,,,,,0.0,0.0,73.04,84.91999999999999,60.08,,,240.0,220.0,,,0.0,,98.0,130.0,,,1.0,999.0,1.0,,,,,1.0,,,,1.0,999.0,,1.0,,,,,,999.0,
2000,5,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,,,,-999.0,
2000,5,22,,,,,,,47.0,1427.0,1442.0,0.0,,,,,0.0,0.0,51.98,62.959999999999994,39.92,,,310.0,320.0,,,0.0,,116.0,165.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,9999.0,,9999.0,,,,,,9999.0,
2000,5,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,-99.0,-99.0,,,,,,,,-99.0,
2000,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,99.0,99.0,,,,,,,,99.0,
2000,5,25,,,,,,,30.0,621.0,620.0,48.0,,,,,0.0,0.0,60.980000000000004,68.0,53.96,,,240.0,250.0,,,0.0,,72.0,103.0,,,1.0,-9999.0,-9999.0,,,,,1.0,,,,1.0,-9999.0,,1.0,,,,,,-9999.0,
2000,5,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,0.0,,,,,,0.0,-9.0,-9.0,,,,,0.0,,,,,-9.0,,0.0,,,,,,-9.0,
2000,5,27,,,,,,,42.0,112.0,150.0,15.0,,,,,0.0,0.0,60.980000000000004,69.08,51.98,,,120.0,30.0,,,0.0,,89.0,107.0,,,1.0,999.0,999.0,,,,,1.0,,,,1.0,999.0,,1.0,,,,,,999.0,
2000,5,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-999.0,,,,,,,,,,,-999.0,,0.0,,,,,,-999.0,
2000,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,
2000,5,30,,,,,,,60.0,20.0,18.0,5.0,,,,,0.0,0.0,46.04,48.02,44.06,,,40.0,40.0,,,0.0,,112.0,156.0,,,1.0,9999.0,9999.0,,,,,9999.0,,,,1.0,1.0,,1.0,,,,,,9999.0,
2000,5,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,0.0,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,-99.0,
2000,6,1,,,,,,,41.0,2138.0,2138.0,91.0,,,,,0.0,,73.04,86.0,59.0,-9999.0,,310.0,310.0,,,0.0,,139.0,170.0,,,1.0,1.0,1.0,,-9999.0,,,1.0,,,,1.0,,,1.0,,,,,,,
2000,6,2,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,,,,-9.0,,,,,,,,,,0.0,,,,,,,
2000,6,3,,,,,,,46.0,541.0,540.0,3.0,,,,,0.0,,60.08,69.98,50.0,999.0,,340.0,340.0,,,0.0,,98.0,125.0,,,999.0,999.0,999.0,,999.0,,,999.0,,,,999.0,,,1.0,,,,,,,
2000,6,4,,,,,,,,,,0.0,,,,,0.0,,,,,-999.0,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,-999.0,,,-999.0,,,,-999.0,,,,,,,,,,
2000,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,9.0,,,,,,,
2000,6,6,,,,,,,33.0,2249.0,1538.0,8.0,,,,,0.0,,55.94,60.980000000000004,51.08,9999.0,,50.0,70.0,,,0.0,,72.0,116.0,,,1.0,9999.0,9999.0,,9999.0,,,9999.0,,,,1.0,,,1.0,,,,,,,
2000,6,7,,,,,,,,,,0.0,,,,,0.0,,,,32.0,-99.0,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,-99.0,,,-99.0,,,,,,,0.0,,,,,,,
2000,6,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,99.0,99.0,,99.0,,,99.0,,,,,,,,,,,,,,
2000,6,9,,,,,,,22.0,1614.0,1705.0,0.0,,,,,0.0,,60.08,73.94,44.96,-9999.0,,40.0,50.0,,,0.0,,58.0,94.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,,-9999.0,,,-9999.0,,,,,,,
2000,6,10,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,-9.0,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,-9.0,,,-9.0,,,,-9.0,,,,,,,,,,
2000,6,11,,,,,,,42.0,718.0,718.0,,,,,,0.0,,64.04,78.08,48.92,999.0,,210.0,210.0,,,0.0,,107.0,125.0,,,999.0,999.0,999.0,,999.0,,,999.0,,,,999.0,,,1.0,,,,,,,
2000,6,12,,,,,,,,,,0.0,,,,,0.0,,,,,-999.0,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,-999.0,,,-999.0,,,,-999.0,,,,,,,,,,
2000,6,14,,,,,,,50.0,1638.0,1553.0,0.0,,,,,0.0,,77.0,87.08000000000001,66.92,9999.0,,200.0,220.0,,,0.0,,94.0,116.0,,,9999.0,9999.0,9999.0,,9999.0,,,9999.0,,,,9999.0,,,9999.0,,,,,,,
2000,6,15,,,,,,,,,,0.0,,,,,0.0,,,,,-99.0,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,-99.0,,,-99.0,,,,-99.0,,,-99.0,,,,,,,
2000,6,16,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,99.0,99.0,,99.0,,,99.0,,,,99.0,,,99.0,,,,,,,
2000,6,17,,,,,,,40.0,1746.0,2226.0,89.0,,,,,0.0,,69.98,82.94,55.94,-9999.0,,40.0,40.0,,,0.0,,80.0,103.0,,,1.0,-9999.0,1.0,,-9999.0,,,-9999.0,,,,1.0,,,1.0,,,,,,,
2000,6,18,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,-9.0,,,,,,0.0,,,,,,0.0,-9.0,,,-9.0,,,-9.0,,,,,,,0.0,,,,,,,
2000,6,19,,,,,,,37.0,447.0,225.0,122.0,,,,,0.0,,57.02,60.08,53.06,999.0,,30.0,40.0,,,0.0,,67.0,103.0,,,1.0,999.0,999.0,,999.0,,,999.0,,,,1.0,,,1.0,,,,,,,
2000,6,20,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,-999.0,,,-999.0,,,,,,,0.0,,,,,,,
2000,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
2000,6,22,,,,,,,46.0,1616.0,1612.0,282.0,,,,,,,71.96,78.08,66.02,0.0,,220.0,240.0,,,0.0,,98.0,148.0,,,1.0,9999.0,1.0,,1.0,,,9999.0,,,,1.0,,,1.0,,,,,,,
2000,6,23,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,0.0,,,,,,,
2000,6,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,99.0,99.0,,99.0,,,99.0,,,,99.0,,,,,,,,,,
2000,6,25,,,,,,,54.0,147.0,55.0,10.0,,,,,0.0,,66.92,73.04,60.980000000000004,-9999.0,,210.0,210.0,,,0.0,,107.0,139.0,,,1.0,-9999.0,-9999.0,,-9999.0,,,-9999.0,,,,1.0,,,1.0,,,,,,,
2000,6,26,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,-9.0,-9.0,,-9.0,,,-9.0,,,,,,,0.0,,,,,,,
2000,6,27,,,,,,,38.0,246.0,103.0,,,,,,0.0,,60.08,64.04,55.94,999.0,,340.0,60.0,,,0.0,,67.0,107.0,,,999.0,999.0,999.0,,999.0,,,999.0,,,,999.0,,,1.0,,,,,,,
2000,6,28,,,,,,,,,,0.0,,,,,0.0,,,,,-999.0,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,-999.0,,,-999.0,,,,-999.0,,,0.0,,,,,,,
2000,6,30,,,,,,,29.0,1738.0,1609.0,0.0,,,,,0.0,,66.02,80.06,51.98,9999.0,,180.0,180.0,,,0.0,,72.0,89.0,,,9999.0,9999.0,9999.0,,9999.0,,,9999.0,,,,9999.0,,,9999.0,,,,,,,
2000,6,31,,,,,,,,,,0.0,,,,,0.0,,,,,-99.0,,,,,,0.0,,,,,,,-99.0,,,-99.0,,,-99.0,,,,,,,,,,,,,,
2000,7,1,,,,,,,34.0,1534.0,1227.0,0.0,,,,,0.0,0.0,71.06,80.96,60.980000000000004,-9999.0,,200.0,190.0,,,0.0,,72.0,103.0,,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,
2000,7,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,
2000,7,3,,,,,,,32.0,211.0,210.0,371.0,,,,,0.0,0.0,73.94,84.02,64.04,999.0,,350.0,330.0,,,0.0,,94.0,116.0,,,1.0,,1.0,,,,,1.0,,,,1.0,999.0,,1.0,,,,,,1.0,
2000,7,4,,,,,,,,,,,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,-999.0,,0.0,,,,,,,
2000,7,6,,,,,,,21.0,1925.0,1914.0,,,,,,0.0,0.0,69.98,78.98,60.980000000000004,9999.0,,40.0,50.0,,,0.0,,54.0,89.0,,,1.0,,9999.0,,,,,9999.0,,,,1.0,9999.0,,1.0,,,,,,9999.0,
2000,7,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,,,-99.0,,,,,-99.0,,,,,-99.0,,,,,,,,-99.0,
2000,7,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,,,,99.0,
2000,7,9,,,,,,,44.0,1708.0,1645.0,0.0,,,,,0.0,0.0,73.94,82.04,64.94,-9999.0,,40.0,40.0,,,0.0,,80.0,125.0,,,1.0,,-9999.0,,,,,1.0,,,,1.0,-9999.0,,-9999.0,,,,,,-9999.0,
2000,7,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,,-9.0,
2000,7,11,,,,,,,45.0,308.0,602.0,0.0,,,,,0.0,0.0,69.98,75.92,64.04,999.0,,90.0,90.0,,,0.0,,72.0,107.0,,,999.0,,999.0,,,,,999.0,,,,999.0,999.0,,999.0,,,,,,999.0,
2000,7,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,-999.0,,,,,,,,-999.0,
2000,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,9.0,,,,,,,,,,
2000,7,14,,,,,,,35.0,1001.0,1001.0,,,,,,0.0,0.0,80.96,89.06,71.96,9999.0,,260.0,260.0,,,0.0,,76.0,98.0,,,1.0,,9999.0,,,,,1.0,,,,1.0,9999.0,,1.0,,,,,,9999.0,
2000,7,15,,,,,,,,,,,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,-99.0,,0.0,,,,,,-99.0,
2000,7,16,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,,99.0,
2000,7,17,,,,,,,32.0,1547.0,1601.0,0.0,,,,,0.0,0.0,69.08,75.02,62.059999999999995,-9999.0,,50.0,50.0,,,0.0,,67.0,112.0,,,1.0,,-9999.0,,,,,-9999.0,,,,1.0,-9999.0,,-9999.0,,,,,,-9999.0,
2000,7,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,,-9.0,,,,,-9.0,,,,,-9.0,,-9.0,,,,,,-9.0,
2000,7,19,,,,,,,33.0,38.0,36.0,0.0,,,,,0.0,0.0,71.96,80.06,64.04,999.0,,120.0,120.0,,,0.0,,76.0,98.0,,,999.0,,999.0,,,,,999.0,,,,999.0,999.0,,999.0,,,,,,999.0,
2000,7,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,-999.0,,-999.0,,,,,,-999.0,
2000,7,21,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
2000,7,22,,,,,,,41.0,1333.0,1019.0,,,,,,0.0,0.0,77.0,87.98,66.02,0.0,,330.0,10.0,,,0.0,,98.0,130.0,,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,9999.0,,1.0,,,,,,9999.0,
2000,7,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,-99.0,,-99.0,,,,,-99.0,,,,-99.0,-99.0,,,,,,,,-99.0,
2000,7,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,,,,99.0,
2000,7,25,,,,,,,24.0,1146.0,1508.0,0.0,,,,,0.0,0.0,73.04,84.02,62.059999999999995,-9999.0,,320.0,30.0,,,0.0,,67.0,80.0,,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,-9999.0,,-9999.0,,,,,,-9999.0,
2000,7,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,-9.0,,-9.0,,,,,,-9.0,
2000,7,27,,,,,,,36.0,412.0,411.0,0.0,,,,,0.0,0.0,77.0,87.98,64.94,999.0,,290.0,290.0,,,0.0,,72.0,107.0,,,999.0,,999.0,,,,,999.0,,,,999.0,999.0,,999.0,,,,,,999.0,
2000,7,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,-999.0,,-999.0,,,,,-999.0,,,,-999.0,-999.0,,,,,,,,-999.0,
2000,7,30,,,,,,,33.0,722.0,1147.0,,,,,,0.0,0.0,62.959999999999994,69.08,55.94,9999.0,,20.0,60.0,,,0.0,,72.0,107.0,,,9999.0,,9999.0,,,,,9999.0,,,,9999.0,9999.0,,1.0,,,,,,9999.0,
2000,7,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,-99.0,,-99.0,,,,,-99.0,,,,-99.0,-99.0,,0.0,,,,,,-99.0,
2000,8,1,,,,,,,30.0,2236.0,2235.0,13.0,,,,,0.0,0.0,73.04,82.94,62.059999999999995,-9999.0,,240.0,230.0,,,0.0,,63.0,89.0,,,1.0,-9999.0,1.0,,,,,-9999.0,,,-9999.0,1.0,,,1.0,,,,,,,
2000,8,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,0.0,-9.0,0.0,,,,,,,,-9.0,,,,0.0,,,,,,,
2000,8,3,,,,,,,50.0,554.0,125.0,38.0,,,,,0.0,0.0,75.92,87.08000000000001,64.94,999.0,,20.0,30.0,,,0.0,,103.0,134.0,,,1.0,999.0,1.0,,,,,1.0,,,999.0,1.0,,,1.0,,,,,,,
2000,8,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,,,
2000,8,6,,,,,,,21.0,1308.0,1148.0,0.0,,,,,0.0,0.0,66.92,80.06,53.96,9999.0,,90.0,60.0,,,0.0,,54.0,98.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,9999.0,9999.0,,,9999.0,,,,,,,
2000,8,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,,-99.0,,,,,,-99.0,,,-99.0,,,,,,,,,,,
2000,8,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,99.0,,,,,,99.0,,,99.0,,,,,,,,,,,
2000,8,9,,,,,,,38.0,1635.0,1635.0,282.0,,,,,0.0,0.0,78.08,87.98,68.0,-9999.0,,240.0,250.0,,,0.0,,183.0,264.0,,,1.0,-9999.0,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,
2000,8,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,
2000,8,11,,,,,,,36.0,426.0,347.0,0.0,,,,,0.0,0.0,75.92,84.91999999999999,66.02,999.0,,260.0,280.0,,,0.0,,76.0,98.0,,,999.0,999.0,999.0,,,,,999.0,,,999.0,999.0,,,999.0,,,,,,,
2000,8,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,-999.0,-999.0,,,,,,,,,,
2000,8,13,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,,,,,,,
2000,8,14,,,,,,,35.0,1237.0,1813.0,0.0,,,,,0.0,0.0,78.98,87.98,69.08,0.0,,320.0,50.0,,,0.0,,76.0,103.0,,,1.0,9999.0,9999.0,,,,,9999.0,,,9999.0,1.0,,,9999.0,,,,,,,
2000,8,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,,,,,,,-99.0,,,,-99.0,,,,,,,
2000,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,99.0,,,,99.0,,,,,,,
2000,8,17,,,,,,,40.0,1451.0,1309.0,0.0,,,,,0.0,0.0,71.06,80.06,62.059999999999995,-9999.0,,30.0,50.0,,,0.0,,80.0,139.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,-9999.0,-9999.0,,,-9999.0,,,,,,,
2000,8,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,-9.0,-9.0,,,-9.0,,,,,,,
2000,8,19,,,,,,,18.0,651.0,901.0,0.0,,,,,0.0,0.0,71.06,82.94,59.0,999.0,,140.0,90.0,,,0.0,,58.0,76.0,,,999.0,999.0,999.0,,,,,999.0,,,999.0,999.0,,,999.0,,,,,,,
2000,8,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,-999.0,-999.0,,,,,,,,,,
2000,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,,,,,,,
2000,8,22,,,,,,,32.0,1557.0,1140.0,0.0,,,,,0.0,0.0,75.92,86.0,64.94,9999.0,,160.0,180.0,,,0.0,,58.0,76.0,,,1.0,9999.0,9999.0,,,,,9999.0,,,9999.0,1.0,,,9999.0,,,,,,,
2000,8,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,0.0,-99.0,-99.0,,,,,,,,-99.0,,,,-99.0,,,,,,,
2000,8,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,99.0,99.0,,,,,,,,99.0,,,,99.0,,,,,,,
2000,8,25,,,,,,,42.0,2307.0,1152.0,0.0,,,,,0.0,0.0,69.98,77.0,62.059999999999995,-9999.0,,90.0,50.0,,,0.0,,67.0,107.0,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,-9999.0,-9999.0,,,-9999.0,,,,,,,
2000,8,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,-9.0,,,,,,-9.0,,,-9.0,,,,,,,,,,,
2000,8,27,,,,,,,44.0,417.0,517.0,188.0,,,,,0.0,0.0,68.0,75.02,60.08,999.0,,340.0,70.0,,,0.0,,98.0,116.0,,,1.0,999.0,1.0,,,,,999.0,,,999.0,1.0,,,1.0,,,,,,,
2000,8,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,0.0,-999.0,,,,,,-999.0,,,-999.0,,,,0.0,,,,,,,
2000,8,30,,,,,,,30.0,1732.0,1638.0,0.0,,,,,0.0,0.0,64.04,71.06,57.02,9999.0,,100.0,70.0,,,0.0,,67.0,116.0,,,9999.0,9999.0,9999.0,,,,,9999.0,,,9999.0,9999.0,,,9999.0,,,,,,,
2000,8,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,-99.0,-99.0,,,-99.0,,,,,,,
2000,9,1,,,,,,,26.0,2008.0,2056.0,0.0,,,,,0.0,0.0,80.06,93.02,66.92,-9999.0,,40.0,50.0,,,0.0,,80.0,103.0,,,1.0,,-9999.0,,,,,1.0,,,,1.0,-9999.0,,-9999.0,,,,,,,
2000,9,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,0.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,,,
2000,9,3,,,,,,,34.0,726.0,727.0,0.0,,,,,0.0,0.0,78.98,91.03999999999999,66.92,999.0,,60.0,70.0,,,0.0,,89.0,134.0,,,1.0,,999.0,,,,,999.0,,,,1.0,999.0,,999.0,,,,,,,
2000,9,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,,,-999.0,,,,,-999.0,,,,,-999.0,,,,,,,,,
2000,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,,,,,,,
2000,9,6,,,,,,,63.0,1212.0,1212.0,,,,,,0.0,0.0,66.02,69.98,60.980000000000004,9999.0,,40.0,40.0,,,0.0,,98.0,125.0,,,1.0,,9999.0,,,,,9999.0,,,,1.0,9999.0,,1.0,,,,,,,
2000,9,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,,,-99.0,,,,,-99.0,,,,,-99.0,,,,,,,,,
2000,9,8,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,,,,,
2000,9,9,,,,,,,36.0,905.0,857.0,0.0,,,,,0.0,0.0,60.980000000000004,75.02,46.94,-9999.0,,90.0,90.0,,,0.0,,72.0,103.0,,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,-9999.0,,-9999.0,,,,,,,
2000,9,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,,,-9.0,,,,,-9.0,,,,,-9.0,,-9.0,,,,,,,
2000,9,11,,,,,,,44.0,259.0,259.0,0.0,,,,,0.0,0.0,73.94,87.98,59.0,999.0,,220.0,220.0,,,0.0,,94.0,112.0,,,1.0,,999.0,,,,,999.0,,,,1.0,999.0,,999.0,,,,,,,
2000,9,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,-999.0,,,,,,,,,
2000,9,14,,,,,,,42.0,1526.0,1441.0,0.0,,,,,0.0,0.0,75.92,84.91999999999999,66.92,9999.0,,190.0,170.0,,,0.0,,80.0,103.0,,,1.0,,9999.0,,,,,1.0,,,,1.0,9999.0,,9999.0,,,,,,,
2000,9,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-99.0,,,,,,0.0,,,,,,0.0,,-99.0,,,,,,,,,,-99.0,,,,,,,,,
2000,9,16,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,99.0,,,,,,,,,
2000,9,17,,,,,,,51.0,2052.0,2049.0,602.0,,,,,0.0,0.0,75.02,87.08000000000001,62.959999999999994,-9999.0,,320.0,310.0,,,0.0,,125.0,165.0,,,1.0,,1.0,,,,,1.0,,,,1.0,-9999.0,,1.0,,,,,,,
2000,9,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,-9.0,,0.0,,,,,,,
2000,9,19,,,,,,,40.0,700.0,338.0,18.0,,,,,0.0,0.0,62.959999999999994,71.96,53.06,999.0,,330.0,50.0,,,0.0,,94.0,112.0,,,1.0,,1.0,,,,,999.0,,,,1.0,999.0,,1.0,,,,,,,
2000,9,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,-999.0,,,,,,0.0,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,
2000,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,9.0,,,9.0,,,,,,,
2000,9,22,,,,,,,46.0,1357.0,1747.0,64.0,,,,,0.0,0.0,64.94,73.04,55.94,9999.0,,320.0,340.0,,,0.0,,107.0,130.0,,,1.0,,1.0,,,,,9999.0,,,,1.0,9999.0,,1.0,,,,,,,
2000,9,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,-99.0,,,,,,0.0,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,,,
2000,9,24,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,99.0,,,,,99.0,,,,99.0,99.0,,99.0,,,,,,,
2000,9,25,,,,,,,29.0,1218.0,1428.0,0.0,,,,,0.0,0.0,55.94,66.92,44.06,-9999.0,,290.0,280.0,,,0.0,,58.0,76.0,,,-9999.0,,-9999.0,,,,,-9999.0,,,,-9999.0,-9999.0,,-9999.0,,,,,,,
2000,9,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,-9.0,,,,,,0.0,,,,,,-9.0,,-9.0,,,,,-9.0,,,,-9.0,-9.0,,-9.0,,,,,,,
2000,9,27,,,,,,,37.0,813.0,812.0,0.0,,,,,0.0,0.0,68.0,80.06,55.04,999.0,,260.0,240.0,,,0.0,,80.0,112.0,,,999.0,,999.0,,,,,999.0,,,,999.0,999.0,,999.0,,,,,,,
