YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGB,FRGT,FRTH,GAHT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
1967,2,22,70.0,100.0,,,,,,,,,,,1418.0,5.0,18.0,,,,8.0,279.0,,,30.02,-11.019999999999996,,114.0,,,,,,973.0,,,,41.0,27.0,1.0,,,9999.0,,,,1.0,9999.0,,,,,9999.0,,1.0,,,,
1967,2,23,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,-99.0,,,,,,
1967,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,99.0,,,,,99.0,,99.0,,,,
1967,2,25,50.0,60.0,,,,,,,,,,,1348.0,23.0,64.0,,,,0.0,254.0,,,48.92,10.04,,408.0,,,,225.0,270.0,986.0,,,,242.0,183.0,1.0,,,-9999.0,,,,-9999.0,-9999.0,,,,,1.0,,1.0,,,,
1967,2,26,,,,,,,,,,,,,,0.0,,,,,,0.0,,,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,-9.0,,,,,,,,,,,
1967,2,27,60.0,70.0,,,,,,,,,,,18.0,0.0,84.0,,,,0.0,203.0,,,21.92,57.92,,534.0,,,,,,965.0,,,,77.0,49.0,999.0,,,999.0,,,,999.0,999.0,,,,,999.0,,999.0,,,,
1967,2,28,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,-999.0,,,,-999.0,-999.0,,,,,-999.0,,-999.0,,,,
1967,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
1967,2,30,40.0,60.0,,,,,,,,,,,1012.0,,73.0,,,,,203.0,,,19.939999999999998,-2.9200000000000017,,474.0,,,,,,953.0,,,,57.0,40.0,9999.0,,,9999.0,,,,9999.0,9999.0,,,,,9999.0,,1.0,,,,
1967,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,-99.0,,,,,-99.0,,,,,,
1967,3,1,40.0,70.0,,,,,,,,,,,1506.0,0.0,82.0,,,,0.0,686.0,,,28.04,1.9400000000000048,,552.0,,,,315.0,315.0,1519.0,,,,164.0,121.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1967,3,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,-9.0,,-9.0,-9.0,,,,,-9.0,,,,,,
1967,3,3,80.0,100.0,,,,,,,,,,,524.0,,49.0,,,,,660.0,,,28.94,73.04,,330.0,,,,,,511.0,,,,103.0,67.0,999.0,999.0,999.0,999.0,,999.0,,999.0,999.0,,,,,999.0,,1.0,,,,
1967,3,4,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,-999.0,,-999.0,-999.0,,,,,,,,,,,
1967,3,6,40.0,40.0,,,,,,,,,,,1154.0,0.0,97.0,,,,0.0,635.0,,,37.04,10.04,,666.0,,,,,,1488.0,,,,103.0,80.0,1.0,9999.0,9999.0,9999.0,,9999.0,,9999.0,9999.0,,,,,9999.0,,9999.0,,,,
1967,3,7,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,-99.0,,-99.0,-99.0,,,,,-99.0,,,,,,
1967,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,99.0,,99.0,99.0,,,,,99.0,,,,,,
1967,3,9,100.0,100.0,,,,,,,,,,,1130.0,25.0,0.0,,,,18.0,737.0,,,33.08,24.08,,0.0,,,,315.0,315.0,1588.0,,,,57.0,45.0,1.0,-9999.0,-9999.0,1.0,,1.0,,-9999.0,-9999.0,,,,,1.0,,1.0,,,,
1967,3,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,-9.0,,,,,,,,,,,
1967,3,11,80.0,100.0,,,,,,,,,,,230.0,213.0,0.0,,,,216.0,787.0,,,32.0,15.979999999999997,,0.0,,,,,,676.0,,,,113.0,63.0,1.0,999.0,999.0,1.0,,999.0,,999.0,999.0,,,,,999.0,,1.0,,,,
1967,3,12,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,-999.0,,-999.0,-999.0,,,,,-999.0,,,,,,
1967,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,9.0,,,,,,,,9.0,,,,
1967,3,14,60.0,80.0,,,,,,,,,,,1430.0,10.0,20.0,,,,28.0,813.0,,,32.0,6.979999999999997,,144.0,,,,,,1803.0,,,,51.0,40.0,1.0,1.0,9999.0,9999.0,,9999.0,,1.0,9999.0,,,,,9999.0,,1.0,,,,
1967,3,15,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,,-99.0,,,,,-99.0,,,,,,
1967,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,99.0,,,,,99.0,,99.0,,,,
1967,3,17,50.0,30.0,,,,,,,,,,,2018.0,0.0,89.0,,,,0.0,686.0,,,53.06,30.02,,624.0,,,,360.0,360.0,1753.0,,,,118.0,80.0,1.0,-9999.0,-9999.0,-9999.0,,-9999.0,,1.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1967,3,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,-9.0,,-9.0,,,-9.0,,,,,-9.0,,-9.0,,,,
1967,3,19,10.0,20.0,,,,,,,,,,,30.0,0.0,100.0,,,,0.0,610.0,,,39.02,24.08,,708.0,,,,,,666.0,,,,98.0,76.0,999.0,999.0,999.0,999.0,,999.0,,999.0,999.0,,,,,999.0,,999.0,,,,
1967,3,20,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,-999.0,,-999.0,-999.0,,,,,,,,,,,
1967,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,
1967,3,22,100.0,100.0,,,,,,,,,,,2330.0,51.0,4.0,,,,0.0,559.0,,,39.02,33.08,,30.0,,,,,,1524.0,,,,82.0,54.0,1.0,1.0,1.0,9999.0,,9999.0,,9999.0,9999.0,,,,,1.0,,9999.0,,,,
1967,3,23,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,-99.0,,,,,,,,,,,
1967,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,99.0,,99.0,99.0,,,,,99.0,,,,,,
1967,3,25,70.0,100.0,,,,,,,,,,,454.0,48.0,32.0,,,,48.0,584.0,,,32.0,8.059999999999999,,228.0,,,,360.0,315.0,1613.0,,,,123.0,80.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,1.0,,,,,-9999.0,,1.0,,,,
1967,3,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,-9.0,,-9.0,,,,,,-9.0,,,,,,
1967,3,27,60.0,100.0,,,,,,,,,,,230.0,0.0,87.0,,,,0.0,584.0,,,19.04,66.92,,624.0,,,,,,600.0,,,,103.0,72.0,999.0,999.0,999.0,999.0,,999.0,,999.0,999.0,,,,,999.0,,999.0,,,,
1967,3,28,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,-999.0,,-999.0,,-999.0,-999.0,,,,,-999.0,,-999.0,,,,
1967,3,30,10.0,20.0,,,,,,,,,,,1618.0,0.0,100.0,,,,0.0,559.0,,,24.08,-9.940000000000005,,726.0,,,,,,1524.0,,,,87.0,63.0,9999.0,9999.0,9999.0,9999.0,,9999.0,,9999.0,9999.0,,,,,9999.0,,9999.0,,,,
1967,3,31,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,,-99.0,,-99.0,-99.0,,,,,-99.0,,-99.0,,,,
1967,4,1,60.0,50.0,,,,,,,,,,,1348.0,0.0,75.0,,,,0.0,254.0,,,46.04,28.04,,576.0,,,,180.0,135.0,953.0,,,,51.0,40.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,,,,
1967,4,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,-9.0,,,,
1967,4,3,70.0,40.0,,,,,,,,,,,0.0,,83.0,,,,0.0,229.0,,,69.98,39.02,,642.0,,,,,,876.0,,,,77.0,54.0,999.0,999.0,999.0,999.0,,999.0,,999.0,,,,,,1.0,,999.0,,,,
1967,4,4,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,-999.0,,,,,,,,,,-999.0,,,,
1967,4,6,10.0,0.0,,,,,,,,,,,154.0,0.0,98.0,,,,0.0,51.0,,,42.08,24.98,,756.0,,,,,,343.0,,,,123.0,85.0,9999.0,9999.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,9999.0,,9999.0,,,,
1967,4,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,,-99.0,,-99.0,,,,,,-99.0,,,,,,
1967,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,99.0,99.0,,99.0,,99.0,,,,,,99.0,,,,,,
1967,4,9,90.0,100.0,,,,,,,,,,,1018.0,104.0,0.0,,,,102.0,0.0,,,39.92,32.0,,0.0,,,,45.0,45.0,-9999.0,,,,93.0,58.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,1.0,,,,
1967,4,10,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1967,4,11,100.0,100.0,,,,,,,,,,,24.0,76.0,0.0,,,,69.0,102.0,,,35.06,28.94,,0.0,,,,,,102.0,,,,123.0,85.0,1.0,999.0,999.0,1.0,,1.0,,999.0,,,,,,1.0,,1.0,,,,
1967,4,12,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1967,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
1967,4,14,40.0,20.0,,,,,,,,,,,2300.0,3.0,90.0,,,,0.0,76.0,,,46.94,24.08,,708.0,,,,,,102.0,,,,113.0,76.0,9999.0,9999.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,1.0,,9999.0,,,,
1967,4,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,-99.0,,,,
1967,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,99.0,,99.0,,99.0,,,,,,,,99.0,,,,
1967,4,17,0.0,0.0,,,,,,,,,,,818.0,0.0,100.0,,,,0.0,0.0,,,39.02,26.060000000000002,,792.0,,,,315.0,315.0,-9999.0,,,,190.0,134.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,,,,
1967,4,18,,,,,,,,,,,,,,0.0,,,,,0.0,,,,32.0,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,-9.0,-9.0,,-9.0,,-9.0,,,,,,-9.0,,-9.0,,,,
1967,4,19,10.0,20.0,,,,,,,,,,,148.0,0.0,92.0,,,,0.0,0.0,,,44.06,21.92,,732.0,,,,,,999.0,,,,144.0,112.0,999.0,999.0,999.0,999.0,,999.0,,999.0,,,,,,999.0,,999.0,,,,
1967,4,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,-999.0,-999.0,,-999.0,,-999.0,,,,,,-999.0,,-999.0,,,,
1967,4,22,80.0,90.0,,,,,,,,,,,1506.0,0.0,89.0,,,,0.0,0.0,,,66.92,30.02,,714.0,,,,,,9999.0,,,,87.0,67.0,9999.0,9999.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,9999.0,,9999.0,,,,
1967,4,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,-99.0,,,,,,,-99.0,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,-99.0,,,,
1967,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,99.0,,99.0,,99.0,,,,,,,,99.0,,,,
1967,4,25,100.0,100.0,,,,,,,,,,,1042.0,76.0,0.0,,,,69.0,51.0,,,35.96,33.98,,0.0,,,,90.0,90.0,53.0,,,,87.0,63.0,1.0,-9999.0,-9999.0,1.0,,-9999.0,,-9999.0,,,,,,1.0,,1.0,,,,
1967,4,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,-9.0,,-9.0,,,,,,,,,,,,
1967,4,27,100.0,100.0,,,,,,,,,,,312.0,46.0,0.0,,,,0.0,25.0,,,41.0,33.98,,0.0,,,,,,999.0,,,,77.0,54.0,1.0,999.0,999.0,999.0,,999.0,,999.0,,,,,,1.0,,999.0,,,,
1967,4,28,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,,,,,
1967,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
1967,4,30,80.0,100.0,,,,,,,,,,,700.0,79.0,12.0,,,,13.0,102.0,,,48.92,35.06,,102.0,,,,,,203.0,,,,139.0,85.0,1.0,9999.0,9999.0,1.0,,9999.0,,9999.0,,,,,,1.0,,1.0,,,,
1967,4,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,,-99.0,,-99.0,,,,,,,,,,,,
1967,5,1,0.0,10.0,,,,,,,,,,,1236.0,0.0,100.0,,,,0.0,0.0,,,62.059999999999995,30.92,,852.0,,,,135.0,90.0,,,,,72.0,58.0,-9999.0,-9999.0,,-9999.0,,,,1.0,,,,,,-9999.0,,-9999.0,,,,
1967,5,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,
1967,5,3,80.0,90.0,,,,,,,,,,,112.0,18.0,29.0,,,,0.0,0.0,,,57.02,35.06,,252.0,,,,,,,,,,82.0,58.0,1.0,1.0,,999.0,,,,999.0,,,,,,1.0,,999.0,,,,
1967,5,4,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,-999.0,,,,
1967,5,6,50.0,70.0,,,,,,,,,,,1730.0,0.0,88.0,,,,0.0,0.0,,,57.02,30.92,,756.0,,,,,,,,,,123.0,85.0,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,9999.0,,9999.0,,,,
1967,5,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,,,-99.0,,,,,,,,-99.0,,,,
1967,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,,99.0,,,,,,,,99.0,,,,
1967,5,9,50.0,60.0,,,,,,,,,,,1654.0,0.0,56.0,,,,0.0,0.0,,,53.06,30.92,,480.0,,,,180.0,180.0,,,,,93.0,72.0,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,-9999.0,,-9999.0,,,,
1967,5,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,5,11,70.0,80.0,,,,,,,,,,,112.0,236.0,33.0,,,,3.0,0.0,,,50.0,28.04,,282.0,,,,,,,,,,190.0,125.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,
1967,5,12,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,5,14,100.0,100.0,,,,,,,,,,,1142.0,33.0,0.0,,,,0.0,0.0,,,46.94,41.0,,0.0,,,,,,,,,,72.0,45.0,1.0,9999.0,,9999.0,,,,9999.0,,,,,,1.0,,9999.0,,,,
1967,5,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,-99.0,,,,,,,,-99.0,,,,
1967,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,99.0,,,,,,,,99.0,,,,
1967,5,17,90.0,100.0,,,,,,,,,,,1400.0,157.0,56.0,,,,0.0,0.0,,,55.94,30.92,,492.0,,,,180.0,180.0,,,,,113.0,80.0,1.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,1.0,,-9999.0,,,,
1967,5,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,-9.0,,,,,,,,-9.0,,,,
1967,5,19,60.0,70.0,,,,,,,,,,,406.0,86.0,58.0,,,,0.0,0.0,,,53.96,37.04,,510.0,,,,,,,,,,195.0,165.0,1.0,999.0,,999.0,,,,999.0,,,,,,1.0,,999.0,,,,
1967,5,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,-999.0,,,,,,,,-999.0,,,,
1967,5,22,30.0,10.0,,,,,,,,,,,1112.0,0.0,100.0,,,,0.0,0.0,,,60.980000000000004,32.0,,882.0,,,,,,,,,,123.0,80.0,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,9999.0,,9999.0,,,,
1967,5,23,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,,,
1967,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,99.0,,,,
1967,5,25,50.0,50.0,,,,,,,,,,,1112.0,0.0,71.0,,,,0.0,0.0,,,55.94,37.04,,630.0,,,,315.0,315.0,,,,,149.0,107.0,1.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,-9999.0,,-9999.0,,,,
1967,5,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,-9.0,,,,,,-9.0,,-9.0,,,,
1967,5,27,20.0,30.0,,,,,,,,,,,136.0,0.0,85.0,,,,0.0,0.0,,,71.06,35.06,,756.0,,,,,,,,,,170.0,116.0,999.0,999.0,,999.0,,,,999.0,,,,,,999.0,,999.0,,,,
1967,5,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,,,-999.0,,,,,,,,-999.0,,,,
1967,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,
1967,5,30,100.0,90.0,,,,,,,,,,,1818.0,23.0,39.0,,,,0.0,0.0,,,64.04,44.06,,348.0,,,,,,,,,,149.0,112.0,1.0,9999.0,,9999.0,,,,1.0,,,,,,1.0,,9999.0,,,,
1967,5,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,,,
1967,6,1,50.0,50.0,,,,,,,,,,,1118.0,0.0,72.0,,,,0.0,0.0,,,78.08,35.96,,660.0,,,,270.0,270.0,,,,,113.0,76.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1967,6,2,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1967,6,3,50.0,40.0,,,,,,,,,,,348.0,,78.0,,,,0.0,0.0,,,78.08,48.92,,708.0,,,,,,,,,,139.0,89.0,999.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1967,6,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1967,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
1967,6,6,40.0,50.0,,,,,,,,,,,1306.0,0.0,91.0,,,,0.0,0.0,,,78.08,48.92,,834.0,,,,,,,,,,123.0,89.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1967,6,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,-99.0,,,,,,
1967,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,99.0,,,,,,
1967,6,9,70.0,90.0,,,,,,,,,,,1412.0,0.0,44.0,,,,0.0,0.0,,,73.04,50.0,,408.0,,,,180.0,180.0,,,,,98.0,72.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1967,6,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,-9.0,,,,,,
1967,6,11,60.0,50.0,,,,,,,,,,,442.0,0.0,82.0,,,,0.0,0.0,,,77.0,53.06,,756.0,,,,,,,,,,139.0,94.0,1.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1967,6,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1967,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
1967,6,14,80.0,80.0,,,,,,,,,,,1330.0,20.0,41.0,,,,0.0,0.0,,,73.94,50.0,,378.0,,,,,,,,,,77.0,54.0,9999.0,9999.0,9999.0,,,,,1.0,,,,,,1.0,,,,,,
1967,6,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,
1967,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,99.0,,,,,,
1967,6,17,60.0,60.0,,,,,,,,,,,1306.0,0.0,60.0,,,,0.0,0.0,,,80.06,57.92,,558.0,,,,180.0,180.0,,,,,62.0,45.0,1.0,-9999.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1967,6,18,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,0.0,,,,,,,,,,,,,,,,,
1967,6,19,90.0,80.0,,,,,,,,,,,454.0,,47.0,,,,0.0,0.0,,,75.02,51.98,,438.0,,,,,,,,,,113.0,80.0,1.0,999.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1967,6,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,
1967,6,22,100.0,100.0,,,,,,,,,,,1406.0,0.0,6.0,,,,0.0,0.0,,,64.94,48.92,,54.0,,,,,,,,,,108.0,76.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1967,6,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,,
1967,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,,,,,
1967,6,25,60.0,50.0,,,,,,,,,,,1348.0,0.0,58.0,,,,0.0,0.0,,,91.94,60.980000000000004,,534.0,,,,225.0,270.0,,,,,123.0,85.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1967,6,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,
1967,6,27,90.0,80.0,,,,,,,,,,,430.0,36.0,6.0,,,,0.0,0.0,,,86.0,66.92,,60.0,,,,,,,,,,123.0,76.0,999.0,999.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1967,6,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,
1967,6,30,100.0,100.0,,,,,,,,,,,1354.0,0.0,22.0,,,,0.0,0.0,,,68.0,53.96,,204.0,,,,,,,,,,139.0,85.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1967,6,31,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,
1967,7,1,90.0,90.0,,,,,,,,,,,1600.0,0.0,55.0,,,,0.0,0.0,,,73.94,51.98,,510.0,,,,180.0,180.0,,,,,93.0,72.0,1.0,-9999.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1967,7,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,
1967,7,3,80.0,70.0,,,,,,,,,,,542.0,10.0,61.0,,,,0.0,0.0,,,75.92,59.0,,558.0,,,,,,,,,,129.0,85.0,1.0,1.0,999.0,,,,,1.0,,,,,,1.0,,,,,,
1967,7,4,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,
1967,7,6,50.0,30.0,,,,,,,,,,,1312.0,0.0,78.0,,,,0.0,0.0,,,77.0,55.04,,720.0,,,,,,,,,,77.0,58.0,1.0,1.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
