YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGB,FRGT,FRTH,GAHT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
1981,7,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,,,,
1981,7,6,100.0,100.0,,,,,,,,,,,1312.0,3.0,0.0,,,,0.0,0.0,,,80.96,64.94,,0.0,,,,,,,,,,77.0,54.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,7,7,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,,,,,,
1981,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,,,,,,
1981,7,9,60.0,60.0,,,,,,,,,,,1148.0,46.0,33.0,,,,0.0,0.0,,,86.0,66.02,,300.0,,,,315.0,315.0,,,,,77.0,58.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1981,7,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,,,,,,
1981,7,11,70.0,80.0,,,,,,,,,,,236.0,0.0,71.0,,,,0.0,0.0,,,87.98,64.94,,654.0,,,,,,,,,,113.0,89.0,1.0,999.0,999.0,,,,,1.0,,,,,,999.0,,,,,,
1981,7,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,-999.0,,,,,,
1981,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,9.0,,,,,,9.0,,,,,,
1981,7,14,80.0,70.0,,,,,,,,,,,0.0,28.0,73.0,,,,0.0,0.0,,,80.06,68.0,,666.0,,,,,,,,,,82.0,58.0,1.0,9999.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1981,7,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,
1981,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,99.0,,,,,,
1981,7,17,10.0,10.0,,,,,,,,,,,1312.0,0.0,98.0,,,,0.0,0.0,,,87.08000000000001,62.059999999999995,,900.0,,,,315.0,360.0,,,,,129.0,80.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1981,7,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,
1981,7,19,60.0,60.0,,,,,,,,,,,24.0,10.0,74.0,,,,0.0,0.0,,,84.02,57.92,,678.0,,,,,,,,,,82.0,67.0,999.0,999.0,1.0,,,,,999.0,,,,,,1.0,,,,,,
1981,7,20,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,-999.0,,,,,,,,,,,,
1981,7,22,80.0,80.0,,,,,,,,,,,1300.0,107.0,23.0,,,,0.0,0.0,,,75.92,59.0,,210.0,,,,,,,,,,108.0,76.0,1.0,9999.0,1.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,7,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,
1981,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,99.0,,,,,,
1981,7,25,40.0,50.0,,,,,,,,,,,1148.0,0.0,91.0,,,,0.0,0.0,,,82.94,53.06,,828.0,,,,315.0,315.0,,,,,93.0,72.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1981,7,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1981,7,27,40.0,40.0,,,,,,,,,,,342.0,0.0,78.0,,,,0.0,0.0,,,82.04,55.94,,708.0,,,,,,,,,,72.0,49.0,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1981,7,28,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,
1981,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
1981,7,30,100.0,100.0,,,,,,,,,,,1130.0,,9.0,,,,0.0,0.0,,,69.08,59.0,,78.0,,,,,,,,,,57.0,45.0,1.0,1.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,7,31,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,
1981,8,1,10.0,10.0,,,,,,,,,,,1548.0,0.0,100.0,,,,0.0,0.0,,,84.91999999999999,57.92,,876.0,,,,225.0,225.0,,,,,93.0,72.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1981,8,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1981,8,3,40.0,50.0,,,,,,,,,,,54.0,0.0,84.0,,,,0.0,0.0,,,86.0,57.92,,732.0,,,,,,,,,,77.0,63.0,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1981,8,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,-999.0,,,,,,
1981,8,6,70.0,60.0,,,,,,,,,,,1330.0,0.0,71.0,,,,0.0,0.0,,,80.96,64.94,,612.0,,,,,,,,,,51.0,40.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1981,8,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,
1981,8,9,100.0,100.0,,,,,,,,,,,1548.0,3.0,3.0,,,,0.0,0.0,,,73.94,64.94,,30.0,,,,360.0,315.0,,,,,72.0,49.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1981,8,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1981,8,11,100.0,100.0,,,,,,,,,,,224.0,0.0,7.0,,,,0.0,0.0,,,73.04,62.959999999999994,,60.0,,,,,,,,,,51.0,45.0,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1981,8,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1981,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,9.0,,,,,,
1981,8,14,100.0,100.0,,,,,,,,,,,2354.0,152.0,0.0,,,,0.0,0.0,,,66.92,62.059999999999995,,0.0,,,,,,,,,,51.0,49.0,1.0,1.0,1.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,8,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1981,8,17,100.0,90.0,,,,,,,,,,,1536.0,0.0,52.0,,,,0.0,0.0,,,78.08,64.04,,438.0,,,,225.0,180.0,,,,,82.0,63.0,1.0,1.0,-9999.0,,,,,1.0,,,,,,1.0,,,,,,
1981,8,18,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,
1981,8,19,90.0,90.0,,,,,,,,,,,630.0,,39.0,,,,0.0,0.0,,,84.02,64.94,,330.0,,,,,,,,,,77.0,67.0,1.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1981,8,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1981,8,22,50.0,60.0,,,,,,,,,,,1554.0,0.0,99.0,,,,0.0,0.0,,,73.04,48.92,,834.0,,,,,,,,,,87.0,76.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1981,8,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,,,,,,
1981,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,,,,,,
1981,8,25,80.0,80.0,,,,,,,,,,,200.0,122.0,45.0,,,,0.0,0.0,,,82.94,60.980000000000004,,378.0,,,,180.0,180.0,,,,,154.0,112.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1981,8,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1981,8,27,70.0,80.0,,,,,,,,,,,536.0,,34.0,,,,0.0,0.0,,,69.98,53.96,,282.0,,,,,,,,,,149.0,103.0,999.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1981,8,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1981,8,30,10.0,10.0,,,,,,,,,,,1154.0,0.0,98.0,,,,0.0,0.0,,,75.92,48.92,,816.0,,,,,,,,,,72.0,54.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1981,8,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,-99.0,,,,,,
1981,9,1,90.0,90.0,,,,,,,,,,,1300.0,0.0,25.0,,,,0.0,0.0,,,69.08,57.92,,198.0,,,,90.0,90.0,,,,,62.0,45.0,1.0,1.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1981,9,2,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,,,,,,,
1981,9,3,100.0,100.0,,,,,,,,,,,42.0,,0.0,,,,0.0,0.0,,,62.959999999999994,57.92,,0.0,,,,,,,,,,82.0,58.0,1.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1981,9,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1981,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
1981,9,6,50.0,40.0,,,,,,,,,,,1036.0,0.0,59.0,,,,0.0,0.0,,,69.08,53.96,,462.0,,,,,,,,,,77.0,49.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1981,9,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,,
1981,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,,
1981,9,9,60.0,80.0,,,,,,,,,,,636.0,0.0,58.0,,,,0.0,0.0,,,71.06,53.06,,456.0,,,,360.0,45.0,,,,,93.0,63.0,1.0,1.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1981,9,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1981,9,11,30.0,30.0,,,,,,,,,,,618.0,0.0,99.0,,,,0.0,0.0,,,73.04,51.08,,768.0,,,,,,,,,,72.0,58.0,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1981,9,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,,,,,
1981,9,14,40.0,20.0,,,,,,,,,,,236.0,175.0,93.0,,,,0.0,0.0,,,71.06,46.94,,714.0,,,,,,,,,,195.0,143.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,9,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,
1981,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1981,9,17,90.0,90.0,,,,,,,,,,,730.0,0.0,10.0,,,,0.0,0.0,,,69.98,55.04,,78.0,,,,360.0,180.0,,,,,57.0,45.0,1.0,1.0,-9999.0,,,,,1.0,,,,,,1.0,,,,,,
1981,9,18,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,
1981,9,19,90.0,90.0,,,,,,,,,,,18.0,0.0,30.0,,,,0.0,0.0,,,68.0,53.06,,228.0,,,,,,,,,,67.0,49.0,1.0,1.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1981,9,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1981,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,
1981,9,22,80.0,90.0,,,,,,,,,,,1454.0,0.0,42.0,,,,0.0,0.0,,,80.96,53.96,,318.0,,,,,,,,,,108.0,72.0,1.0,9999.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1981,9,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,-99.0,,,,,,
1981,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,99.0,,,,,,
1981,9,25,90.0,100.0,,,,,,,,,,,1242.0,28.0,4.0,,,,0.0,0.0,,,62.959999999999994,53.06,,30.0,,,,45.0,45.0,,,,,51.0,36.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1981,9,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1981,9,27,50.0,40.0,,,,,,,,,,,542.0,3.0,84.0,,,,0.0,0.0,,,68.0,51.08,,630.0,,,,,,,,,,72.0,54.0,999.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1981,9,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,
1981,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,,,
1981,9,30,90.0,100.0,,,,,,,,,,,1506.0,145.0,0.0,,,,0.0,0.0,,,57.92,51.08,,0.0,,,,,,,,,,108.0,80.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1981,9,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,
1981,10,1,80.0,100.0,,,,,,,,,,,1206.0,10.0,64.0,,,,0.0,0.0,,,55.94,39.02,,450.0,,,,180.0,180.0,,,,,82.0,67.0,1.0,-9999.0,,,,,,-9999.0,,,,,,1.0,,,,,,
1981,10,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,
1981,10,3,100.0,100.0,,,,,,,,,,,854.0,43.0,0.0,,,,0.0,0.0,,,53.96,44.06,,0.0,,,,,,,,,,87.0,54.0,1.0,999.0,,,,,,999.0,,,,,,1.0,,,,,,
1981,10,4,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,
1981,10,6,40.0,40.0,,,,,,,,,,,1248.0,0.0,88.0,,,,0.0,0.0,,,59.0,41.0,,612.0,,,,,,,,,,134.0,103.0,9999.0,9999.0,,,,,,9999.0,,,,,,9999.0,,,,,,
1981,10,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,-99.0,,,,,,
1981,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,99.0,,,,,,
1981,10,9,80.0,100.0,,,,,,,,,,,2106.0,140.0,33.0,,,,0.0,0.0,,,59.0,35.06,,234.0,,,,135.0,180.0,,,,,67.0,49.0,1.0,-9999.0,,,,,,-9999.0,,,,,,1.0,,,,,,
1981,10,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,
1981,10,11,80.0,70.0,,,,,,,,,,,42.0,,54.0,,,,0.0,0.0,,,59.0,42.980000000000004,,372.0,,,,,,,,,,134.0,94.0,1.0,999.0,,,,,,999.0,,,,,,1.0,,,,,,
1981,10,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,
1981,10,14,70.0,70.0,,,,,,,,,,,2036.0,0.0,37.0,,,,0.0,0.0,,,53.96,42.08,,252.0,,,,,,,,,,118.0,89.0,9999.0,9999.0,,,,,,9999.0,,,,,,9999.0,,,,,,
1981,10,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,-99.0,,,,,,
1981,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,99.0,,,,,,
1981,10,17,70.0,60.0,,,,,,,,,,,1224.0,0.0,53.0,,,,0.0,0.0,,,48.92,33.08,,360.0,,,,360.0,360.0,,,,,113.0,76.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,,
1981,10,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,-9.0,,,,,,
1981,10,19,20.0,10.0,,,,,,,,,,,912.0,0.0,98.0,,,,0.0,0.0,,,53.06,33.08,,660.0,,,,,,,,,,87.0,49.0,999.0,999.0,,,,,,999.0,,,,,,999.0,,,,,,
1981,10,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,-999.0,,,,,,
1981,10,22,0.0,10.0,,,,,,,,,,,1430.0,0.0,100.0,,,,0.0,0.0,,,62.959999999999994,30.92,,666.0,,,,,,,,,,67.0,54.0,9999.0,9999.0,,,,,,9999.0,,,,,,9999.0,,,,,,
1981,10,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,-99.0,,,,,,
1981,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,99.0,,,,,,
1981,10,25,100.0,100.0,,,,,,,,,,,1930.0,0.0,0.0,,,,0.0,0.0,,,57.02,46.94,,0.0,,,,315.0,315.0,,,,,144.0,103.0,1.0,-9999.0,,,,,,1.0,,,,,,-9999.0,,,,,,
1981,10,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,
1981,10,27,0.0,0.0,,,,,,,,,,,848.0,0.0,100.0,,,,0.0,0.0,,,60.08,33.98,,660.0,,,,,,,,,,118.0,89.0,999.0,999.0,,,,,,999.0,,,,,,999.0,,,,,,
1981,10,28,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,
1981,10,30,50.0,30.0,,,,,,,,,,,1342.0,20.0,75.0,,,,0.0,0.0,,,57.02,39.92,,492.0,,,,,,,,,,144.0,98.0,1.0,9999.0,,,,,,9999.0,,,,,,1.0,,,,,,
1981,10,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,
1981,11,1,50.0,90.0,,,,,,,,,,,1100.0,0.0,30.0,,,,0.0,0.0,,,53.06,30.02,,180.0,,,,225.0,225.0,,,,,98.0,72.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,-9999.0,,-9999.0,,,,
1981,11,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,-9.0,,-9.0,,,,
1981,11,3,10.0,0.0,,,,,,,,,,,0.0,0.0,100.0,,,,0.0,0.0,,,66.02,32.0,,612.0,,,,,,,,,,134.0,98.0,1.0,999.0,,999.0,,999.0,,,,,,,,999.0,,999.0,,,,
1981,11,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,-999.0,,-999.0,,,,
1981,11,6,80.0,80.0,,,,,,,,,,,1200.0,0.0,97.0,,,,0.0,0.0,,,55.94,33.08,,594.0,,,,,,,,,,87.0,63.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,9999.0,,9999.0,,,,
1981,11,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,-99.0,,-99.0,,,,
1981,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,99.0,,99.0,,,,
1981,11,9,60.0,80.0,,,,,,,,,,,1236.0,104.0,12.0,,,,0.0,0.0,,,57.92,42.08,,72.0,,,,180.0,180.0,,,,,118.0,85.0,1.0,1.0,,-9999.0,,-9999.0,,,,,,,,1.0,,-9999.0,,,,
1981,11,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,
1981,11,11,80.0,100.0,,,,,,,,,,,154.0,99.0,0.0,,,,0.0,0.0,,,44.96,35.96,,0.0,,,,,,,,,,51.0,36.0,1.0,999.0,,999.0,,999.0,,,,,,,,1.0,,999.0,,,,
1981,11,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,
1981,11,14,70.0,100.0,,,,,,,,,,,1554.0,0.0,57.0,,,,0.0,0.0,,,59.0,30.92,,342.0,,,,,,,,,,139.0,89.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,9999.0,,9999.0,,,,
1981,11,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,-99.0,,-99.0,,,,
1981,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,99.0,,99.0,,,,
1981,11,17,70.0,90.0,,,,,,,,,,,1418.0,15.0,17.0,,,,0.0,0.0,,,48.02,35.06,,102.0,,,,225.0,225.0,,,,,67.0,45.0,1.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,1.0,,-9999.0,,,,
1981,11,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,
1981,11,19,0.0,0.0,,,,,,,,,,,224.0,0.0,100.0,,,,0.0,0.0,,,37.94,24.98,,588.0,,,,,,,,,,123.0,94.0,999.0,999.0,,999.0,,999.0,,,,,,,,999.0,,999.0,,,,
1981,11,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,-999.0,,-999.0,,,,
1981,11,22,70.0,70.0,,,,,,,,,,,2330.0,0.0,96.0,,,,0.0,0.0,,,48.92,28.04,,564.0,,,,,,,,,,93.0,58.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,9999.0,,9999.0,,,,
1981,11,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,
1981,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,,,
1981,11,25,100.0,100.0,,,,,,,,,,,136.0,84.0,0.0,,,,0.0,0.0,,,46.04,42.980000000000004,,0.0,,,,360.0,360.0,,,,,139.0,85.0,1.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,1.0,,-9999.0,,,,
1981,11,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,
1981,11,27,100.0,100.0,,,,,,,,,,,230.0,51.0,0.0,,,,0.0,0.0,,,48.02,41.0,,0.0,,,,,,,,,,77.0,54.0,1.0,999.0,,999.0,,999.0,,,,,,,,1.0,,999.0,,,,
1981,11,28,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,
1981,11,30,90.0,80.0,,,,,,,,,,,1012.0,,35.0,,,,0.0,0.0,,,48.02,37.94,,204.0,,,,,,,,,,82.0,49.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,1.0,,9999.0,,,,
1981,11,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,
