YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV07,WV20
1974,8,19,100.0,100.0,,,,,,,,,36.0,0.0,56.0,,,,0.0,0.0,,60.980000000000004,44.96,,546.0,300.0,,,,,,54.0,,,72.0,,999.0,999.0,,,,,,,,,,,,,999.0,,,,,,,,,
1974,8,20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,-999.0,,,,,,,,,
1974,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,
1974,8,22,40.0,40.0,,,,,,,,,1500.0,0.0,68.0,,,,0.0,0.0,,62.959999999999994,48.02,,654.0,280.0,,,,,,45.0,,,77.0,,1.0,1.0,,,,,,,,,,,,,9999.0,,,,,,,,,
1974,8,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,
1974,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,99.0,,,,,,,,,
1974,8,25,30.0,30.0,,,,,,,,,2118.0,0.0,57.0,,,,0.0,0.0,,69.98,46.94,,540.0,220.0,,,180.0,,,63.0,,,82.0,,-9999.0,-9999.0,,,,,,,,,,,,,-9999.0,,,,,,,,,
1974,8,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,,-9.0,,,,,,,,,
1974,8,27,40.0,40.0,,,,,,,,,318.0,0.0,65.0,,,,0.0,0.0,,69.98,53.96,,612.0,240.0,,,,,,45.0,,,72.0,,999.0,999.0,,,,,,,,,,,,,999.0,,,,,,,,,
1974,8,28,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,-999.0,,,,,,,,,
1974,8,30,60.0,70.0,,,,,,,,,1442.0,0.0,67.0,,,,0.0,0.0,,71.06,46.94,,624.0,30.0,,,,,,63.0,,,103.0,,9999.0,9999.0,,,,,,,,,,,,,9999.0,,,,,,,,,
1974,8,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,-99.0,,,,,,,,,
1974,9,1,90.0,80.0,,,,,,,,,106.0,25.0,40.0,,,,0.0,0.0,,57.92,50.0,,342.0,240.0,,,225.0,,,45.0,,,62.0,,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,,,,,
1974,9,3,70.0,80.0,,,,,,,,,412.0,0.0,60.0,,,,0.0,0.0,,60.08,46.94,,510.0,300.0,,,,,,45.0,,,62.0,,999.0,,999.0,,,,,,,,,,,,999.0,,,,,,,,,
1974,9,4,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,,,,,,,,,,
1974,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
1974,9,6,30.0,20.0,,,,,,,,,2148.0,0.0,73.0,,,,0.0,0.0,,69.98,46.04,,612.0,170.0,,,,,,72.0,,,98.0,,1.0,,9999.0,,,,,,,,,,,,9999.0,,,,,,,,,
1974,9,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,,,
1974,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,99.0,,,,,,,,,
1974,9,9,10.0,10.0,,,,,,,,,1530.0,0.0,85.0,,,,0.0,0.0,,66.92,42.08,,702.0,140.0,,,135.0,,,54.0,,,103.0,,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,,,
1974,9,10,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,-9.0,,,,,,,,,
1974,9,11,80.0,90.0,,,,,,,,,454.0,0.0,72.0,,,,0.0,0.0,,62.059999999999995,39.92,,594.0,180.0,,,,,,40.0,,,72.0,,999.0,,999.0,,,,,,,,,,,,999.0,,,,,,,,,
1974,9,12,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,-999.0,,,,,,,,,
1974,9,14,20.0,20.0,,,,,,,,,2224.0,0.0,82.0,,,,0.0,0.0,,62.959999999999994,35.06,,672.0,160.0,,,,,,67.0,,,134.0,,9999.0,,9999.0,,,,,,,,,,,,9999.0,,,,,,,,,
1974,9,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,,,,,
1974,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,
1974,9,17,90.0,90.0,,,,,,,,,1506.0,8.0,47.0,,,,0.0,0.0,,64.94,48.02,,372.0,170.0,,,180.0,,,112.0,,,164.0,,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,,,,,
1974,9,19,100.0,100.0,,,,,,,,,724.0,13.0,30.0,,,,0.0,0.0,,60.08,51.98,,240.0,160.0,,,,,,80.0,,,154.0,,999.0,,999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,20,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,,,,,,,,,,
1974,9,22,100.0,100.0,,,,,,,,,1006.0,15.0,15.0,,,,0.0,0.0,,55.04,46.94,,114.0,300.0,,,,,,40.0,,,72.0,,9999.0,,9999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,,,,,
1974,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,
1974,9,25,80.0,80.0,,,,,,,,,1948.0,0.0,32.0,,,,0.0,0.0,,55.04,39.02,,252.0,180.0,,,180.0,,,40.0,,,77.0,,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,26,,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,,,,,
1974,9,27,90.0,90.0,,,,,,,,,824.0,10.0,50.0,,,,0.0,0.0,,53.96,41.0,,384.0,160.0,,,,,,76.0,,,118.0,,999.0,,999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,28,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,,,,,,,,,,
1974,9,30,100.0,100.0,,,,,,,,,1248.0,28.0,1.0,,,,0.0,0.0,,48.92,42.980000000000004,,54.0,20.0,,,,,,63.0,,,77.0,,9999.0,,9999.0,,,,,,,,,,,,1.0,,,,,,,,,
1974,9,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,,,,,
1974,10,1,40.0,50.0,,,,,,,,,1254.0,0.0,38.0,,,,0.0,0.0,,35.96,30.02,,258.0,340.0,,,360.0,,-9999.0,161.0,,,236.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1974,10,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,,,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,,,
1974,10,3,10.0,0.0,,,,,,,,,348.0,0.0,100.0,,,,0.0,0.0,,35.96,24.98,,684.0,10.0,,,,,999.0,98.0,,,144.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1974,10,4,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,-999.0,,-999.0,,,,,,,
1974,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,9.0,,,,,,,
1974,10,6,100.0,100.0,,,,,,,,,724.0,89.0,0.0,,,,71.0,25.0,,33.08,26.96,,0.0,20.0,,,,,9999.0,63.0,,,87.0,,1.0,9999.0,,,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,10,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,1.0,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,,,
1974,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,,,,,,,,99.0,,,,,,,
1974,10,9,100.0,100.0,,,,,,,,,1530.0,30.0,0.0,,,,0.0,0.0,,39.02,35.06,,0.0,40.0,,,45.0,,-9999.0,40.0,,,77.0,,1.0,-9999.0,,,,-9999.0,,,,,,,,,1.0,,-9999.0,,,,,,,
1974,10,10,,,,,,,,,,,,0.0,,,,,0.0,,,32.0,32.0,,,,,,,,-9.0,,,,,,,-9.0,,,,-9.0,,,,,,,,,,,-9.0,,,,,,,
1974,10,11,100.0,100.0,,,,,,,,,336.0,53.0,0.0,,,,0.0,0.0,,41.0,35.06,,0.0,190.0,,,,,999.0,63.0,,,108.0,,999.0,999.0,,,,999.0,,,,,,,,,1.0,,999.0,,,,,,,
1974,10,12,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,,,,,,,,,,
1974,10,14,90.0,90.0,,,,,,,,,1954.0,,44.0,,,,0.0,0.0,,37.04,28.04,,282.0,150.0,,,,,9999.0,36.0,,,41.0,,9999.0,9999.0,,,,9999.0,,,,,,,,,1.0,,9999.0,,,,,,,
1974,10,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,-99.0,,,,,,-99.0,-99.0,,,,-99.0,,,,,,,,,,,-99.0,,,,,,,
1974,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,10,17,50.0,90.0,,,,,,,,,412.0,0.0,37.0,,,,0.0,0.0,,37.04,26.96,,234.0,40.0,,,360.0,,-9999.0,76.0,,,103.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1974,10,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,,,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,,,
1974,10,19,60.0,60.0,,,,,,,,,330.0,0.0,56.0,,,,0.0,0.0,,39.92,24.98,,348.0,310.0,,,,,999.0,67.0,,,77.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1974,10,20,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,,,-999.0,,,,,,,
1974,10,22,90.0,100.0,,,,,,,,,612.0,94.0,29.0,,,,0.0,0.0,,46.04,35.06,,174.0,200.0,,,,,9999.0,89.0,,,113.0,,9999.0,9999.0,,,,9999.0,,,,,,,,,1.0,,9999.0,,,,,,,
1974,10,23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,-99.0,,,,,,,-99.0,,,,-99.0,,,,,,,,,,,-99.0,,,,,,,
1974,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,10,25,100.0,100.0,,,,,,,,,1330.0,8.0,0.0,,,,0.0,0.0,,41.0,33.08,,0.0,40.0,,,45.0,,-9999.0,54.0,,,77.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,1.0,,-9999.0,,,,,,,
1974,10,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,,,
1974,10,27,100.0,100.0,,,,,,,,,330.0,46.0,18.0,,,,0.0,0.0,,41.0,35.06,,108.0,170.0,,,,,999.0,36.0,,,103.0,,1.0,1.0,,,,999.0,,,,,,,,,1.0,,999.0,,,,,,,
1974,10,28,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,
1974,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
1974,10,30,100.0,100.0,,,,,,,,,36.0,,47.0,,,,,25.0,,30.92,28.04,,276.0,230.0,,,,,9999.0,45.0,,,57.0,,1.0,9999.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,
1974,10,31,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,,,
1974,11,1,100.0,90.0,,,,,,,,,1600.0,33.0,12.0,,,,0.0,0.0,,42.980000000000004,33.98,,60.0,210.0,,,180.0,,-9999.0,76.0,,,149.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,1.0,,-9999.0,,,,,,,
1974,11,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,,,,-9.0,,,,,,,
1974,11,3,100.0,100.0,,,,,,,,,36.0,10.0,0.0,,,,0.0,0.0,,39.02,32.0,,0.0,360.0,,,,,999.0,54.0,,,93.0,,999.0,999.0,,999.0,,999.0,,,,,,,,,1.0,,999.0,,,,,,,
1974,11,4,,,,,,,,,,,,,,,,,,0.0,,,32.0,,,,,,,,-999.0,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,,,,,,,,,
1974,11,6,50.0,60.0,,,,,,,,,1130.0,0.0,69.0,,,,0.0,0.0,,35.96,26.060000000000002,,342.0,20.0,,,,,9999.0,63.0,,,98.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,9999.0,,9999.0,,,,,,,
1974,11,7,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,-99.0,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,-99.0,,-99.0,,,,,,,
1974,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,11,9,100.0,100.0,,,,,,,,,354.0,0.0,0.0,,,,0.0,0.0,,33.08,26.060000000000002,,0.0,50.0,,,45.0,,-9999.0,63.0,,,67.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,-9999.0,,1.0,,,,,,,
1974,11,10,,,,,,,,,,,,,,,,,,0.0,,32.0,32.0,,,,,,,,-9.0,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1974,11,11,100.0,100.0,,,,,,,,,500.0,0.0,17.0,,,,0.0,0.0,,32.0,26.060000000000002,,84.0,20.0,,,,,999.0,31.0,,,98.0,,999.0,999.0,,999.0,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1974,11,12,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,-999.0,,-999.0,,,,,,,
1974,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1974,11,14,100.0,100.0,,,,,,,,,1054.0,41.0,0.0,,,,74.0,0.0,,30.92,17.06,,0.0,20.0,,,,,9999.0,80.0,,,123.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,11,15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,-99.0,,,,,,,,,
1974,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,11,17,100.0,100.0,,,,,,,,,1036.0,5.0,0.0,,,,0.0,76.0,,19.939999999999998,15.079999999999998,,0.0,20.0,,,360.0,,51.0,45.0,,,72.0,,1.0,-9999.0,,-9999.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,
1974,11,18,,,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,,,,
1974,11,19,60.0,70.0,,,,,,,,,800.0,41.0,40.0,,,,,25.0,,39.02,19.939999999999998,,180.0,170.0,,,,,999.0,94.0,,,154.0,,999.0,999.0,,999.0,,999.0,,,,,,,,,1.0,,1.0,,,,,,,
1974,11,20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,,,,,,,,,,
1974,11,22,100.0,100.0,,,,,,,,,24.0,33.0,0.0,,,,43.0,,,39.02,30.92,,0.0,320.0,,,,,9999.0,89.0,,,154.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,1.0,,1.0,,,,,,,
1974,11,23,,,,,,,,,,,,0.0,,,,,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,,,,,,,,,,
1974,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,,,,,,,,,,
1974,11,25,20.0,40.0,,,,,,,,,1724.0,0.0,100.0,,,,0.0,127.0,,17.96,5.0,,432.0,20.0,,,360.0,,76.0,45.0,,,72.0,,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1974,11,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1974,11,27,10.0,0.0,,,,,,,,,918.0,,100.0,,,,,127.0,,53.96,71.06,,426.0,90.0,,,,,76.0,31.0,,,51.0,,1.0,1.0,,1.0,,999.0,,,,,,,,,999.0,,1.0,,,,,,,
1974,11,28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1974,11,30,80.0,40.0,,,,,,,,,624.0,,71.0,,,,,127.0,,10.940000000000001,-5.079999999999998,,294.0,90.0,,,,,76.0,22.0,,,41.0,,1.0,9999.0,,9999.0,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,11,31,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,-99.0,,,,,,,,,
1974,12,1,100.0,100.0,,,,,,,,,354.0,102.0,0.0,,,,152.0,51.0,,33.98,21.92,,0.0,180.0,,,180.0,,51.0,45.0,,,51.0,,-9999.0,-9999.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,
1974,12,2,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,,,,,,,,,,,,,,,
1974,12,3,100.0,100.0,,,,,,,,,400.0,53.0,0.0,,,,109.0,254.0,,23.0,19.04,,0.0,30.0,,,,,152.0,40.0,,,51.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,1.0,,,,,,,
1974,12,4,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1974,12,6,100.0,100.0,,,,,,,,,1506.0,10.0,0.0,,,,13.0,305.0,,21.92,12.920000000000002,,0.0,10.0,,,,,203.0,54.0,,,67.0,,9999.0,9999.0,,,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,12,7,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,-99.0,,,,,,,,,-99.0,,,,,,,,,
1974,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,12,9,100.0,100.0,,,,,,,,,530.0,0.0,0.0,,,,0.0,203.0,,30.92,23.0,,0.0,50.0,,,45.0,,203.0,36.0,,,62.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1974,12,10,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1974,12,11,90.0,100.0,,,,,,,,,830.0,8.0,0.0,,,,10.0,178.0,,30.02,21.02,,0.0,360.0,,,,,203.0,67.0,,,93.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,1.0,,,,,,,
1974,12,12,,,,,,,,,,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1974,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1974,12,14,100.0,100.0,,,,,,,,,1830.0,5.0,0.0,,,,5.0,178.0,,30.02,19.939999999999998,,0.0,60.0,,,,,203.0,27.0,,,41.0,,1.0,1.0,,,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,12,15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,-99.0,,,,,,,,,
1974,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1974,12,17,100.0,100.0,,,,,,,,,948.0,3.0,0.0,,,,5.0,178.0,,30.02,21.02,,0.0,40.0,,,45.0,,178.0,40.0,,,77.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,1.0,,,,,,,
1974,12,18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1974,12,19,80.0,100.0,,,,,,,,,130.0,0.0,19.0,,,,0.0,178.0,,26.060000000000002,15.079999999999998,,66.0,320.0,,,,,152.0,31.0,,,36.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1974,12,20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1974,12,22,100.0,100.0,,,,,,,,,1154.0,41.0,0.0,,,,69.0,178.0,,28.04,21.92,,0.0,80.0,,,,,152.0,31.0,,,46.0,,9999.0,9999.0,,,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,12,23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,-99.0,,,,,,,,,
1974,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,,,99.0,,,,,,,,,
1974,12,25,100.0,100.0,,,,,,,,,1730.0,23.0,0.0,,,,43.0,254.0,,21.02,8.96,,0.0,20.0,,,45.0,,203.0,36.0,,,46.0,,1.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,1.0,,,,,,,
1974,12,26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1974,12,27,90.0,100.0,,,,,,,,,824.0,0.0,0.0,,,,0.0,229.0,,19.04,55.94,,0.0,10.0,,,,,203.0,67.0,,,93.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1974,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1974,12,30,100.0,100.0,,,,,,,,,1230.0,33.0,0.0,,,,51.0,254.0,,21.92,19.04,,0.0,30.0,,,,,229.0,31.0,,,51.0,,1.0,9999.0,,,,9999.0,,,,,,,,,9999.0,,1.0,,,,,,,
1974,12,31,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,,,
1975,1,1,60.0,80.0,,,,,,,,,118.0,0.0,0.0,,,,0.0,406.0,,6.080000000000002,-7.059999999999995,,0.0,200.0,,,180.0,,432.0,89.0,,,129.0,,1.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,1.0,,,,,,,
1975,1,2,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,-9.0,,,,,,,,,
1975,1,3,0.0,0.0,,,,,,,,,754.0,0.0,63.0,,,,0.0,406.0,,64.94,84.91999999999999,,216.0,40.0,,,,,432.0,54.0,,,93.0,,999.0,999.0,,,,999.0,,,,,,,,,999.0,,999.0,,,,,,,
1975,1,4,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,,,
1975,1,6,0.0,10.0,,,,,,,,,1206.0,0.0,69.0,,,,0.0,356.0,,-14.079999999999998,-31.0,,240.0,190.0,,,,,432.0,22.0,,,41.0,,1.0,9999.0,,,,9999.0,,,,,,,,,9999.0,,9999.0,,,,,,,
1975,1,7,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,-99.0,,-99.0,,,,,,,
1975,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,99.0,,,,,,,,,99.0,,99.0,,,,,,,
1975,1,9,0.0,0.0,,,,,,,,,1136.0,0.0,72.0,,,,0.0,305.0,,3.0199999999999996,-20.919999999999995,,252.0,360.0,,,360.0,,356.0,80.0,,,118.0,,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,-9999.0,,-9999.0,,,,,,,
