YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SNOW,SNWD,SX02,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV07,WV20
1959,12,11,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,69.08,30.92,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,,,999.0,,999.0,,,,,,,
1959,12,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,-999.0,,-999.0,,,,,,,
1959,12,14,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,57.92,28.04,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1959,12,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,,,,,,
1959,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,,,,,,
1959,12,17,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,59.0,39.02,,,,,,,,,,,,,1.0,,-9999.0,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
1959,12,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,-9.0,,,,,,,
1959,12,19,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,64.04,32.0,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,,,999.0,,999.0,,,,,,,
1959,12,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,,,,-999.0,,,,,,,
1959,12,22,,,,,,,,,,,,,,,,,0.0,0.0,,,,53.06,44.96,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,,,1.0,,9999.0,,,,,,,
1959,12,23,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,,,,,,
1959,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,99.0,,,,,,,
1959,12,25,,,,,,,,,,,94.0,,,,,,0.0,0.0,,,,53.06,46.04,,,,,,,,,,,,,1.0,,-9999.0,,,,,,,,,,,,1.0,,-9999.0,,,,,,,
1959,12,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,,,,,,,,,,,,,,-9.0,,,,,,,
1959,12,27,,,,,,,,,,,427.0,,,,,,0.0,0.0,,,,53.06,42.980000000000004,,,,,,,,,,,,,1.0,,999.0,,,,,,,,,,,,1.0,,999.0,,,,,,,
1959,12,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,-999.0,,,,,,,
1959,12,30,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,51.98,26.060000000000002,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,,,9999.0,,9999.0,,,,,,,
1959,12,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,-99.0,,,,,,,
1960,1,1,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,42.08,35.06,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,-9999.0,,,,-9999.0,,1.0,,-9999.0,,,,,,,
1960,1,2,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,,,,,,-9.0,,,,-9.0,,,,,,,,,,,
1960,1,3,,,,,,,,,,,,,,,,,,0.0,,,,41.0,28.94,,,,,,,999.0,,,,,,999.0,,999.0,,,,,,999.0,,,,999.0,,999.0,,1.0,,,,,,,
1960,1,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,,,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,,
1960,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,
1960,1,6,,,,,,,,,,,,,,,,,0.0,0.0,,,,37.04,28.04,,,,,,,9999.0,,,,,,9999.0,,9999.0,,,,,,9999.0,,,,1.0,,1.0,,9999.0,,,,,,,
1960,1,7,,,,,,,,,,,,,,,,,,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,,
1960,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,99.0,,,,,,,,,,,
1960,1,9,,,,,,,,,,,10.0,,,,,,10.0,127.0,,,,33.98,21.02,,,,,,,137.0,,,,,,1.0,,-9999.0,,,,,,-9999.0,,,,-9999.0,,-9999.0,,1.0,,,,,,,
1960,1,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,,,,,,-9.0,,,,-9.0,,-9.0,,,,,,,,,
1960,1,11,,,,,,,,,,,0.0,,,,,,0.0,76.0,,,,33.08,19.04,,,,,,,76.0,,,,,,1.0,,999.0,,,,,,999.0,,,,999.0,,999.0,,999.0,,,,,,,
1960,1,12,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,-999.0,,,,,,-999.0,,,,-999.0,,-999.0,,-999.0,,,,,,,
1960,1,14,,,,,,,,,,,0.0,,,,,,0.0,,,,,62.959999999999994,35.96,,,,,,,9999.0,,,,,,1.0,,9999.0,,,,,,9999.0,,,,9999.0,,9999.0,,9999.0,,,,,,,
1960,1,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,-99.0,,,,,,,,-99.0,,,,,,-99.0,,,,-99.0,,-99.0,,-99.0,,,,,,,
1960,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,99.0,,,,,,99.0,,,,99.0,,99.0,,99.0,,,,,,,
1960,1,17,,,,,,,,,,,5.0,,,,,,0.0,0.0,,,,64.04,44.96,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,-9999.0,,,,-9999.0,,1.0,,-9999.0,,,,,,,
1960,1,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,,,,,,-9.0,,,,-9.0,,,,-9.0,,,,,,,
1960,1,19,,,,,,,,,,,107.0,,,,,,0.0,0.0,,,,69.08,51.08,,,,,,,999.0,,,,,,999.0,,999.0,,,,,,999.0,,,,999.0,,1.0,,999.0,,,,,,,
1960,1,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,,,,,,-999.0,,,,-999.0,,,,-999.0,,,,,,,
1960,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1960,1,22,,,,,,,,,,,48.0,,,,,,0.0,0.0,,,,55.94,30.92,,,,,,,9999.0,,,,,,9999.0,,1.0,,,,,,9999.0,,,,9999.0,,1.0,,9999.0,,,,,,,
1960,1,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,-99.0,,,,-99.0,,,,-99.0,,,,,,,
1960,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,99.0,,,,,,99.0,,,,99.0,,99.0,,99.0,,,,,,,
1960,1,25,,,,,,,,,,,56.0,,,,,,56.0,0.0,,,,33.98,24.98,,,,,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,-9999.0,,,,-9999.0,,-9999.0,,1.0,,,,,,,
1960,1,26,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,,,,,,-9.0,,,,-9.0,,-9.0,,,,,,,,,
1960,1,27,,,,,,,,,,,,,,,,,,51.0,,,,30.92,21.92,,,,,,,53.0,,,,,,1.0,,999.0,,,,,,999.0,,,,999.0,,999.0,,1.0,,,,,,,
1960,1,28,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,,,,,
1960,1,30,,,,,,,,,,,,,,,,,,,,,,24.98,14.0,,,,,,,9999.0,,,,,,9999.0,,9999.0,,,,,,9999.0,,,,9999.0,,9999.0,,1.0,,,,,,,
1960,1,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,,-99.0,,,,,,-99.0,,,,-99.0,,-99.0,,,,,,,,,
1960,2,1,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,57.92,35.06,,,,,,,-9999.0,,,,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,,1.0,,-9999.0,,,,,,,
1960,2,2,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,-9.0,,,,-9.0,,,,,,,
1960,2,3,,,,,,,,,,,,,,,,,0.0,0.0,,,,60.08,37.94,,,,,,,999.0,,,,,,1.0,,,999.0,999.0,999.0,999.0,999.0,999.0,,,,999.0,,1.0,,999.0,,,,,,,
1960,2,4,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,0.0,,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,-999.0,,,,-999.0,,,,,,,
1960,2,6,,,,,,,,,,,64.0,,,,,,0.0,0.0,,,,44.96,32.0,,,,,,,9999.0,,,,,,1.0,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,,1.0,,9999.0,,,,,,,
1960,2,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-99.0,,,,,,0.0,,,-99.0,-99.0,-99.0,-99.0,,-99.0,,,,,,,,-99.0,,,,,,,
1960,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,99.0,99.0,99.0,99.0,,99.0,,,,,,,,99.0,,,,,,,
1960,2,9,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,57.02,30.02,,,,,,,-9999.0,,,,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,
1960,2,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,-9.0,,-9.0,,-9.0,,,,,,,
1960,2,11,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,53.96,30.02,,,,,,,999.0,,,,,,1.0,,,999.0,999.0,999.0,999.0,999.0,999.0,,,,999.0,,999.0,,999.0,,,,,,,
1960,2,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,,,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,-999.0,,-999.0,,-999.0,,,,,,,
1960,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
1960,2,14,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,73.04,42.980000000000004,,,,,,,9999.0,,,,,,9999.0,,,9999.0,9999.0,9999.0,1.0,9999.0,9999.0,,,,9999.0,,9999.0,,9999.0,,,,,,,
1960,2,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,,,-99.0,-99.0,-99.0,,-99.0,-99.0,,,,-99.0,,-99.0,,-99.0,,,,,,,
1960,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,,,,99.0,,99.0,,99.0,,,,,,,
1960,2,17,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,39.02,23.0,,,,,,,-9999.0,,,,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,
1960,2,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,-9.0,,-9.0,,-9.0,,,,,,,
1960,2,19,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,37.04,23.0,,,,,,,999.0,,,,,,999.0,,,999.0,999.0,999.0,999.0,999.0,999.0,,,,999.0,,999.0,,999.0,,,,,,,
1960,2,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,-999.0,,-999.0,,-999.0,,,,,,,
1960,2,22,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,42.980000000000004,23.0,,,,,,,9999.0,,,,,,9999.0,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,,9999.0,,9999.0,,,,,,,
1960,2,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,,,,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,-99.0,,-99.0,,,,,,,,,
1960,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,,,,99.0,,99.0,,,,,,,,,
1960,2,25,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,57.92,26.96,,,,,,,-9999.0,,,,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,
1960,2,26,,,,,,,,,,,0.0,,,,,,0.0,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,-9.0,,-9.0,,-9.0,,,,,,,
1960,2,27,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,39.92,30.02,,,,,,,999.0,,,,,,999.0,,,999.0,999.0,999.0,999.0,999.0,999.0,,,,999.0,,999.0,,999.0,,,,,,,
1960,2,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,-999.0,,-999.0,,-999.0,,,,,,,
1960,2,30,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,51.08,28.04,,,,,,,9999.0,,,,,,9999.0,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,,9999.0,,9999.0,,,,,,,
1960,2,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,,,,-99.0,,-99.0,-99.0,-99.0,-99.0,,,,-99.0,,,,,,,,,,,
1960,3,1,,,,,,,,,,,13.0,,,,,,13.0,51.0,,,,28.04,17.96,,,,,,,51.0,,,,,,1.0,,-9999.0,1.0,,1.0,,-9999.0,,,,,,,1.0,,1.0,,,,,,,
1960,3,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,0.0,,-9.0,,,,,-9.0,,,,,,,,,,,,,,,,
1960,3,3,,,,,,,,,,,66.0,,,,,,69.0,76.0,,,,26.96,53.06,,,,,,,94.0,,,,,,1.0,,999.0,999.0,,1.0,,999.0,,,,,,,1.0,,1.0,,,,,,,
1960,3,4,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,-999.0,,,,,,,,,,,,,,,,
1960,3,6,,,,,,,,,,,0.0,,,,,,0.0,102.0,,,,17.96,8.059999999999999,,,,,,,102.0,,,,,,9999.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,9999.0,,9999.0,,,,,,,
1960,3,7,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,-99.0,,-99.0,,,,,,,
1960,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,99.0,,99.0,,99.0,,,,,,,99.0,,99.0,,,,,,,
1960,3,9,,,,,,,,,,,5.0,,,,,,0.0,76.0,,,,33.98,21.02,,,,,,,86.0,,,,,,1.0,,-9999.0,-9999.0,,1.0,,-9999.0,,,,,,,1.0,,1.0,,,,,,,
1960,3,10,,,,,,,,,,,0.0,,,,,,,0.0,,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,-9.0,,0.0,,-9.0,,,,,,,,,,,,,,,,
1960,3,11,,,,,,,,,,,,,,,,,0.0,51.0,,,,35.06,26.060000000000002,,,,,,,79.0,,,,,,1.0,,999.0,999.0,,1.0,,999.0,,,,,,,1.0,,999.0,,,,,,,
1960,3,12,,,,,,,,,,,,,,,,,0.0,,,,,,32.0,,,,,,,,,,,,,0.0,,-999.0,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,
1960,3,14,,,,,,,,,,,0.0,,,,,,0.0,,,,,57.02,32.0,,,,,,,9999.0,,,,,,1.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,9999.0,,9999.0,,,,,,,
1960,3,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-99.0,,,,,,0.0,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,-99.0,,,,,,,
1960,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,99.0,,,,,,,
1960,3,17,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,44.96,28.04,,,,,,,-9999.0,,,,,,1.0,,-9999.0,-9999.0,,-9999.0,,1.0,,,,,,,-9999.0,,-9999.0,,,,,,,
1960,3,18,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,-9.0,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,,,
1960,3,19,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,48.92,24.08,,,,,,,999.0,,,,,,999.0,,999.0,999.0,,999.0,,999.0,,,,,,,999.0,,999.0,,,,,,,
1960,3,20,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,-999.0,,,,,,,
1960,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0,,,,,,,,,,,,,9.0,,,,,,,
1960,3,22,,,,,,,,,,,38.0,,,,,,,0.0,,,,39.92,35.06,,,,,,,9999.0,,,,,,1.0,,9999.0,1.0,,9999.0,,9999.0,,,,,,,1.0,,1.0,,,,,,,
1960,3,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,,,,,,,,-99.0,,,,,,0.0,,-99.0,0.0,,-99.0,,-99.0,,,,,,,,,,,,,,,,
1960,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,,,99.0,,99.0,,,,,,,,,99.0,,,,,,,
1960,3,25,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,37.04,26.060000000000002,,,,,,,-9999.0,,,,,,1.0,,-9999.0,-9999.0,,-9999.0,,1.0,,,,,,,-9999.0,,1.0,,,,,,,
1960,3,26,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,-9.0,,-9.0,,,,,,,,,,,,,,,,,,
1960,3,27,,,,,,,,,,,,,,,,,,0.0,,,,42.980000000000004,26.060000000000002,,,,,,,999.0,,,,,,999.0,,999.0,999.0,,999.0,,999.0,,,,,,,1.0,,1.0,,,,,,,
1960,3,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,,,,,,,,
1960,3,30,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,51.98,33.08,,,,,,,9999.0,,,,,,9999.0,,9999.0,9999.0,,9999.0,,9999.0,,,,,,,9999.0,,9999.0,,,,,,,
1960,3,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,-99.0,,,,,,-99.0,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,-99.0,,-99.0,,,,,,,
1960,4,1,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,66.02,48.92,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,
1960,4,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,
1960,4,3,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,62.059999999999995,39.92,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,999.0,,999.0,,999.0,,,,,,,,,
1960,4,4,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,
1960,4,6,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,66.02,44.96,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,,,,9999.0,,9999.0,,9999.0,,,,,,,,,
1960,4,7,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,
1960,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,99.0,,99.0,,99.0,,,,,,,,,
1960,4,9,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,91.94,51.98,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,
1960,4,10,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,
1960,4,11,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,71.96,50.0,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,999.0,,999.0,,999.0,,,,,,,,,
1960,4,12,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,
1960,4,14,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,73.94,42.08,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,,,,9999.0,,9999.0,,9999.0,,,,,,,,,
1960,4,15,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,
1960,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,99.0,,99.0,,99.0,,,,,,,,,
1960,4,17,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,73.04,60.08,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,,1.0,,1.0,,,,,,,,,
1960,4,18,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,-9.0,,,,,,,,,,,,,
1960,4,19,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,69.98,62.059999999999995,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,999.0,,999.0,,999.0,,,,,,,,,
1960,4,20,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,-999.0,,,,,,,,,,,
1960,4,22,,,,,,,,,,,28.0,,,,,,0.0,0.0,,,,75.02,57.02,,,,,,,,,,,,,1.0,,1.0,,9999.0,,,,,,9999.0,,9999.0,,1.0,,,,,,,,,
1960,4,23,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,-99.0,,,,,,-99.0,,-99.0,,,,,,,,,,,
1960,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,99.0,,99.0,,99.0,,,,,,,,,
1960,4,25,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,78.98,53.96,,,,,,,,,,,,,-9999.0,,1.0,,-9999.0,,,,,,1.0,,-9999.0,,1.0,,,,,,,,,
1960,4,26,,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,-9.0,,,,,,,,,,,
1960,4,27,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,60.980000000000004,44.06,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,999.0,,999.0,,999.0,,,,,,,,,
1960,4,28,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,
1960,4,30,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,78.08,44.96,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,,,,9999.0,,9999.0,,9999.0,,,,,,,,,
1960,4,31,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,
1960,5,1,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,64.94,39.02,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,,,
1960,5,2,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,,,
1960,5,3,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,71.96,44.96,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,,,
1960,5,4,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,,,,,,,,,,,
1960,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,,
1960,5,6,,,,,,,,,,,178.0,,,,,,0.0,0.0,,,,73.04,53.96,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
