YEAR,MONTH,DAY,ACMC,ACMH,ACSC,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,GAHT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFI,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFI,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV03,WV07,WV20
1971,2,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,-9.0,-9.0,,,,,,-9.0,,,,,
1971,2,19,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,84.02,46.04,,654.0,,,,,,,,,,,,98.0,,999.0,,999.0,,999.0,,999.0,999.0,,,,,,999.0,,,,,
1971,2,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,-999.0,-999.0,,,,,,-999.0,,,,,
1971,2,22,,30.0,,40.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,82.94,44.96,,660.0,,,,,,,,,,,,58.0,,9999.0,,9999.0,,9999.0,,9999.0,9999.0,,,,,,9999.0,,,,,
1971,2,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,-99.0,-99.0,,,,,,-99.0,,,,,
1971,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,99.0,99.0,,,,,,99.0,,,,,
1971,2,25,,80.0,,90.0,,,,,,,,,,0.0,57.0,,,,0.0,0.0,,,80.06,51.08,,378.0,,,,,225.0,,,,,,,139.0,,-9999.0,,-9999.0,,-9999.0,,1.0,-9999.0,,,,,,-9999.0,,,,,
1971,2,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,
1971,2,27,,90.0,,90.0,,,,,,,,,,76.0,16.0,,,,0.0,0.0,,,66.02,48.02,,102.0,,,,,,,,,,,,139.0,,999.0,,1.0,,1.0,,999.0,999.0,,,,,,1.0,,,,,
1971,2,28,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,,,,,,,,
1971,2,30,,30.0,,10.0,,,,,,,,,,3.0,90.0,,,,0.0,0.0,,,71.06,42.08,,606.0,,,,,,,,,,,,156.0,,9999.0,,9999.0,,9999.0,,9999.0,9999.0,,,,,,1.0,,,,,
1971,2,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,-99.0,,,,,,,,,,,
1971,3,1,,40.0,,60.0,,,,,,,,,,0.0,68.0,,,,0.0,0.0,,,55.94,39.02,,468.0,,,,,270.0,,,,,,,161.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,3,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,3,3,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,57.92,30.02,,690.0,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,999.0,,,,,
1971,3,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,3,6,,10.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,75.92,35.96,,696.0,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,3,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1971,3,9,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,69.98,37.04,,696.0,,,,,90.0,,,,,,,98.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,3,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,3,11,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,78.08,37.04,,702.0,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,999.0,,,,,
1971,3,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,3,14,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,78.98,42.980000000000004,,702.0,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,3,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1971,3,17,,40.0,,50.0,,,,,,,,,,0.0,99.0,,,,0.0,0.0,,,78.08,46.94,,702.0,,,,,270.0,,,,,,,67.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,3,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,3,19,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,80.06,46.94,,708.0,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,999.0,,,,,
1971,3,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,3,22,,20.0,,20.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,69.98,39.92,,714.0,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,3,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1971,3,25,,20.0,,30.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,84.02,42.980000000000004,,720.0,,,,,360.0,,,,,,,54.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,3,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,3,27,,40.0,,40.0,,,,,,,,,,0.0,91.0,,,,0.0,0.0,,,86.0,50.0,,654.0,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,999.0,,,,,
1971,3,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,3,30,,90.0,,100.0,,,,,,,,,,0.0,90.0,,,,0.0,0.0,,,80.96,48.92,,648.0,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,3,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,4,1,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,82.94,50.0,,750.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,4,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,,-9.0,,,,,
1971,4,3,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,86.0,48.92,,756.0,,,,,999.0,,,,,,,999.0,,,,,,,,,,,,,,,999.0,,,,,
1971,4,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,4.0,,,,,,,8.0,,,,,,,,,,,,,,,-999.0,,,,,
1971,4,6,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,87.08000000000001,55.94,,756.0,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,4,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1971,4,9,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,89.96000000000001,55.04,,762.0,,,,,135.0,,,,,,,112.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,4,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,4,11,,20.0,,40.0,,,,,,,,,,0.0,74.0,,,,0.0,0.0,,,89.06,60.980000000000004,,570.0,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,999.0,,,,,
1971,4,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,4,14,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,87.98,51.08,,768.0,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,4,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,
1971,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,
1971,4,17,,10.0,,20.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,91.03999999999999,53.06,,774.0,,,,,270.0,,,,,,,67.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,4,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,4,19,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,91.03999999999999,57.02,,774.0,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,999.0,,,,,
1971,4,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,4,22,,100.0,,100.0,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,87.08000000000001,62.059999999999995,,0.0,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,9999.0,,,,,
1971,4,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,4,25,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,78.08,48.92,,780.0,,,,,293.0,,,,,,,63.0,,,,,,,,,,,,,,,-9999.0,,,,,
1971,4,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,4,27,,40.0,,20.0,,,,,,,,,,0.0,79.0,,,,0.0,0.0,,,82.04,55.04,,618.0,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,999.0,,,,,
1971,4,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,4,30,,70.0,,90.0,,,,,,,,,,,52.0,,,,0.0,0.0,,,66.92,44.06,,414.0,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,1.0,,,,,
1971,4,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,5,1,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,91.94,55.94,,810.0,,,,,180.0,,,,,,,76.0,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,
1971,5,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,
1971,5,3,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,95.0,55.04,,810.0,,,,,,,,,,,,112.0,,,,,,,,999.0,,,,,,,999.0,,,,,
1971,5,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,
1971,5,6,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,77.0,57.92,,816.0,,,,,,,,,,,,103.0,,,,,,,,9999.0,,,,,,,9999.0,,,,,
1971,5,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,
1971,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,
1971,5,9,,70.0,,90.0,,,,,,,,,,0.0,93.0,,,,0.0,0.0,,,73.04,59.0,,762.0,,,,,315.0,,,,,,,103.0,,,,,,,,-9999.0,,,,,,,1.0,,,,,
1971,5,10,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,
1971,5,11,,80.0,,100.0,,,,,,,,,,,51.0,,,,0.0,0.0,,,75.92,53.06,,420.0,,,,,,,,,,,,103.0,,,,,,,,999.0,,,,,,,1.0,,,,,
1971,5,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,
1971,5,14,,10.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,82.94,53.06,,822.0,,,,,,,,,,,,76.0,,,,,,,,9999.0,,,,,,,9999.0,,,,,
1971,5,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,
1971,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,
1971,5,17,,30.0,,20.0,,,,,,,,,,0.0,86.0,,,,0.0,0.0,,,91.94,57.92,,708.0,,,,,315.0,,,,,,,72.0,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,
1971,5,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1971,5,19,,80.0,,90.0,,,,,,,,,,0.0,46.0,,,,0.0,0.0,,,91.94,69.98,,378.0,,,,,,,,,,,,206.0,,,,,,,,1.0,,,,,,,999.0,,,,,
1971,5,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,
1971,5,22,,50.0,,50.0,,,,,,,,,,0.0,88.0,,,,0.0,0.0,,,96.08000000000001,66.92,,732.0,,,,,,,,,,,,76.0,,,,,,,,9999.0,,,,,,,9999.0,,,,,
1971,5,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,
1971,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,
1971,5,25,,20.0,,10.0,,,,,,,,,,0.0,96.0,,,,0.0,0.0,,,96.08000000000001,62.959999999999994,,804.0,,,,,248.0,,,,,,,89.0,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,
1971,5,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,
1971,5,27,,0.0,,0.0,,,,,,,,,,0.0,98.0,,,,0.0,0.0,,,89.06,64.94,,816.0,,,,,,,,,,,,143.0,,,,,,,,999.0,,,,,,,999.0,,,,,
1971,5,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,
1971,5,30,,10.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,87.98,51.98,,840.0,,,,,,,,,,,,89.0,,,,,,,,9999.0,,,,,,,9999.0,,,,,
1971,5,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,
1971,6,1,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,91.03999999999999,59.0,,852.0,,,,,180.0,,,,,,,94.0,,,,-9999.0,,,,,,,,,,,,,,,,
1971,6,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1971,6,3,,80.0,,100.0,,,,,,,,,,0.0,60.0,,,,0.0,0.0,,,87.08000000000001,60.980000000000004,,516.0,,,,,,,,,,,,161.0,,,,999.0,,,,,,,,,,,,,,,,
1971,6,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,
1971,6,6,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,91.94,57.92,,858.0,,,,,,,,,,,,72.0,,,,9999.0,,,,,,,,,,,,,,,,
1971,6,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,
1971,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,
1971,6,9,,10.0,,10.0,,,,,,,,,,0.0,87.0,,,,0.0,0.0,,,96.98,60.08,,750.0,,,,,270.0,,,,,,,76.0,,,,-9999.0,,,,,,,,,,,,,,,,
1971,6,10,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1971,6,11,,0.0,,0.0,,,,,,,,,,0.0,98.0,,,,0.0,0.0,,,95.0,62.059999999999995,,840.0,,,,,,,,,,,,89.0,,,,999.0,,,,,,,,,,,,,,,,
1971,6,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,
1971,6,14,,40.0,,60.0,,,,,,,,,,0.0,61.0,,,,0.0,0.0,,,95.0,66.92,,528.0,,,,,,,,,,,,76.0,,,,9999.0,,,,,,,,,,,,,,,,
1971,6,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,
1971,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,
1971,6,17,,50.0,,80.0,,,,,,,,,,0.0,65.0,,,,0.0,0.0,,,89.96000000000001,64.94,,558.0,,,,,293.0,,,,,,,72.0,,,,-9999.0,,,,,,,,,,,,,,,,
1971,6,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1971,6,19,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,96.98,64.94,,858.0,,,,,,,,,,,,72.0,,,,999.0,,,,,,,,,,,,,,,,
1971,6,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,
1971,6,22,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,104.0,69.98,,864.0,,,,,,,,,,,,89.0,,,,9999.0,,,,,,,,,,,,,,,,
1971,6,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,
1971,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,
1971,6,25,,0.0,,0.0,,,,,,,,,,0.0,97.0,,,,0.0,0.0,,,109.03999999999999,71.06,,834.0,,,,,270.0,,,,,,,89.0,,,,-9999.0,,,,,,,,,,,,,,,,
1971,6,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,
1971,6,27,,70.0,,80.0,,,,,,,,,,0.0,93.0,,,,0.0,0.0,,,109.94,75.02,,804.0,,,,,,,,,,,,94.0,,,,999.0,,,,,,,,,,,,,,,,
1971,6,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,6,30,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,107.96000000000001,73.04,,864.0,,,,,,,,,,,,116.0,,,,9999.0,,,,,,,,,,,,,,,,
1971,6,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,
1971,7,1,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,107.96000000000001,71.96,,858.0,,,,,248.0,,,,,,,80.0,,,,-9999.0,,,,-9999.0,,,,,,,-9999.0,,,,,
1971,7,2,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,-9.0,,,,,
1971,7,3,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,105.98,75.02,,858.0,,,,,,,,,,,,98.0,,,,999.0,,,,999.0,,,,,,,999.0,,,,,
1971,7,4,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,-999.0,,,,,
1971,7,6,,20.0,,10.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,105.98,84.91999999999999,,858.0,,,,,,,,,,,,112.0,,,,9999.0,,,,9999.0,,,,,,,9999.0,,,,,
1971,7,7,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,-99.0,,,,,
1971,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,99.0,,,,,
1971,7,9,,90.0,,100.0,,,,,,,,,,0.0,28.0,,,,0.0,0.0,,,96.98,84.91999999999999,,240.0,,,,,113.0,,,,,,,80.0,,,,-9999.0,,,,-9999.0,,,,,,,1.0,,,,,
1971,7,10,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,,,,
1971,7,11,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,107.96000000000001,78.08,,858.0,,,,,,,,,,,,76.0,,,,999.0,,,,999.0,,,,,,,999.0,,,,,
1971,7,12,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,-999.0,,,,,
1971,7,14,,0.0,,0.0,,,,,,,,,,0.0,100.0,,,,0.0,0.0,,,111.02,80.06,,858.0,,,,,,,,,,,,98.0,,,,9999.0,,,,9999.0,,,,,,,9999.0,,,,,
1971,7,15,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,-99.0,,,,,
1971,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,99.0,,,,,
1971,7,17,,10.0,,0.0,,,,,,,,,,0.0,98.0,,,,0.0,0.0,,,114.08000000000001,78.08,,834.0,,,,,270.0,,,,,,,89.0,,,,-9999.0,,,,-9999.0,,,,,,,-9999.0,,,,,
1971,7,18,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,,,,
1971,7,19,,30.0,,30.0,,,,,,,,,,,95.0,,,,0.0,0.0,,,111.02,82.94,,810.0,,,,,,,,,,,,98.0,,,,999.0,,,,999.0,,,,,,,1.0,,,,,
1971,7,20,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,,,,
1971,7,22,,40.0,,30.0,,,,,,,,,,0.0,91.0,,,,0.0,0.0,,,107.96000000000001,86.0,,774.0,,,,,,,,,,,,89.0,,,,9999.0,,,,9999.0,,,,,,,9999.0,,,,,
1971,7,23,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,
1971,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,
1971,7,25,,60.0,,50.0,,,,,,,,,,36.0,88.0,,,,0.0,0.0,,,105.98,82.94,,750.0,,,,,180.0,,,,,,,201.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,
1971,7,26,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,7,27,,50.0,,40.0,,,,,,,,,,0.0,92.0,,,,0.0,0.0,,,104.0,78.08,,774.0,,,,,,,,,,,,94.0,,,,999.0,,,,999.0,,,,,,,999.0,,,,,
1971,7,28,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,-999.0,,,,,
1971,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,9.0,,,,,,,9.0,,,,,
1971,7,30,,40.0,,20.0,,,,,,,,,,25.0,91.0,,,,0.0,0.0,,,109.03999999999999,78.08,,774.0,,,,,,,,,,,,197.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,
1971,7,31,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,8,1,,60.0,,50.0,,,,,,,,,,0.0,77.0,,,,0.0,0.0,,,105.98,84.02,,642.0,,,,,113.0,,,,,,,112.0,,,,-9999.0,,,,-9999.0,,,,,,,1.0,,,,,
1971,8,2,,,,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,,,,
1971,8,3,,40.0,,20.0,,,,,,,,,,0.0,78.0,,,,0.0,0.0,,,105.98,80.96,,648.0,,,,,,,,,,,,125.0,,,,999.0,,,,999.0,,,,,,,999.0,,,,,
