YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV20
1985,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,6,17,50.0,50.0,,,,,35.0,1833.0,,1835.0,0.0,,,,,0.0,0.0,,,80.96,51.08,836.0,,,,360.0,360.0,,,,,72.0,49.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,6,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,
1985,6,19,90.0,100.0,,,,,41.0,556.0,,128.0,,,,,,0.0,0.0,,,71.06,55.94,430.0,,,,,,,,,,103.0,63.0,999.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
1985,6,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
1985,6,22,90.0,90.0,,,,,50.0,1351.0,,1356.0,38.0,,,,,0.0,0.0,,,68.0,55.94,463.0,,,,,,,,,,118.0,94.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
1985,6,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,
1985,6,25,10.0,0.0,,,,,51.0,2206.0,,1637.0,0.0,,,,,0.0,0.0,,,71.06,48.02,910.0,,,,360.0,360.0,,,,,98.0,76.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,6,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,6,27,0.0,0.0,,,,,67.0,35.0,,54.0,0.0,,,,,0.0,0.0,,,82.94,55.94,910.0,,,,,,,,,,113.0,89.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,6,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,6,30,10.0,20.0,,,,,30.0,2306.0,,1123.0,0.0,,,,,0.0,0.0,,,78.08,55.04,893.0,,,,,,,,,,72.0,45.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,6,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,7,1,60.0,90.0,,,,,48.0,1310.0,,1139.0,0.0,,,,,0.0,0.0,,,73.94,53.96,788.0,,,,360.0,315.0,,,,,93.0,49.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,7,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,7,3,10.0,10.0,,,,,28.0,627.0,,437.0,0.0,,,,,0.0,0.0,,,89.06,55.04,849.0,,,,,,,,,,82.0,54.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,7,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,7,6,40.0,30.0,,,,,43.0,1329.0,,1323.0,0.0,,,,,0.0,0.0,,,80.06,53.96,737.0,,,,,,,,,,98.0,76.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,7,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,7,9,70.0,90.0,,,,,38.0,712.0,,707.0,0.0,,,,,0.0,0.0,,,73.04,55.04,325.0,,,,360.0,360.0,,,,,82.0,67.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,7,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,7,11,40.0,40.0,,,,,29.0,229.0,,212.0,0.0,,,,,0.0,0.0,,,82.94,55.04,634.0,,,,,,,,,,62.0,40.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,7,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,7,14,20.0,20.0,,,,,26.0,2354.0,,2359.0,0.0,,,,,0.0,0.0,,,91.03999999999999,55.94,856.0,,,,,,,,,,67.0,45.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,7,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,7,17,10.0,10.0,,,,,39.0,1417.0,,1348.0,0.0,,,,,0.0,0.0,,,80.06,59.0,894.0,,,,270.0,270.0,,,,,98.0,49.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,7,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,7,19,30.0,30.0,,,,,46.0,818.0,,223.0,0.0,,,,,0.0,0.0,,,77.0,57.02,850.0,,,,,,,,,,98.0,67.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,7,20,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,7,22,20.0,30.0,,,,,43.0,1543.0,,1358.0,0.0,,,,,0.0,0.0,,,80.96,55.04,893.0,,,,,,,,,,93.0,72.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,7,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,7,25,50.0,60.0,,,,,33.0,2246.0,,1304.0,0.0,,,,,0.0,0.0,,,73.94,55.04,451.0,,,,270.0,180.0,,,,,67.0,45.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,7,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,7,27,40.0,40.0,,,,,34.0,443.0,,448.0,0.0,,,,,0.0,0.0,,,80.06,55.94,580.0,,,,,,,,,,93.0,63.0,1.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,7,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,7,30,0.0,0.0,,,,,36.0,1503.0,,1502.0,0.0,,,,,0.0,0.0,,,93.02,57.92,872.0,,,,,,,,,,93.0,67.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,7,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,8,1,100.0,100.0,,,,,38.0,651.0,,1224.0,61.0,,,,,0.0,0.0,,,71.06,57.92,38.0,,,,135.0,225.0,,,,,72.0,54.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
1985,8,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,
1985,8,3,80.0,90.0,,,,,30.0,941.0,,243.0,20.0,,,,,0.0,0.0,,,73.04,57.92,109.0,,,,,,,,,,72.0,49.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
1985,8,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1985,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
1985,8,6,80.0,90.0,,,,,35.0,2339.0,,2349.0,,,,,,0.0,0.0,,,71.96,59.0,466.0,,,,,,,,,,82.0,54.0,9999.0,,,,,,,,,,,9999.0,,1.0,,,,,,,,
1985,8,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,,,,,,
1985,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,8,9,60.0,60.0,,,,,41.0,2018.0,,2349.0,0.0,,,,,0.0,0.0,,,80.06,51.98,669.0,,,,225.0,225.0,,,,,87.0,72.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,8,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,,,,,,
1985,8,11,90.0,90.0,,,,,55.0,358.0,,357.0,18.0,,,,,0.0,0.0,,,66.02,55.04,249.0,,,,,,,,,,118.0,98.0,999.0,,,,,,,,,,,999.0,,1.0,,,,,,,,
1985,8,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,,,,,,,,,
1985,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
1985,8,14,100.0,100.0,,,,,40.0,2339.0,,2342.0,8.0,,,,,0.0,0.0,,,69.98,55.04,290.0,,,,,,,,,,93.0,72.0,9999.0,,,,,,,,,,,9999.0,,1.0,,,,,,,,
1985,8,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,0.0,,,,,,,,
1985,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,,,,,,
1985,8,17,20.0,20.0,,,,,29.0,602.0,,606.0,0.0,,,,,0.0,0.0,,,80.06,51.98,796.0,,,,135.0,135.0,,,,,67.0,36.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,8,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,8,19,40.0,60.0,,,,,37.0,216.0,,210.0,0.0,,,,,0.0,0.0,,,75.92,53.06,803.0,,,,,,,,,,113.0,80.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,8,20,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,8,22,40.0,50.0,,,,,22.0,2125.0,,2206.0,0.0,,,,,0.0,0.0,,,86.0,55.04,821.0,,,,,,,,,,62.0,36.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,8,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,99.0,,,,,,,,
1985,8,25,0.0,0.0,,,,,45.0,1836.0,,1238.0,0.0,,,,,0.0,0.0,,,87.08000000000001,60.08,819.0,,,,360.0,360.0,,,,,103.0,58.0,-9999.0,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,
1985,8,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,-9.0,,,,,,,,
1985,8,27,0.0,0.0,,,,,32.0,111.0,,602.0,0.0,,,,,0.0,0.0,,,89.06,59.0,815.0,,,,,,,,,,77.0,49.0,999.0,,,,,,,,,,,999.0,,999.0,,,,,,,,
1985,8,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,-999.0,,-999.0,,,,,,,,
1985,8,30,100.0,90.0,,,,,46.0,1145.0,,1156.0,0.0,,,,,0.0,0.0,,,66.92,53.96,554.0,,,,,,,,,,108.0,63.0,9999.0,,,,,,,,,,,9999.0,,9999.0,,,,,,,,
1985,8,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,-99.0,,,,,,,,
1985,9,1,90.0,90.0,,,,,32.0,2320.0,,2321.0,0.0,,,,,0.0,0.0,,,71.06,55.94,469.0,,,,45.0,45.0,,,,,62.0,45.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,1.0,,,,,,,,
1985,9,2,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,,,,,,,,
1985,9,3,40.0,50.0,,,,,26.0,442.0,,451.0,0.0,,,,,0.0,0.0,,,71.06,50.0,611.0,,,,,,,,,,67.0,36.0,1.0,999.0,999.0,,,,,999.0,,,,999.0,,999.0,,,,,,,,
1985,9,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,
1985,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,9.0,,9.0,,,,,,,,
1985,9,6,100.0,100.0,,,,,41.0,1839.0,,1842.0,,,,,,0.0,0.0,,,64.04,51.98,82.0,,,,,,,,,,113.0,80.0,1.0,1.0,9999.0,,,,,9999.0,,,,1.0,,1.0,,,,,,,,
1985,9,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,-99.0,,,,,-99.0,,,,,,0.0,,,,,,,,
1985,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,99.0,,,,,,,,,,
1985,9,9,90.0,90.0,,,,,63.0,917.0,,923.0,43.0,,,,,0.0,0.0,,,57.92,51.08,143.0,,,,180.0,180.0,,,,,139.0,103.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,1.0,,,,,,,,
1985,9,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,-9.0,,0.0,,,,,,,,
1985,9,11,70.0,70.0,,,,,33.0,635.0,,647.0,15.0,,,,,0.0,0.0,,,66.02,48.92,593.0,,,,,,,,,,93.0,58.0,999.0,999.0,1.0,,,,,999.0,,,,999.0,,1.0,,,,,,,,
1985,9,12,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,0.0,,,,,,,,
1985,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1985,9,14,90.0,90.0,,,,,24.0,1710.0,,1716.0,41.0,,,,,0.0,0.0,,,66.02,51.08,498.0,,,,,,,,,,62.0,45.0,1.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,,1.0,,,,,,,,
1985,9,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-99.0,-99.0,,,,,-99.0,,,,-99.0,,0.0,,,,,,,,
1985,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,99.0,,,,,,,,,,
1985,9,17,80.0,80.0,,,,,34.0,1851.0,,1849.0,0.0,,,,,0.0,0.0,,,69.08,51.08,631.0,,,,225.0,225.0,,,,,93.0,72.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,-9999.0,,-9999.0,,,,,,,,
1985,9,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,-9.0,,,,,,,,,,
1985,9,19,90.0,80.0,,,,,46.0,32.0,,37.0,15.0,,,,,0.0,0.0,,,66.92,53.06,365.0,,,,,,,,,,134.0,94.0,999.0,999.0,999.0,,,,,999.0,,,,999.0,,1.0,,,,,,,,
1985,9,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,-999.0,,0.0,,,,,,,,
1985,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,
1985,9,22,90.0,90.0,,,,,31.0,709.0,,1554.0,28.0,,,,,0.0,0.0,,,62.059999999999995,53.06,388.0,,,,,,,,,,62.0,49.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,1.0,,1.0,,,,,,,,
1985,9,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,,
1985,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,99.0,,99.0,,,,,,,,
1985,9,25,100.0,100.0,,,,,67.0,1726.0,,1636.0,48.0,,,,,0.0,0.0,,,57.02,51.98,33.0,,,,180.0,180.0,,,,,149.0,103.0,1.0,-9999.0,-9999.0,,,,,-9999.0,,,,1.0,,1.0,,,,,,,,
1985,9,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,-9.0,-9.0,,,,,-9.0,,,,,,0.0,,,,,,,,
1985,9,27,70.0,90.0,,,,,31.0,13.0,,13.0,91.0,,,,,0.0,0.0,,,60.980000000000004,48.02,148.0,,,,,,,,,,93.0,58.0,1.0,999.0,999.0,,,,,999.0,,,,999.0,,1.0,,,,,,,,
1985,9,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,-999.0,,,,,-999.0,,,,-999.0,,,,,,,,,,
1985,9,30,40.0,50.0,,,,,24.0,1445.0,,1035.0,0.0,,,,,0.0,0.0,,,64.04,46.94,424.0,,,,,,,,,,72.0,45.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,9999.0,,9999.0,,,,,,,,
1985,9,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,,
1985,10,1,90.0,90.0,,,,,26.0,1416.0,,1048.0,0.0,,,,,0.0,0.0,,,62.059999999999995,48.92,191.0,,,,180.0,225.0,,,,,62.0,40.0,1.0,,-9999.0,-9999.0,,,,1.0,,,,-9999.0,,1.0,,,,,,,,
1985,10,2,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,,,,,-9.0,,0.0,,,,,,,,
1985,10,3,100.0,100.0,,,,,40.0,512.0,,423.0,,,,,,0.0,0.0,,,60.980000000000004,55.04,0.0,,,,,,,,,,98.0,67.0,999.0,,999.0,999.0,,,,999.0,,,,999.0,,1.0,,,,,,,,
1985,10,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,-999.0,,,,-999.0,,,,-999.0,,0.0,,,,,,,,
1985,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1985,10,6,60.0,70.0,,,,,46.0,1725.0,,1723.0,0.0,,,,,0.0,0.0,,,66.02,44.96,422.0,,,,,,,,,,98.0,67.0,1.0,,9999.0,9999.0,,,,9999.0,,,,9999.0,,9999.0,,,,,,,,
1985,10,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,0.0,,-99.0,-99.0,,,,,,,,-99.0,,,,,,,,,,
1985,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,,99.0,,,,,,,,,,
1985,10,9,80.0,90.0,,,,,34.0,617.0,,1054.0,53.0,,,,,0.0,0.0,,,60.08,46.94,115.0,,,,360.0,360.0,,,,,67.0,49.0,1.0,,-9999.0,-9999.0,,,,-9999.0,,,,-9999.0,,1.0,,,,,,,,
1985,10,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,,,-9.0,,,,,,,,,,
1985,10,11,30.0,60.0,,,,,49.0,835.0,,843.0,0.0,,,,,0.0,0.0,,,57.02,44.06,605.0,,,,,,,,,,113.0,89.0,999.0,,999.0,999.0,,,,999.0,,,,999.0,,999.0,,,,,,,,
1985,10,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,-999.0,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,
1985,10,14,90.0,90.0,,,,,31.0,450.0,,438.0,0.0,,,,,0.0,0.0,,,57.02,37.04,287.0,,,,,,,,,,67.0,45.0,9999.0,,9999.0,9999.0,,,,9999.0,,,,9999.0,,9999.0,,,,,,,,
1985,10,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,-99.0,,,,,,,,-99.0,,,,,,,,,,
1985,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,99.0,,,,,,,,99.0,,,,,,,,,,
1985,10,17,70.0,60.0,,,,,64.0,1124.0,,1258.0,33.0,,,,,0.0,0.0,,,57.92,46.04,528.0,,,,180.0,180.0,,,,,129.0,94.0,-9999.0,,-9999.0,-9999.0,,,,-9999.0,,,,-9999.0,,1.0,,,,,,,,
1985,10,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,-9.0,,,,-9.0,,,,-9.0,,,,,,,,,,
1985,10,19,60.0,70.0,,,,,35.0,13.0,,309.0,0.0,,,,,0.0,0.0,,,57.92,44.96,351.0,,,,,,,,,,67.0,36.0,999.0,,999.0,999.0,,,,999.0,,,,999.0,,999.0,,,,,,,,
1985,10,20,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,-999.0,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,
1985,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
1985,10,22,100.0,100.0,,,,,66.0,1117.0,,1235.0,,,,,,0.0,0.0,,,57.92,51.08,0.0,,,,,,,,,,113.0,89.0,9999.0,,9999.0,9999.0,,,,9999.0,,,,9999.0,,1.0,,,,,,,,
1985,10,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,-99.0,,,,,,0.0,,,,,,,,
1985,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,99.0,,,,,,,,,,,,,,
1985,10,25,90.0,90.0,,,,,39.0,133.0,,136.0,84.0,,,,,0.0,0.0,,,55.94,46.94,108.0,,,,180.0,180.0,,,,,98.0,72.0,1.0,,-9999.0,-9999.0,,,,-9999.0,,,,-9999.0,,1.0,,,,,,,,
1985,10,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,,,-9.0,,,,,,,,,,
1985,10,27,90.0,80.0,,,,,54.0,223.0,,25.0,0.0,,,,,0.0,0.0,,,60.08,46.94,234.0,,,,,,,,,,113.0,85.0,999.0,,999.0,999.0,,,,999.0,,,,999.0,,999.0,,,,,,,,
1985,10,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,-999.0,,,,-999.0,,,,-999.0,,-999.0,,,,,,,,
1985,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,,,,,
1985,10,30,100.0,100.0,,,,,49.0,1141.0,,1115.0,76.0,,,,,0.0,0.0,,,55.04,48.92,10.0,,,,,,,,,,113.0,89.0,1.0,,9999.0,9999.0,,,,9999.0,,,,9999.0,,1.0,,,,,,,,
1985,10,31,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,0.0,,-99.0,-99.0,,,,-99.0,,,,-99.0,,0.0,,,,,,,,
1985,11,1,100.0,100.0,,,,,74.0,2355.0,,2224.0,64.0,,,,,0.0,0.0,,,53.96,48.92,0.0,,,,180.0,225.0,-9999.0,,,,113.0,130.0,1.0,-9999.0,,,,,,,,,,1.0,,1.0,,-9999.0,,,,,,
1985,11,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,-9.0,,,,,,0.0,-9.0,,,,,,,,,,,,0.0,,-9.0,,,,,,
1985,11,3,100.0,100.0,,,,,47.0,3.0,,43.0,76.0,,,,,0.0,0.0,,,55.94,51.98,0.0,,,,,,999.0,,,,118.0,103.0,1.0,999.0,,,,,,,,,,1.0,,1.0,,999.0,,,,,,
1985,11,4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,-999.0,,,,,,0.0,-999.0,,,,,,,,,,,,0.0,,-999.0,,,,,,
1985,11,6,100.0,100.0,,,,,40.0,2208.0,,2208.0,66.0,,,,,0.0,0.0,,,50.0,42.08,2.0,,,,,,9999.0,,,,113.0,112.0,1.0,9999.0,,,,,,,,,,9999.0,,1.0,,9999.0,,,,,,
1985,11,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,-99.0,,0.0,,-99.0,,,,,,
1985,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,,,,,,,99.0,,,,99.0,,,,,,
1985,11,9,100.0,100.0,,,,,55.0,1720.0,,1732.0,10.0,,,,,0.0,0.0,,,53.06,46.94,0.0,,,,180.0,180.0,-9999.0,,,,134.0,89.0,1.0,-9999.0,,,,,,,,,,1.0,,1.0,,-9999.0,,,,,,
1985,11,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,0.0,,-9.0,,,,,,
1985,11,11,90.0,100.0,,,,,36.0,15.0,,19.0,8.0,,,,,0.0,0.0,,,48.92,41.0,0.0,,,,,,999.0,,,,98.0,103.0,999.0,999.0,,,,,,,,,,999.0,,1.0,,999.0,,,,,,
