YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV20
1957,8,1,,,,,,,,,,,0.0,,,,,0.0,0.0,,,69.98,53.06,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,8,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,,,
1957,8,3,,,,,,,,,,,0.0,,,,,0.0,0.0,,,73.04,51.98,,,,,,,,,,,,,999.0,,999.0,,,,,999.0,,,,,,999.0,,,,,,,,
1957,8,4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,
1957,8,6,,,,,,,,,,,,,,,,0.0,0.0,,,73.94,55.04,,,,,,,,,,,,,1.0,,9999.0,,,,,9999.0,,,,,,1.0,,,,,,,,
1957,8,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,
1957,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,,,,
1957,8,9,,,,,,,,,,,30.0,,,,,0.0,0.0,,,69.08,55.94,,,,,,,,,,,,,1.0,,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,,,
1957,8,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,,,,,-9.0,,,,,,,,,,,,,,
1957,8,11,,,,,,,,,,,99.0,,,,,0.0,0.0,,,68.0,55.94,,,,,,,,,,,,,1.0,,999.0,,,,,999.0,,,,,,1.0,,,,,,,,
1957,8,12,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,,,,,,
1957,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,
1957,8,14,,,,,,,,,,,155.0,,,,,0.0,0.0,,,73.04,55.94,,,,,,,,,,,,,1.0,,1.0,,,,,9999.0,,,,,,1.0,,,,,,,,
1957,8,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,-99.0,,,,,,,,,,,,,,
1957,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,,,,,,,,
1957,8,17,,,,,,,,,,,0.0,,,,,0.0,0.0,,,69.08,53.06,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,8,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,,,
1957,8,19,,,,,,,,,,,0.0,,,,,0.0,0.0,,,73.04,51.98,,,,,,,,,,,,,1.0,,999.0,,,,,999.0,,,,,,999.0,,,,,,,,
1957,8,20,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,,,
1957,8,22,,,,,,,,,,,0.0,,,,,0.0,0.0,,,73.04,53.06,,,,,,,,,,,,,9999.0,,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,8,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,,,,
1957,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,,,,
1957,8,25,,,,,,,,,,,0.0,,,,,0.0,0.0,,,66.92,51.08,,,,,,,,,,,,,1.0,,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,,,
1957,8,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,0.0,,,,,,-9.0,,,,,,,,
1957,8,27,,,,,,,,,,,0.0,,,,,0.0,0.0,,,69.08,55.94,,,,,,,,,,,,,1.0,,999.0,,,,,1.0,,,,,,999.0,,,,,,,,
1957,8,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,,0.0,,,,,,-999.0,,,,,,,,
1957,8,30,,,,,,,,,,,0.0,,,,,0.0,0.0,,,71.06,55.94,,,,,,,,,,,,,9999.0,,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,8,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,-99.0,,,,,,,,
1957,9,1,,,,,,,,,,,0.0,,,,,0.0,0.0,,,75.92,51.08,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,9,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,,
1957,9,3,,,,,,,,,,,0.0,,,,,0.0,0.0,,,77.0,55.04,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,999.0,,,,,,,,
1957,9,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,
1957,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1957,9,6,,,,,,,,,,,0.0,,,,,0.0,0.0,,,78.98,50.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,9999.0,,,,,,,,
1957,9,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1957,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,
1957,9,9,,,,,,,,,,,30.0,,,,,0.0,0.0,,,71.06,55.94,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
1957,9,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,9,11,,,,,,,,,,,,,,,,0.0,0.0,,,71.06,55.04,,,,,,,,,,,,,1.0,,,,,,,999.0,,,,,,1.0,,,,,,,,
1957,9,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,
1957,9,14,,,,,,,,,,,0.0,,,,,0.0,0.0,,,71.06,50.0,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,9,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,
1957,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,
1957,9,17,,,,,,,,,,,0.0,,,,,0.0,0.0,,,82.04,51.98,,,,,,,,,,,,,1.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,9,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-9.0,,,,,,,,
1957,9,19,,,,,,,,,,,0.0,,,,,0.0,0.0,,,75.92,55.04,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,999.0,,,,,,,,
1957,9,20,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,-999.0,,,,,,,,
1957,9,22,,,,,,,,,,,0.0,,,,,0.0,0.0,,,82.94,51.98,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,9,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,
1957,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,
1957,9,25,,,,,,,,,,,5.0,,,,,0.0,0.0,,,64.04,57.92,,,,,,,,,,,,,1.0,,,,,,,-9999.0,,,,,,1.0,,,,,,,,
1957,9,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,,,,,-9.0,,,,,,,,,,,,,,
1957,9,27,,,,,,,,,,,30.0,,,,,0.0,0.0,,,62.959999999999994,55.94,,,,,,,,,,,,,1.0,,,,,,,999.0,,,,,,1.0,,,,,,,,
1957,9,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,
1957,9,30,,,,,,,,,,,0.0,,,,,0.0,0.0,,,71.06,39.92,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,9,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,-99.0,,,,,,,,
1957,10,1,,,,,,,,,,,0.0,,,,,0.0,0.0,,,62.959999999999994,57.92,,,,,,,,,,,,,-9999.0,,,,,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,10,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1957,10,3,,,,,,,,,,,79.0,,,,,0.0,0.0,,,60.08,42.980000000000004,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,1.0,,,,,,,,
1957,10,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,
1957,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
1957,10,6,,,,,,,,,,,,,,,,0.0,0.0,,,57.02,37.94,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,1.0,,,,,,,,
1957,10,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,
1957,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,
1957,10,9,,,,,,,,,,,28.0,,,,,0.0,0.0,,,55.94,42.08,,,,,,,,,,,,,1.0,,,,,,,-9999.0,,,,,,1.0,,,,,,,,
1957,10,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,
1957,10,11,,,,,,,,,,,33.0,,,,,0.0,0.0,,,48.02,41.0,,,,,,,,,,,,,999.0,,,,,,,999.0,,,,,,1.0,,,,,,,,
1957,10,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1957,10,14,,,,,,,,,,,0.0,,,,,0.0,0.0,,,69.08,53.96,,,,,,,,,,,,,9999.0,,,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,10,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,,
1957,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,99.0,,,,,,,,
1957,10,17,,,,,,,,,,,0.0,,,,,0.0,0.0,,,66.02,48.02,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,-9999.0,,,,,,,,
1957,10,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1957,10,19,,,,,,,,,,,36.0,,,,,0.0,0.0,,,59.0,48.92,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
1957,10,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1957,10,22,,,,,,,,,,,5.0,,,,,0.0,0.0,,,57.02,42.08,,,,,,,,,,,,,9999.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
1957,10,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1957,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,
1957,10,25,,,,,,,,,,,142.0,,,,,0.0,0.0,,,57.02,39.92,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
1957,10,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1957,10,27,,,,,,,,,,,,,,,,0.0,0.0,,,55.04,44.06,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
1957,10,28,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1957,10,30,,,,,,,,,,,0.0,,,,,0.0,0.0,,,57.92,35.06,,,,,,,,,,,,,1.0,,,,,,,9999.0,,,,,,9999.0,,,,,,,,
1957,10,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,0.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,,
1957,11,1,,,,,,,,,,,0.0,,,,,0.0,0.0,,,51.08,39.92,,,,,,,,,,,,,1.0,,,,-9999.0,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,11,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,,-9.0,,,-9.0,,,,,,-9.0,,,,,,,,
1957,11,3,,,,,,,,,,,0.0,,,,,0.0,0.0,,,53.06,35.96,,,,,,,,,,,,,1.0,,,,999.0,,,999.0,,,,,,999.0,,,,,,,,
1957,11,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,-999.0,,,,,,-999.0,,,,,,,,
1957,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,,,
1957,11,6,,,,,,,,,,,0.0,,,,,0.0,0.0,,,51.98,30.02,,,,,,,,,,,,,1.0,,,,9999.0,,,1.0,,,,,,9999.0,,,,,,,,
1957,11,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,-99.0,,,0.0,,,,,,-99.0,,,,,,,,
1957,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,99.0,,,,,,,,
1957,11,9,,,,,,,,,,,0.0,,,,,0.0,0.0,,,51.98,35.06,,,,,,,,,,,,,1.0,,,,-9999.0,,,1.0,,,,,,-9999.0,,,,,,,,
1957,11,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,,0.0,,,,,,-9.0,,,,,,,,
1957,11,11,,,,,,,,,,,0.0,,,,,0.0,0.0,,,46.04,37.04,,,,,,,,,,,,,1.0,,,,999.0,,,1.0,,,,,,999.0,,,,,,,,
1957,11,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,
1957,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1957,11,14,,,,,,,,,,,0.0,,,,,0.0,0.0,,,51.98,32.0,,,,,,,,,,,,,1.0,,,,9999.0,,,1.0,,,,,,9999.0,,,,,,,,
1957,11,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,
1957,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,99.0,,,,,,,,,,,,,,
1957,11,17,,,,,,,,,,,36.0,,,,,0.0,0.0,,,53.06,46.04,,,,,,,,,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,,,,1.0,,,,,,,,
1957,11,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,,-9.0,,,,,,,,,,,,,,
1957,11,19,,,,,,,,,,,239.0,,,,,0.0,0.0,,,55.04,46.04,,,,,,,,,,,,,1.0,,,,999.0,,,999.0,,,,,,1.0,,,,,,,,
1957,11,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,-999.0,,,,,,,,,,,,,,
1957,11,22,,,,,,,,,,,33.0,,,,,0.0,0.0,,,50.0,41.0,,,,,,,,,,,,,9999.0,,,,9999.0,,,9999.0,,,,,,1.0,,,,,,,,
1957,11,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,-99.0,,,,-99.0,,,-99.0,,,,,,,,,,,,,,
1957,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,99.0,,,,,,,,,,,,,,
1957,11,25,,,,,,,,,,,0.0,,,,,0.0,0.0,,,48.02,32.0,,,,,,,,,,,,,1.0,,,,-9999.0,,,-9999.0,,,,,,-9999.0,,,,,,,,
1957,11,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,
1957,11,27,,,,,,,,,,,8.0,,,,,0.0,0.0,,,44.96,33.08,,,,,,,,,,,,,999.0,,,,999.0,,,1.0,,,,,,1.0,,,,,,,,
1957,11,28,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,0.0,,,,,,,,,,,,,,
1957,11,30,,,,,,,,,,,,,,,,0.0,0.0,,,44.06,35.06,,,,,,,,,,,,,1.0,,,,9999.0,,,1.0,,,,,,1.0,,,,,,,,
1957,11,31,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,,,,,,
1957,12,1,,,,,,,,,,,124.0,,,,,0.0,0.0,,,48.02,42.980000000000004,,,,,,,,,,,,,1.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,
1957,12,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,-9.0,,-9.0,,,-9.0,,,,,,,,-9.0,,,,,,
1957,12,3,,,,,,,,,,,3.0,,,,,0.0,0.0,,,48.92,44.06,,,,,,,,,,,,,1.0,,999.0,,999.0,,,999.0,,,,,,1.0,,999.0,,,,,,
1957,12,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,-999.0,,-999.0,,,,,,,,,,,-999.0,,,,,,
1957,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
1957,12,6,,,,,,,,,,,38.0,,,,,0.0,0.0,,,44.96,33.98,,,,,,,,,,,,,1.0,,9999.0,,9999.0,,,1.0,,,,,,1.0,,9999.0,,,,,,
1957,12,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,-99.0,,,,,,
1957,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,99.0,,,,,,,,99.0,,,,,,
1957,12,9,,,,,,,,,,,66.0,,,,,0.0,0.0,,,53.06,41.0,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,
1957,12,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,-9.0,,,,,,
1957,12,11,,,,,,,,,,,,,,,,0.0,0.0,,,51.98,42.980000000000004,,,,,,,,,,,,,1.0,,999.0,,999.0,,,1.0,,,,,,1.0,,999.0,,,,,,
1957,12,12,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,-999.0,,,,,,
1957,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1957,12,14,,,,,,,,,,,0.0,,,,,0.0,0.0,,,48.92,35.06,,,,,,,,,,,,,1.0,,9999.0,,9999.0,,,9999.0,,,,,,9999.0,,9999.0,,,,,,
1957,12,15,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,0.0,,-99.0,,-99.0,,,,,,,,,-99.0,,-99.0,,,,,,
1957,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,99.0,,99.0,,,,,,
1957,12,17,,,,,,,,,,,18.0,,,,,0.0,0.0,,,51.98,39.92,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,
1957,12,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,-9.0,,,,,,
1957,12,19,,,,,,,,,,,0.0,,,,,0.0,0.0,,,44.96,37.94,,,,,,,,,,,,,1.0,,999.0,,999.0,,,1.0,,,,,,999.0,,999.0,,,,,,
1957,12,20,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,,-999.0,,,,,,
1957,12,22,,,,,,,,,,,,,,,,0.0,0.0,,,46.04,37.94,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,9999.0,,,,,,1.0,,9999.0,,,,,,
1957,12,23,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,-99.0,,,,,,,,-99.0,,,,,,
1957,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,99.0,,,,,,,,99.0,,,,,,
1957,12,25,,,,,,,,,,,33.0,,,,,0.0,0.0,,,53.96,44.96,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,1.0,,-9999.0,,,,,,
1957,12,26,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,-9.0,,,,,,,,-9.0,,,,,,
1957,12,27,,,,,,,,,,,20.0,,,,,0.0,0.0,,,51.98,44.06,,,,,,,,,,,,,999.0,,999.0,,999.0,,,999.0,,,,,,1.0,,999.0,,,,,,
1957,12,28,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,-999.0,,,,,,,,-999.0,,,,,,
1957,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1957,12,30,,,,,,,,,,,86.0,,,,,0.0,0.0,,,51.08,37.94,,,,,,,,,,,,,1.0,,9999.0,,9999.0,,,9999.0,,,,,,1.0,,9999.0,,,,,,
1957,12,31,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,,-99.0,,,,,,
1958,1,1,,,,,,,,,,,3.0,,,,,0.0,0.0,,,51.08,39.02,,,,,,,,,,,,,-9999.0,,,,-9999.0,,,-9999.0,,,,,,1.0,,,,,,,,
1958,1,2,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,,,,-9.0,,,,,,,,,,,,,,,,,
1958,1,3,,,,,,,,,,,20.0,,,,,0.0,0.0,,,48.02,39.92,,,,,,,,,,,,,999.0,,,,999.0,,,1.0,,,,,,1.0,,,,,,,,
1958,1,4,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,,,,,,,,,
1958,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
1958,1,6,,,,,,,,,,,0.0,,,,,0.0,0.0,,,51.08,35.96,,,,,,,,,,,,,9999.0,,,,9999.0,,,1.0,,,,,,9999.0,,,,,,,,
1958,1,7,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,-99.0,,,,-99.0,,,0.0,,,,,,-99.0,,,,,,,,
1958,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,,,99.0,,,,,,,,
1958,1,9,,,,,,,,,,,0.0,,,,,0.0,0.0,,,42.980000000000004,32.0,,,,,,,,,,,,,1.0,,,,-9999.0,,,1.0,,,,,,-9999.0,,,,,,,,
1958,1,10,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,,,,,-9.0,,,0.0,,,,,,-9.0,,,,,,,,
1958,1,11,,,,,,,,,,,0.0,,,,,0.0,0.0,,,48.02,30.92,,,,,,,,,,,,,1.0,,,,999.0,,,1.0,,,,,,999.0,,,,,,,,
1958,1,12,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,
1958,1,14,,,,,,,,,,,81.0,,,,,0.0,0.0,,,48.92,35.06,,,,,,,,,,,,,9999.0,,,,9999.0,,,9999.0,,,,,,1.0,,,,,,,,
1958,1,15,,,,,,,,,,,,,,,,0.0,0.0,,,,32.0,,,,,,,,,,,,,-99.0,,,,-99.0,,,-99.0,,,,,,,,,,,,,,
1958,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,99.0,,,,,,,,,,,,,,
1958,1,17,,,,,,,,,,,160.0,,,,,0.0,0.0,,,48.92,42.980000000000004,,,,,,,,,,,,,1.0,,,,-9999.0,,,-9999.0,,,,,,1.0,,,,,,,,
1958,1,18,,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,32.0,,,,,,,,,,,,,0.0,,,,-9.0,,,-9.0,,,,,,,,,,,,,,
1958,1,19,,,,,,,,,,,20.0,,,,,0.0,0.0,,,46.04,41.0,,,,,,,,,,,,,1.0,,,,999.0,,,999.0,,,,,,1.0,,,,,,,,
1958,1,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,-999.0,,,-999.0,,,,,,,,,,,,,,
