YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV01,WV03,WV20
1967,4,5,100.0,100.0,,,,,,,,1636.0,130.0,,,,0.0,0.0,,,55.04,46.04,,,,,180.0,180.0,,,,,134.0,112.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,6,80.0,90.0,,,,,,,,1506.0,371.0,,,,0.0,0.0,,,55.94,46.04,,,,,225.0,225.0,,,,,113.0,80.0,1.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,7,60.0,80.0,,,,,,,,1642.0,18.0,,,,0.0,0.0,,,57.92,44.06,,,,,270.0,293.0,,,,,113.0,98.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,8,70.0,80.0,,,,,,,,1742.0,0.0,,,,0.0,0.0,,,57.92,50.0,,,,,293.0,293.0,,,,,144.0,125.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,9,90.0,100.0,,,,,,,,1424.0,0.0,,,,0.0,0.0,,,55.94,48.92,,,,,270.0,270.0,,,,,103.0,80.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,10,90.0,100.0,,,,,,,,1312.0,170.0,,,,0.0,0.0,,,53.06,42.98,,,,,180.0,180.0,,,,,149.0,121.0,1.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,11,70.0,70.0,,,,,,,,2218.0,15.0,,,,0.0,0.0,,,53.96,37.94,,,,,270.0,270.0,,,,,149.0,130.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,12,40.0,30.0,,,,,,,,1642.0,0.0,,,,0.0,0.0,,,59.0,46.94,,,,,293.0,293.0,,,,,159.0,143.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,13,90.0,90.0,,,,,,,,1530.0,5.0,,,,0.0,0.0,,,60.08,48.02,,,,,248.0,248.0,,,,,98.0,76.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,14,80.0,60.0,,,,,,,,1618.0,30.0,,,,0.0,0.0,,,57.92,46.04,,,,,248.0,248.0,,,,,113.0,94.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,15,60.0,70.0,,,,,,,,1818.0,41.0,,,,0.0,0.0,,,57.92,44.96,,,,,293.0,293.0,,,,,144.0,125.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,16,50.0,60.0,,,,,,,,1500.0,0.0,,,,0.0,0.0,,,57.92,42.98,,,,,293.0,270.0,,,,,108.0,85.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,17,90.0,100.0,,,,,,,,1248.0,109.0,,,,0.0,0.0,,,59.0,42.98,,,,,203.0,203.0,,,,,180.0,152.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,18,70.0,90.0,,,,,,,,912.0,56.0,,,,0.0,0.0,,,55.94,39.02,,,,,248.0,180.0,,,,,134.0,107.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,19,50.0,70.0,,,,,,,,1242.0,53.0,,,,0.0,0.0,,,55.94,39.92,,,,,293.0,293.0,,,,,129.0,112.0,-9999.0,,,,1.0,,-9999.0,,,,,,1.0,,,,,
1967,4,20,80.0,90.0,,,,,,,,2212.0,33.0,,,,0.0,0.0,,,57.02,37.94,,,,,203.0,180.0,,,,,134.0,103.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,21,90.0,90.0,,,,,,,,1524.0,112.0,,,,0.0,0.0,,,55.94,42.98,,,,,180.0,203.0,,,,,134.0,112.0,1.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,22,80.0,70.0,,,,,,,,2230.0,8.0,,,,0.0,0.0,,,60.08,44.06,,,,,158.0,248.0,,,,,118.0,94.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,23,100.0,100.0,,,,,,,,1100.0,94.0,,,,0.0,0.0,,,55.94,48.02,,,,,113.0,113.0,,,,,129.0,112.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,24,50.0,50.0,,,,,,,,1824.0,58.0,,,,0.0,0.0,,,59.0,46.94,,,,,270.0,293.0,,,,,123.0,103.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,25,40.0,70.0,,,,,,,,1630.0,0.0,,,,0.0,0.0,,,59.0,48.02,,,,,293.0,293.0,,,,,129.0,112.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,26,80.0,80.0,,,,,,,,1406.0,0.0,,,,0.0,0.0,,,59.0,44.96,,,,,293.0,270.0,,,,,113.0,98.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,27,60.0,60.0,,,,,,,,1742.0,13.0,,,,0.0,0.0,,,57.02,46.04,,,,,270.0,270.0,,,,,113.0,103.0,1.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,28,50.0,60.0,,,,,,,,1630.0,0.0,,,,0.0,0.0,,,57.92,39.02,,,,,270.0,293.0,,,,,103.0,94.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,1.0,,,,,
1967,4,29,40.0,50.0,,,,,,,,1506.0,0.0,,,,0.0,0.0,,,57.92,44.96,,,,,270.0,270.0,,,,,139.0,130.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,30,20.0,20.0,,,,,,,,1906.0,0.0,,,,0.0,0.0,,,60.08,44.96,,,,,293.0,293.0,,,,,129.0,116.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,4,31,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,,,-1767.8200000000002,-1767.8200000000002,,,,,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,-9999.0,,,,,
1967,5,1,60.0,60.0,,,,,,,,1754.0,0.0,,,,0.0,0.0,,,64.04,44.06,,,,,270.0,270.0,,,,,149.0,139.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1967,5,2,50.0,40.0,,,,,,,,1706.0,0.0,,,,0.0,0.0,,,60.08,50.0,,,,,270.0,270.0,,,,,154.0,139.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1967,5,3,90.0,80.0,,,,,,,,1754.0,0.0,,,,0.0,0.0,,,60.98,50.0,,,,,293.0,293.0,,,,,144.0,116.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1967,5,4,80.0,60.0,,,,,,,,1542.0,0.0,,,,0.0,0.0,,,62.959999999999994,51.08,,,,,270.0,270.0,,,,,123.0,107.0,-9999.0,,,,,,-9999.0,,,,,,-9999.0,,,,,
1967,5,5,90.0,100.0,,,,,,,,1054.0,0.0,,,,0.0,0.0,,,60.98,51.98,,,,,270.0,270.0,,,,,123.0,94.0,-9999.0,,,,,,-9999.0,,,,,,1.0,,,,,
1967,5,6,0.0,0.0,,,,,,,,1630.0,0.0,,,,0.0,0.0,,,68.0,46.94,,,,,270.0,270.0,,,,,118.0,107.0,-9999.0,,,,,,1.0,,,,,,-9999.0,,,,,
1967,5,7,70.0,80.0,,,,,,,,1900.0,0.0,,,,0.0,0.0,,,82.04,50.0,,,,,315.0,315.0,,,,,72.0,67.0,-9999.0,,,,,,1.0,,,,,,-9999.0,,,,,
