YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT05,WT07,WT08,WT10,WT11,WT12,WT13,WT14,WT16,WT18,WV03,WV20
1971,11,20,50.0,40.0,,,,,,,1312.0,5.0,73.0,,,,0.0,0.0,,80.96,68.0,,480.0,,,,45.0,45.0,,,,,134.0,112.0,,,,,,,,,,,,1.0,,,
1971,11,21,40.0,50.0,,,,,,,1506.0,0.0,68.0,,,,0.0,0.0,,80.06,68.0,,450.0,,,,45.0,45.0,,,,,139.0,98.0,,,,,,,,,,,,1.0,,,
1971,11,22,50.0,50.0,,,,,,,1518.0,0.0,78.0,,,,0.0,0.0,,82.04,69.98,,516.0,,,,45.0,45.0,,,,,164.0,112.0,,,,,,,,,,,,1.0,,,
1971,11,23,40.0,40.0,,,,,,,1118.0,0.0,89.0,,,,0.0,0.0,,82.04,69.98,,594.0,,,,45.0,45.0,,,,,159.0,130.0,,,,,,,,,,,,1.0,,,
1971,11,24,80.0,80.0,,,,,,,930.0,8.0,26.0,,,,0.0,0.0,,82.04,71.06,,168.0,,,,45.0,45.0,,,,,159.0,125.0,,,,,,,,,,,,1.0,,,
1971,11,25,100.0,100.0,,,,,,,930.0,104.0,2.0,,,,0.0,0.0,,77.0,71.06,,12.0,,,,135.0,135.0,,,,,108.0,76.0,,,,,,,,,,,,1.0,,,
1971,11,26,60.0,70.0,,,,,,,1506.0,0.0,49.0,,,,0.0,0.0,,80.96,71.06,,324.0,,,,45.0,45.0,,,,,113.0,89.0,,,,,,,,,,,,-9999.0,,,
1971,11,27,50.0,50.0,,,,,,,730.0,3.0,67.0,,,,0.0,0.0,,82.04,68.0,,444.0,,,,45.0,45.0,,,,,129.0,76.0,,,,,,,,,,,,1.0,,,
1971,11,28,50.0,40.0,,,,,,,1606.0,0.0,73.0,,,,0.0,0.0,,82.04,64.04,,480.0,,,,45.0,45.0,,,,,118.0,98.0,,,,,,,,,,,,-9999.0,,,
1971,11,29,50.0,70.0,,,,,,,1336.0,5.0,53.0,,,,0.0,0.0,,82.04,66.92,,354.0,,,,135.0,135.0,,,,,118.0,89.0,,,,,,,,,,,,1.0,,,
1971,11,30,30.0,30.0,,,,,,,1330.0,0.0,82.0,,,,0.0,0.0,,82.94,64.04,,540.0,,,,45.0,45.0,,,,,103.0,76.0,,,,,,,,,,,,-9999.0,,,
1971,11,31,-9999.0,-9999.0,,,,,,,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,-1767.8200000000002,-1767.8200000000002,,-9999.0,,,,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,,
1971,12,1,70.0,70.0,,,,,,,1424.0,0.0,85.0,,,,0.0,0.0,,82.04,69.98,,558.0,,,,45.0,45.0,,,,,129.0,103.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,2,80.0,90.0,,,,,,,1348.0,3.0,77.0,,,,0.0,0.0,,82.04,69.98,,510.0,,,,45.0,45.0,,,,,118.0,94.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,3,90.0,100.0,,,,,,,1618.0,0.0,79.0,,,,0.0,0.0,,80.96,69.98,,516.0,,,,45.0,45.0,,,,,103.0,76.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,4,30.0,40.0,,,,,,,1612.0,0.0,74.0,,,,0.0,0.0,,80.06,64.94,,486.0,,,,135.0,135.0,,,,,93.0,76.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,5,60.0,80.0,,,,,,,1718.0,0.0,92.0,,,,0.0,0.0,,80.06,66.92,,600.0,,,,45.0,45.0,,,,,103.0,80.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,6,50.0,50.0,,,,,,,1036.0,0.0,62.0,,,,0.0,0.0,,82.04,69.08,,402.0,,,,45.0,135.0,,,,,108.0,76.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,7,50.0,60.0,,,,,,,1324.0,0.0,64.0,,,,0.0,0.0,,82.94,66.02,,420.0,,,,90.0,90.0,,,,,108.0,76.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,8,90.0,90.0,,,,,,,1648.0,3.0,29.0,,,,0.0,0.0,,82.04,69.98,,192.0,,,,45.0,45.0,,,,,123.0,85.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,9,60.0,70.0,,,,,,,1454.0,0.0,80.0,,,,0.0,0.0,,82.94,69.98,,522.0,,,,90.0,45.0,,,,,200.0,130.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,10,50.0,50.0,,,,,,,118.0,0.0,71.0,,,,0.0,0.0,,80.06,69.08,,468.0,,,,90.0,45.0,,,,,180.0,134.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,11,50.0,60.0,,,,,,,1148.0,3.0,64.0,,,,0.0,0.0,,80.06,69.98,,414.0,,,,45.0,45.0,,,,,180.0,125.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,12,30.0,40.0,,,,,,,1606.0,0.0,74.0,,,,0.0,0.0,,80.96,69.98,,486.0,,,,45.0,45.0,,,,,149.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,13,30.0,20.0,,,,,,,1506.0,3.0,93.0,,,,0.0,0.0,,82.04,69.98,,606.0,,,,45.0,45.0,,,,,200.0,148.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,14,40.0,30.0,,,,,,,1254.0,46.0,89.0,,,,0.0,0.0,,80.06,69.98,,582.0,,,,45.0,45.0,,,,,154.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,15,50.0,40.0,,,,,,,1242.0,28.0,70.0,,,,0.0,0.0,,80.06,68.0,,456.0,,,,45.0,45.0,,,,,134.0,103.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,16,30.0,20.0,,,,,,,100.0,13.0,93.0,,,,0.0,0.0,,78.08,66.02,,606.0,,,,45.0,135.0,,,,,98.0,76.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,17,80.0,80.0,,,,,,,1000.0,373.0,29.0,,,,0.0,0.0,,78.08,66.02,,186.0,,,,135.0,135.0,,,,,170.0,130.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,18,80.0,70.0,,,,,,,412.0,18.0,48.0,,,,0.0,0.0,,80.06,68.0,,312.0,,,,135.0,135.0,,,,,103.0,76.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,19,100.0,100.0,,,,,,,2248.0,236.0,0.0,,,,0.0,0.0,,75.02,69.98,,0.0,,,,45.0,45.0,,,,,123.0,76.0,,,1.0,,,,,,,,,1.0,,,
1971,12,20,80.0,80.0,,,,,,,1836.0,3.0,30.0,,,,0.0,0.0,,75.02,66.02,,192.0,,,,45.0,45.0,,,,,139.0,107.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,21,50.0,60.0,,,,,,,1342.0,0.0,70.0,,,,0.0,0.0,,75.02,66.02,,456.0,,,,90.0,90.0,,,,,159.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,22,70.0,100.0,,,,,,,1300.0,0.0,88.0,,,,0.0,0.0,,77.0,64.04,,570.0,,,,135.0,135.0,,,,,129.0,103.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,23,80.0,90.0,,,,,,,1230.0,0.0,18.0,,,,0.0,0.0,,77.0,62.959999999999994,,120.0,,,,180.0,180.0,,,,,67.0,49.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,24,50.0,60.0,,,,,,,1930.0,0.0,57.0,,,,0.0,0.0,,77.0,60.08,,372.0,,,,45.0,45.0,,,,,82.0,67.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,25,30.0,40.0,,,,,,,2106.0,0.0,70.0,,,,0.0,0.0,,78.98,64.04,,456.0,,,,45.0,45.0,,,,,98.0,72.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,26,30.0,40.0,,,,,,,2142.0,0.0,84.0,,,,0.0,0.0,,80.06,66.02,,546.0,,,,45.0,45.0,,,,,123.0,89.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,27,70.0,80.0,,,,,,,1518.0,0.0,80.0,,,,0.0,0.0,,80.06,66.92,,516.0,,,,45.0,45.0,,,,,159.0,112.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,28,80.0,80.0,,,,,,,1630.0,0.0,77.0,,,,0.0,0.0,,78.98,66.92,,504.0,,,,45.0,45.0,,,,,159.0,116.0,,,-9999.0,,,,,,,,,-9999.0,,,
1971,12,29,100.0,100.0,,,,,,,254.0,5.0,0.0,,,,0.0,0.0,,75.92,68.0,,0.0,,,,45.0,45.0,,,,,134.0,98.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,30,50.0,40.0,,,,,,,1348.0,0.0,86.0,,,,0.0,0.0,,78.98,66.92,,564.0,,,,90.0,45.0,,,,,139.0,98.0,,,-9999.0,,,,,,,,,1.0,,,
1971,12,31,30.0,40.0,,,,,,,1236.0,0.0,92.0,,,,0.0,0.0,,78.08,60.98,,600.0,,,,180.0,135.0,,,,,87.0,72.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,1,1,80.0,80.0,,,,,,,606.0,0.0,67.0,,,,0.0,0.0,,78.08,64.04,,438.0,,,,270.0,270.0,,,,,98.0,63.0,,,1.0,-9999.0,,,,,,,,1.0,,,
1972,1,2,80.0,70.0,,,,,,,1600.0,0.0,79.0,,,,0.0,0.0,,82.04,60.98,,516.0,,,,90.0,135.0,,,,,93.0,76.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,3,100.0,90.0,,,,,,,1618.0,0.0,56.0,,,,0.0,0.0,,82.04,66.02,,366.0,,,,45.0,45.0,,,,,118.0,103.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,4,60.0,60.0,,,,,,,1100.0,0.0,78.0,,,,0.0,0.0,,80.06,66.92,,510.0,,,,45.0,45.0,,,,,144.0,98.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,5,80.0,90.0,,,,,,,1242.0,0.0,53.0,,,,0.0,0.0,,78.08,60.98,,348.0,,,,45.0,45.0,,,,,123.0,89.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,6,70.0,80.0,,,,,,,1442.0,0.0,58.0,,,,0.0,0.0,,78.98,62.059999999999995,,378.0,,,,45.0,45.0,,,,,123.0,98.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,7,40.0,40.0,,,,,,,1548.0,0.0,90.0,,,,0.0,0.0,,78.08,68.0,,588.0,,,,45.0,45.0,,,,,149.0,112.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,8,30.0,30.0,,,,,,,1354.0,0.0,92.0,,,,0.0,0.0,,78.08,68.0,,600.0,,,,45.0,45.0,,,,,144.0,116.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,9,40.0,40.0,,,,,,,1418.0,0.0,90.0,,,,0.0,0.0,,78.08,68.0,,594.0,,,,45.0,45.0,,,,,129.0,98.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,10,30.0,30.0,,,,,,,1542.0,0.0,95.0,,,,0.0,0.0,,78.98,64.94,,624.0,,,,45.0,45.0,,,,,129.0,98.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,11,30.0,30.0,,,,,,,1342.0,0.0,82.0,,,,0.0,0.0,,80.06,64.94,,540.0,,,,135.0,135.0,,,,,98.0,76.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,12,60.0,70.0,,,,,,,1118.0,0.0,69.0,,,,0.0,0.0,,77.0,60.08,,456.0,,,,135.0,135.0,,,,,77.0,54.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,13,80.0,90.0,,,,,,,1312.0,0.0,65.0,,,,0.0,0.0,,78.08,60.98,,432.0,,,,180.0,180.0,,,,,67.0,45.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,14,70.0,80.0,,,,,,,1406.0,0.0,34.0,,,,0.0,0.0,,78.98,64.04,,222.0,,,,180.0,180.0,,,,,87.0,63.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,15,60.0,90.0,,,,,,,1312.0,18.0,6.0,,,,0.0,0.0,,75.02,66.02,,42.0,,,,315.0,315.0,,,,,67.0,45.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,16,50.0,50.0,,,,,,,1406.0,20.0,65.0,,,,0.0,0.0,,78.08,62.959999999999994,,426.0,,,,180.0,180.0,,,,,67.0,49.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,17,30.0,20.0,,,,,,,1400.0,0.0,82.0,,,,0.0,0.0,,82.04,64.04,,540.0,,,,135.0,45.0,,,,,87.0,49.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,18,30.0,20.0,,,,,,,2142.0,0.0,95.0,,,,0.0,0.0,,80.06,64.04,,630.0,,,,45.0,45.0,,,,,134.0,94.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,19,40.0,70.0,,,,,,,354.0,0.0,54.0,,,,0.0,0.0,,78.08,66.92,,354.0,,,,90.0,45.0,,,,,108.0,76.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,20,20.0,30.0,,,,,,,1554.0,0.0,80.0,,,,0.0,0.0,,78.08,57.92,,528.0,,,,225.0,225.0,,,,,87.0,58.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,21,10.0,10.0,,,,,,,1600.0,0.0,99.0,,,,0.0,0.0,,82.04,59.0,,654.0,,,,45.0,45.0,,,,,139.0,103.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,22,80.0,80.0,,,,,,,1454.0,86.0,22.0,,,,0.0,0.0,,77.0,66.02,,144.0,,,,135.0,135.0,,,,,82.0,67.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,23,100.0,100.0,,,,,,,1624.0,1207.0,0.0,,,,0.0,0.0,,73.04,66.92,,0.0,,,,135.0,90.0,,,,,175.0,143.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,24,60.0,50.0,,,,,,,1312.0,8.0,69.0,,,,0.0,0.0,,75.92,66.02,,462.0,,,,135.0,225.0,,,,,93.0,63.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,25,40.0,30.0,,,,,,,1548.0,0.0,86.0,,,,0.0,0.0,,77.0,60.08,,576.0,,,,270.0,225.0,,,,,103.0,72.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,26,50.0,60.0,,,,,,,1124.0,0.0,73.0,,,,0.0,0.0,,78.98,60.08,,492.0,,,,360.0,45.0,,,,,113.0,76.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,27,100.0,100.0,,,,,,,1324.0,3.0,1.0,,,,0.0,0.0,,71.96,64.04,,12.0,,,,360.0,360.0,,,,,134.0,80.0,,,-9999.0,-9999.0,,,,,,,,1.0,,,
1972,1,28,100.0,100.0,,,,,,,1724.0,0.0,6.0,,,,0.0,0.0,,75.02,62.059999999999995,,42.0,,,,360.0,360.0,,,,,118.0,85.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,29,100.0,100.0,,,,,,,1200.0,0.0,0.0,,,,0.0,0.0,,73.04,60.98,,0.0,,,,45.0,45.0,,,,,118.0,76.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,30,40.0,40.0,,,,,,,1236.0,0.0,81.0,,,,0.0,0.0,,75.02,55.94,,540.0,,,,315.0,315.0,,,,,129.0,103.0,,,-9999.0,-9999.0,,,,,,,,-9999.0,,,
1972,1,31,40.0,60.0,,,,,,,1600.0,0.0,56.0,,,,0.0,0.0,,71.96,53.06,,378.0,,,,315.0,315.0,,,,,113.0,85.0,,,-9999.0,1.0,,,,,,,,-9999.0,,,
1972,2,1,40.0,60.0,,,,,,,624.0,0.0,67.0,,,,0.0,0.0,,75.92,55.04,,456.0,,,,360.0,225.0,,,,,87.0,58.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,2,50.0,70.0,,,,,,,1130.0,0.0,80.0,,,,0.0,0.0,,77.0,53.96,,540.0,,,,45.0,45.0,,,,,113.0,76.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,3,100.0,100.0,,,,,,,2354.0,0.0,24.0,,,,0.0,0.0,,78.08,64.04,,168.0,,,,135.0,135.0,,,,,129.0,89.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,4,80.0,100.0,,,,,,,1448.0,160.0,7.0,,,,0.0,0.0,,78.08,71.06,,48.0,,,,225.0,225.0,,,,,164.0,121.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,5,60.0,60.0,,,,,,,200.0,58.0,56.0,,,,0.0,0.0,,78.98,66.02,,378.0,,,,225.0,225.0,,,,,154.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,6,90.0,100.0,,,,,,,1624.0,0.0,16.0,,,,0.0,0.0,,75.02,62.959999999999994,,108.0,,,,45.0,45.0,,,,,129.0,89.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,7,50.0,40.0,,,,,,,1130.0,0.0,90.0,,,,0.0,0.0,,78.08,66.02,,612.0,,,,90.0,90.0,,,,,134.0,85.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,8,20.0,20.0,,,,,,,1606.0,0.0,90.0,,,,0.0,0.0,,78.98,64.04,,612.0,,,,45.0,45.0,,,,,139.0,98.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,9,60.0,70.0,,,,,,,1242.0,0.0,62.0,,,,0.0,0.0,,78.98,69.08,,420.0,,,,90.0,45.0,,,,,159.0,103.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,10,40.0,40.0,,,,,,,1542.0,0.0,83.0,,,,0.0,0.0,,78.08,68.0,,564.0,,,,45.0,45.0,,,,,154.0,112.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,11,50.0,60.0,,,,,,,1618.0,0.0,75.0,,,,0.0,0.0,,78.98,66.92,,510.0,,,,45.0,45.0,,,,,164.0,112.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,12,80.0,100.0,,,,,,,1418.0,0.0,39.0,,,,0.0,0.0,,77.0,66.92,,270.0,,,,45.0,45.0,,,,,159.0,121.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,13,40.0,30.0,,,,,,,954.0,0.0,88.0,,,,0.0,0.0,,80.06,69.08,,606.0,,,,45.0,45.0,,,,,149.0,121.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,14,10.0,20.0,,,,,,,1300.0,0.0,91.0,,,,0.0,0.0,,80.06,66.92,,624.0,,,,90.0,90.0,,,,,154.0,103.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,15,30.0,30.0,,,,,,,1706.0,0.0,81.0,,,,0.0,0.0,,80.06,59.0,,558.0,,,,90.0,90.0,,,,,123.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,16,50.0,40.0,,,,,,,1630.0,0.0,67.0,,,,0.0,0.0,,78.08,64.94,,462.0,,,,360.0,45.0,,,,,87.0,72.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,17,50.0,50.0,,,,,,,1712.0,0.0,48.0,,,,0.0,0.0,,77.0,60.98,,336.0,,,,360.0,45.0,,,,,87.0,72.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,18,60.0,70.0,,,,,,,1648.0,46.0,46.0,,,,0.0,0.0,,73.04,62.059999999999995,,318.0,,,,45.0,45.0,,,,,154.0,116.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,19,40.0,40.0,,,,,,,1700.0,0.0,78.0,,,,0.0,0.0,,78.08,64.04,,540.0,,,,45.0,45.0,,,,,144.0,107.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,20,50.0,20.0,,,,,,,1600.0,0.0,56.0,,,,0.0,0.0,,78.08,64.04,,390.0,,,,90.0,135.0,,,,,108.0,76.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,21,60.0,50.0,,,,,,,1124.0,5.0,58.0,,,,0.0,0.0,,78.98,60.98,,402.0,,,,135.0,180.0,,,,,87.0,76.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,22,100.0,100.0,,,,,,,700.0,264.0,0.0,,,,0.0,0.0,,73.04,66.02,,0.0,,,,180.0,135.0,,,,,113.0,80.0,,,1.0,,,,,,,,,1.0,,,
1972,2,23,90.0,100.0,,,,,,,1118.0,632.0,7.0,,,,0.0,0.0,,73.04,64.04,,54.0,,,,135.0,135.0,,,,,87.0,67.0,,,1.0,,,,,,,,,1.0,,,
1972,2,24,90.0,90.0,,,,,,,1542.0,64.0,14.0,,,,0.0,0.0,,75.02,64.94,,96.0,,,,315.0,315.0,,,,,82.0,49.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,25,60.0,70.0,,,,,,,1518.0,41.0,40.0,,,,0.0,0.0,,78.08,62.059999999999995,,282.0,,,,315.0,315.0,,,,,118.0,80.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,26,30.0,30.0,,,,,,,1442.0,0.0,67.0,,,,0.0,0.0,,75.02,57.02,,474.0,,,,180.0,135.0,,,,,77.0,54.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,27,20.0,20.0,,,,,,,1636.0,0.0,67.0,,,,0.0,0.0,,75.02,57.92,,474.0,,,,135.0,135.0,,,,,77.0,58.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,28,80.0,80.0,,,,,,,1106.0,0.0,48.0,,,,0.0,0.0,,77.0,66.02,,336.0,,,,135.0,135.0,,,,,103.0,76.0,,,-9999.0,,,,,,,,,1.0,,,
1972,2,29,80.0,80.0,,,,,,,718.0,0.0,87.0,,,,0.0,0.0,,78.08,71.06,,492.0,,,,180.0,180.0,,,,,134.0,98.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,30,-9999.0,-9999.0,,,,,,,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,-1767.8200000000002,-1767.8200000000002,,-9999.0,,,,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,2,31,-9999.0,-9999.0,,,,,,,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,-1767.8200000000002,-1767.8200000000002,,-9999.0,,,,-9999.0,-9999.0,,,,,-9999.0,-9999.0,,,-9999.0,,,,,,,,,-9999.0,,,
1972,3,1,80.0,90.0,,,,,,,1636.0,0.0,85.0,,,,0.0,0.0,,77.0,71.06,,600.0,,,,180.0,135.0,,,,,113.0,98.0,,,,,,,,,,,,1.0,,,
1972,3,2,100.0,100.0,,,,,,,1142.0,56.0,42.0,,,,0.0,0.0,,75.02,69.08,,294.0,,,,135.0,180.0,,,,,154.0,116.0,,,,,,,,,,,,1.0,,,
1972,3,3,100.0,100.0,,,,,,,206.0,465.0,0.0,,,,0.0,0.0,,73.04,66.02,,0.0,,,,225.0,225.0,,,,,113.0,76.0,,,,,,,,,,,,1.0,,,
1972,3,4,70.0,70.0,,,,,,,2348.0,0.0,57.0,,,,0.0,0.0,,75.92,64.94,,402.0,,,,270.0,270.0,,,,,113.0,76.0,,,,,,,,,,,,1.0,,,
1972,3,5,60.0,60.0,,,,,,,1406.0,51.0,78.0,,,,0.0,0.0,,77.0,64.94,,552.0,,,,225.0,270.0,,,,,113.0,76.0,,,,,,,,,,,,1.0,,,
1972,3,6,80.0,80.0,,,,,,,1130.0,3.0,47.0,,,,0.0,0.0,,80.06,62.959999999999994,,336.0,,,,225.0,270.0,,,,,118.0,85.0,,,,,,,,,,,,1.0,,,
1972,3,7,70.0,60.0,,,,,,,1206.0,3.0,53.0,,,,0.0,0.0,,80.96,69.08,,378.0,,,,270.0,315.0,,,,,123.0,80.0,,,,,,,,,,,,1.0,,,
1972,3,8,30.0,40.0,,,,,,,1312.0,0.0,88.0,,,,0.0,0.0,,78.08,62.959999999999994,,630.0,,,,225.0,225.0,,,,,87.0,67.0,,,,,,,,,,,,-9999.0,,,
1972,3,9,20.0,10.0,,,,,,,1118.0,0.0,97.0,,,,0.0,0.0,,77.0,60.08,,690.0,,,,135.0,135.0,,,,,98.0,76.0,,,,,,,,,,,,-9999.0,,,
1972,3,10,50.0,50.0,,,,,,,1518.0,0.0,91.0,,,,0.0,0.0,,80.06,64.94,,648.0,,,,225.0,225.0,,,,,77.0,54.0,,,,,,,,,,,,1.0,,,
1972,3,11,30.0,30.0,,,,,,,1354.0,0.0,97.0,,,,0.0,0.0,,80.06,66.92,,696.0,,,,180.0,180.0,,,,,72.0,49.0,,,,,,,,,,,,-9999.0,,,
1972,3,12,30.0,40.0,,,,,,,1312.0,0.0,97.0,,,,0.0,0.0,,80.96,64.94,,696.0,,,,135.0,135.0,,,,,103.0,89.0,,,,,,,,,,,,-9999.0,,,
1972,3,13,50.0,50.0,,,,,,,1454.0,0.0,94.0,,,,0.0,0.0,,80.06,68.0,,678.0,,,,180.0,180.0,,,,,87.0,72.0,,,,,,,,,,,,-9999.0,,,
1972,3,14,60.0,80.0,,,,,,,1524.0,0.0,88.0,,,,0.0,0.0,,80.06,68.0,,636.0,,,,225.0,225.0,,,,,67.0,40.0,,,,,,,,,,,,-9999.0,,,
1972,3,15,50.0,40.0,,,,,,,1154.0,0.0,92.0,,,,0.0,0.0,,80.06,66.02,,660.0,,,,180.0,180.0,,,,,72.0,45.0,,,,,,,,,,,,-9999.0,,,
1972,3,16,30.0,40.0,,,,,,,2312.0,0.0,85.0,,,,0.0,0.0,,82.04,64.94,,618.0,,,,45.0,180.0,,,,,98.0,63.0,,,,,,,,,,,,-9999.0,,,
1972,3,17,20.0,30.0,,,,,,,1506.0,0.0,86.0,,,,0.0,0.0,,82.94,68.0,,624.0,,,,90.0,135.0,,,,,103.0,80.0,,,,,,,,,,,,-9999.0,,,
1972,3,18,30.0,40.0,,,,,,,1454.0,0.0,86.0,,,,0.0,0.0,,82.94,66.02,,624.0,,,,135.0,135.0,,,,,108.0,89.0,,,,,,,,,,,,-9999.0,,,
1972,3,19,40.0,40.0,,,,,,,1242.0,0.0,92.0,,,,0.0,0.0,,84.02,68.0,,672.0,,,,90.0,90.0,,,,,139.0,116.0,,,,,,,,,,,,1.0,,,
1972,3,20,40.0,50.0,,,,,,,1700.0,0.0,80.0,,,,0.0,0.0,,84.91999999999999,69.08,,582.0,,,,45.0,45.0,,,,,118.0,89.0,,,,,,,,,,,,-9999.0,,,
1972,3,21,60.0,60.0,,,,,,,1224.0,0.0,84.0,,,,0.0,0.0,,80.06,64.94,,612.0,,,,180.0,135.0,,,,,87.0,63.0,,,,,,,,,,,,-9999.0,,,
1972,3,22,80.0,90.0,,,,,,,1242.0,5.0,92.0,,,,0.0,0.0,,80.96,71.06,,672.0,,,,225.0,225.0,,,,,144.0,107.0,,,,,,,,,,,,1.0,,,
1972,3,23,100.0,100.0,,,,,,,1430.0,8.0,42.0,,,,0.0,0.0,,80.96,69.98,,312.0,,,,225.0,225.0,,,,,108.0,76.0,,,,,,,,,,,,1.0,,,
1972,3,24,60.0,60.0,,,,,,,1342.0,0.0,83.0,,,,0.0,0.0,,80.06,64.04,,606.0,,,,225.0,225.0,,,,,103.0,72.0,,,,,,,,,,,,-9999.0,,,
