YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT05,WT07,WT08,WT10,WT11,WT12,WT13,WT14,WT16,WT18,WV03,WV20
1939,6,1,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,2,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,3,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,4,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,5,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,6,,,,,,,,,,,,,,,,,77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,7,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,8,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,9,,,,,,,,,,,,,,,,,78.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,10,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,11,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,12,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,13,,,,,,,,,,,,,,,,,78.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,14,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,15,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,16,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,17,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,18,,,,,,,,,,,,,,,,,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,19,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,20,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,21,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,22,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,23,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,24,,,,,,,,,,,,,,,,,78.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,25,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,26,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,27,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,28,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,29,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,30,,,,,,,,,,,,,,,,,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,31,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,1,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,2,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,3,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,4,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,5,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,6,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,7,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,8,,,,,,,,,,,,,,,,,80.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,9,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,10,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,11,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,12,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,13,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,14,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,15,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,16,,,,,,,,,,,,,,,,,81.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,17,,,,,,,,,,,,,,,,,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,18,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,19,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,20,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,21,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,22,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,23,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,24,,,,,,,,,,,,,,,,,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,25,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,26,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,27,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,28,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,29,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,30,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,31,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,1,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,2,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,3,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,4,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,5,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,6,,,,,,,,,,,,,,,,,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,7,,,,,,,,,,,,,,,,,80.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,8,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,9,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,10,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,11,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,12,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,13,,,,,,,,,,,,,,,,,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,14,,,,,,,,,,,,,,,,,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,15,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,16,,,,,,,,,,,,,,,,,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,17,,,,,,,,,,,,,,,,,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,18,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,19,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,20,,,,,,,,,,,,,,,,,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,21,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,22,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,23,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,24,,,,,,,,,,,,,,,,,81.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,25,,,,,,,,,,,,,,,,,81.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,26,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,27,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,28,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,29,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,30,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,31,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,1,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,2,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,3,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,4,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,5,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,6,,,,,,,,,,,,,,,,,82.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,7,,,,,,,,,,,,,,,,,82.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,8,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,9,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,10,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,11,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,12,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,13,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,14,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,15,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,16,,,,,,,,,,,,,,,,,78.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,17,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,18,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,19,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,20,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,21,,,,,,,,,,,,,,,,,80.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,22,,,,,,,,,,,,,,,,,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,23,,,,,,,,,,,,,,,,,81.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,24,,,,,,,,,,,,,,,,,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,25,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,26,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,27,,,,,,,,,,,,,,,,,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,28,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,29,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,30,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,31,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,1,,,,,,,,,,,,,,,,,82.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,2,,,,,,,,,,,,,,,,,82.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,3,,,,,,,,,,,,,,,,,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,4,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,5,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,6,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,7,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,8,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,9,,,,,,,,,,,,,,,,,80.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,10,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,11,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,12,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,13,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,14,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,15,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,16,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,17,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,18,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,19,,,,,,,,,,,,,,,,,77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,20,,,,,,,,,,,,,,,,,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,21,,,,,,,,,,,,,,,,,80.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,22,,,,,,,,,,,,,,,,,78.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,23,,,,,,,,,,,,,,,,,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,24,,,,,,,,,,,,,,,,,75.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,25,,,,,,,,,,,,,,,,,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,26,,,,,,,,,,,,,,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,27,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,28,,,,,,,,,,,,,,,,,77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,29,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,30,,,,,,,,,,,,,,,,,78.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,10,31,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,1,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,2,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,3,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,4,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,5,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,6,,,,,,,,,,,,,,,,,78.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,7,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,8,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,9,,,,,,,,,,,,,,,,,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,10,,,,,,,,,,,,,,,,,75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,11,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,12,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,13,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,14,,,,,,,,,,,,,,,,,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,15,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,16,,,,,,,,,,,,,,,,,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,17,,,,,,,,,,,,,,,,,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,18,,,,,,,,,,,,,,,,,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,19,,,,,,,,,,,,,,,,,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,20,,,,,,,,,,,,,,,,,76.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,21,,,,,,,,,,,,,,,,,76.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,22,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,23,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,24,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,25,,,,,,,,,,,,,,,,,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,26,,,,,,,,,,,,,,,,,76.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,27,,,,,,,,,,,,,,,,,75.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,28,,,,,,,,,,,,,,,,,73.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,29,,,,,,,,,,,,,,,,,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,30,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,11,31,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,1,,,,,,,,,,,,,,,,,76.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,2,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,3,,,,,,,,,,,,,,,,,76.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,4,,,,,,,,,,,,,,,,,72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,5,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,6,,,,,,,,,,,,,,,,,75.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,7,,,,,,,,,,,,,,,,,75.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,8,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,9,,,,,,,,,,,,,,,,,72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,10,,,,,,,,,,,,,,,,,73.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,11,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,12,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,13,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,14,,,,,,,,,,,,,,,,,76.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,15,,,,,,,,,,,,,,,,,75.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,16,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,17,,,,,,,,,,,,,,,,,76.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,18,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,19,,,,,,,,,,,,,,,,,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,20,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,21,,,,,,,,,,,,,,,,,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,22,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,23,,,,,,,,,,,,,,,,,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,24,,,,,,,,,,,,,,,,,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,25,,,,,,,,,,,,,,,,,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,26,,,,,,,,,,,,,,,,,75.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,27,,,,,,,,,,,,,,,,,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,28,,,,,,,,,,,,,,,,,76.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,29,,,,,,,,,,,,,,,,,76.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,30,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,12,31,,,,,,,,,,,,,,,,,76.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,1,,,,,,,,,,,,,,,,,75.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,2,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,3,,,,,,,,,,,,,,,,,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,4,,,,,,,,,,,,,,,,,77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,5,,,,,,,,,,,,,,,,,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,6,,,,,,,,,,,,,,,,,73.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,7,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,8,,,,,,,,,,,,,,,,,69.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,9,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,10,,,,,,,,,,,,,,,,,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,11,,,,,,,,,,,,,,,,,72.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,12,,,,,,,,,,,,,,,,,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,13,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,14,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,15,,,,,,,,,,,,,,,,,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,16,,,,,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,17,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,18,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,19,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,20,,,,,,,,,,,,,,,,,75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,21,,,,,,,,,,,,,,,,,72.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,22,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,23,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
